t,label,material,refl_db,range_m,doppler_mps,extent_m,n_points,x,y,z
1783974072.338,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.338,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.338,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.338,static,metal,49.1,7.63,0.0,2.59,6,7.44,1.72,0.11
1783974072.418,static,metal,49.7,7.61,0.0,1.78,6,7.55,-0.91,0.34
1783974072.418,static,metal,49.2,7.71,0.0,1.04,4,7.39,1.5,-1.64
1783974072.418,static,fabric,13.8,1.13,0.0,0.38,4,0.65,-0.88,-0.28
1783974072.418,static,fabric,13.8,1.13,0.0,0.28,2,1.01,0.5,0.0
1783974072.418,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.418,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.418,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.418,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.418,static,metal,49.1,7.66,0.0,2.48,6,7.47,1.71,0.12
1783974072.48,static,metal,49.7,7.61,0.0,1.75,6,7.55,-0.92,0.23
1783974072.48,static,fabric,13.8,1.13,0.0,0.37,4,0.65,-0.88,-0.28
1783974072.48,static,fabric,13.8,1.13,0.0,0.28,2,1.01,0.49,0.0
1783974072.48,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.48,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.48,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.48,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.48,static,metal,49.1,7.68,0.0,2.4,6,7.49,1.7,-0.01
1783974072.544,static,metal,49.9,7.61,0.0,1.72,6,7.55,-0.93,0.15
1783974072.544,static,fabric,13.8,1.13,0.0,0.35,3,0.65,-0.89,-0.28
1783974072.544,static,fabric,13.8,1.13,0.0,0.27,2,1.02,0.49,0.0
1783974072.544,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.544,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.544,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.544,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.544,static,metal,49.1,7.69,0.0,2.33,6,7.5,1.7,-0.09
1783974072.611,static,metal,49.9,7.61,0.0,1.69,6,7.55,-0.94,0.11
1783974072.611,static,fabric,13.8,1.13,0.0,0.34,3,0.65,-0.89,-0.27
1783974072.611,static,fabric,13.8,1.12,0.0,0.29,2,1.0,0.51,0.04
1783974072.611,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.611,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.611,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.611,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.611,static,metal,49.1,7.7,0.0,2.28,6,7.51,1.7,-0.14
1783974072.671,static,metal,49.9,7.61,0.0,1.67,6,7.56,-0.94,0.09
1783974072.671,static,fabric,13.8,1.14,0.0,0.33,3,0.65,-0.89,-0.27
1783974072.671,static,fabric,13.8,1.12,0.0,0.3,2,0.98,0.53,0.06
1783974072.671,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.671,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.671,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.671,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.671,static,metal,49.1,7.7,0.0,2.23,5,7.51,1.69,-0.18
1783974072.671,static,metal,50.7,7.76,0.0,0.89,2,6.84,-1.26,3.45
1783974072.736,static,metal,49.9,7.62,0.0,1.64,6,7.56,-0.95,0.02
1783974072.736,static,fabric,13.8,1.14,0.0,0.32,3,0.66,-0.89,-0.27
1783974072.736,static,fabric,13.8,1.12,0.0,0.32,2,0.98,0.54,0.08
1783974072.736,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.736,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.736,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.736,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.736,static,metal,49.1,7.71,0.0,2.19,5,7.52,1.69,-0.15
1783974072.736,static,metal,50.7,7.76,0.0,0.96,3,6.88,-1.29,3.36
1783974072.802,static,metal,49.9,7.62,0.0,1.61,6,7.56,-0.97,-0.02
1783974072.802,static,fabric,13.8,1.14,0.0,0.31,3,0.66,-0.89,-0.26
1783974072.802,static,fabric,13.8,1.11,0.0,0.33,2,0.96,0.56,0.09
1783974072.802,static,metal,48.8,7.59,0.0,1.38,4,6.93,2.01,2.33
1783974072.802,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.802,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.802,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.802,static,metal,49.1,7.71,0.0,2.19,5,7.52,1.71,-0.1
1783974072.802,static,metal,50.7,7.77,0.0,1.01,3,6.92,-1.3,3.28
1783974072.884,static,metal,49.9,7.62,0.0,1.58,6,7.56,-0.98,-0.06
1783974072.884,static,fabric,13.8,1.14,0.0,0.31,3,0.66,-0.89,-0.26
1783974072.884,static,fabric,13.8,1.11,0.0,0.34,2,0.94,0.57,0.12
1783974072.884,static,metal,48.8,7.6,0.0,1.33,4,6.93,1.93,2.46
1783974072.884,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.884,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.884,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.884,static,metal,49.1,7.72,0.0,2.1,5,7.52,1.75,0.14
1783974072.884,static,metal,50.7,7.77,0.0,1.05,3,6.95,-1.31,3.21
1783974072.945,static,metal,49.9,7.62,0.0,1.56,6,7.56,-0.99,-0.09
1783974072.945,static,fabric,13.8,1.14,0.0,0.3,3,0.66,-0.89,-0.26
1783974072.945,static,fabric,13.8,1.11,0.0,0.35,2,0.93,0.58,0.14
1783974072.945,static,metal,48.8,7.61,0.0,1.28,3,6.93,1.88,2.53
1783974072.945,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974072.945,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974072.945,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974072.945,static,metal,49.1,7.73,0.0,2.03,5,7.51,1.77,0.29
1783974072.945,static,metal,50.7,7.77,0.0,1.07,3,6.98,-1.32,3.16
1783974073.011,static,metal,50.2,7.63,0.0,1.53,5,7.56,-0.98,-0.07
1783974073.011,static,fabric,13.8,1.14,0.0,0.29,3,0.66,-0.89,-0.25
1783974073.011,static,fabric,13.8,1.11,0.0,0.33,2,0.91,0.61,0.21
1783974073.011,static,metal,48.8,7.62,0.0,1.24,3,6.92,1.85,2.59
1783974073.011,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974073.011,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.011,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.011,static,metal,49.1,7.75,0.0,1.95,5,7.52,1.81,0.41
1783974073.011,static,metal,48.9,7.78,0.0,0.97,3,7.04,-1.34,3.03
1783974073.074,static,metal,50.2,7.63,0.0,1.51,5,7.57,-0.97,-0.05
1783974073.074,static,fabric,13.8,1.14,0.0,0.28,3,0.67,-0.89,-0.24
1783974073.074,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
1783974073.074,unknown,metal,48.8,7.62,0.0,1.2,3,6.92,1.83,2.62
1783974073.074,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974073.074,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.074,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.074,static,metal,49.1,7.77,0.0,1.88,5,7.53,1.84,0.49
1783974073.074,static,metal,48.9,7.79,0.0,0.89,3,7.08,-1.36,2.95
1783974073.14,static,metal,50.2,7.63,0.0,1.49,5,7.57,-0.96,-0.04
1783974073.14,static,fabric,13.8,1.14,0.0,0.27,3,0.67,-0.89,-0.24
1783974073.14,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
1783974073.14,unknown,metal,48.8,7.63,0.0,1.16,3,6.92,1.82,2.64
1783974073.14,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974073.14,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.14,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.14,static,metal,49.1,7.77,0.0,1.84,5,7.54,1.83,0.49
1783974073.14,static,metal,48.9,7.8,0.0,0.82,3,7.11,-1.35,2.9
1783974073.202,static,metal,50.2,7.63,0.0,1.47,5,7.56,-1.0,0.04
1783974073.202,static,fabric,13.8,1.14,0.0,0.27,3,0.67,-0.89,-0.23
1783974073.202,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
1783974073.202,unknown,metal,48.8,7.63,0.0,1.16,3,6.92,1.82,2.64
1783974073.202,static,metal,50.7,7.76,0.0,1.15,2,7.29,-0.24,-2.66
1783974073.202,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.202,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.202,static,metal,49.1,7.76,0.0,1.82,5,7.52,1.88,0.51
1783974073.202,static,metal,48.9,7.8,0.0,0.82,3,7.11,-1.35,2.9
1783974073.265,static,metal,50.2,7.63,0.0,1.45,5,7.56,-1.02,0.09
1783974073.265,static,fabric,13.8,1.14,0.0,0.26,3,0.67,-0.89,-0.23
1783974073.265,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
1783974073.265,unknown,metal,48.8,7.63,0.0,1.16,3,6.92,1.82,2.64
1783974073.265,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.265,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.265,static,metal,49.1,7.76,0.0,1.81,5,7.5,1.92,0.51
1783974073.265,static,metal,48.9,7.8,0.0,0.82,3,7.11,-1.35,2.9
1783974073.346,static,metal,50.3,7.63,0.0,1.44,5,7.55,-1.04,0.15
1783974073.346,static,fabric,13.8,1.14,0.0,0.26,3,0.67,-0.89,-0.23
1783974073.346,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
1783974073.346,unknown,metal,48.8,7.63,0.0,1.16,3,6.92,1.82,2.64
1783974073.346,static,metal,48.9,8.46,0.0,0.33,2,8.43,0.66,0.2
1783974073.346,static,metal,48.9,8.46,0.0,0.38,2,7.8,-2.51,-2.1
1783974073.346,static,metal,49.1,7.74,0.0,1.83,5,7.47,1.94,0.48
1783974073.346,static,metal,48.9,7.8,0.0,0.82,3,7.11,-1.35,2.9
1783974073.411,static,metal,50.2,7.63,0.0,1.42,5,7.55,-1.05,0.21
1783974073.411,static,fabric,13.8,1.14,0.0,0.26,3,0.67,-0.89,-0.23
1783974073.411,static,fabric,13.8,1.12,0.0,0.32,2,0.89,0.63,0.25
