t,frame,x,y,z,doppler,snr_db
1783973639.911,24,0.658,-0.886,-0.261,0.0,11.4
1783973639.911,24,7.2,1.865,0.582,0.0,10.2
1783973639.911,24,7.574,-0.954,0.1,0.0,15.3
1783973639.911,24,7.697,-0.483,0.395,0.0,13.8
1783973639.911,24,7.494,2.196,-0.068,0.0,10.9
1783973639.911,24,8.236,-2.127,0.127,0.0,11.5
1783973640.012,25,0.314,-0.515,-0.094,0.0,14.2
1783973640.012,25,0.719,-0.851,-0.213,0.0,10.8
1783973640.012,25,7.103,2.098,0.894,0.0,9.9
1783973640.012,25,7.32,-1.166,0.847,0.0,9.9
1783973640.012,25,7.575,-0.954,-0.004,0.0,15.8
1783973640.012,25,7.562,1.952,-0.02,0.0,11.9
1783973640.113,26,0.317,-0.515,-0.084,0.0,13.7
1783973640.113,26,0.718,-0.851,-0.218,0.0,10.7
1783973640.113,26,7.143,2.098,0.488,0.0,10.4
1783973640.113,26,7.369,-1.166,-0.072,0.0,10.4
1783973640.113,26,7.574,-0.954,0.146,0.0,15.7
1783973640.113,26,7.699,-0.0,-1.015,0.0,12.5
1783973640.113,26,8.232,-2.127,0.297,0.0,9.9
1783973640.213,27,0.316,-0.515,-0.088,0.0,13.7
1783973640.213,27,0.669,-0.886,-0.232,0.0,10.8
1783973640.213,27,7.46,-0.469,-0.666,0.0,10.6
1783973640.213,27,7.025,2.111,1.581,0.0,10.6
1783973640.213,27,7.541,-1.193,0.026,0.0,16.8
1783973640.213,27,7.665,-0.241,0.907,0.0,14.1
1783973640.213,27,7.609,-0.724,1.099,0.0,14.1
1783973640.314,28,0.318,-0.515,-0.08,0.0,13.0
1783973640.314,28,0.722,-0.851,-0.203,0.0,11.8
1783973640.314,28,7.228,1.632,0.865,0.0,9.8
1783973640.314,28,7.54,-1.193,-0.15,0.0,15.2
1783973640.314,28,7.598,0.971,-1.282,0.0,12.2
1783973640.415,29,0.316,-0.515,-0.088,0.0,13.9
1783973640.415,29,7.068,2.331,0.52,0.0,10.3
1783973640.415,29,7.539,-1.193,0.177,0.0,16.3
1783973640.415,29,7.652,-0.724,0.744,0.0,14.9
1783973640.516,30,0.659,-0.886,-0.259,0.0,10.1
1783973640.516,30,7.224,1.865,-0.024,0.0,10.1
1783973640.516,30,7.541,-1.193,0.097,0.0,14.6
1783973640.516,30,7.387,-0.488,-2.488,0.0,11.4
1783973640.516,30,7.551,1.952,0.396,0.0,11.4
1783973640.516,30,8.236,-2.127,-0.141,0.0,9.8
1783973640.617,31,7.155,2.098,0.261,0.0,9.9
1783973640.617,31,7.567,-0.954,0.358,0.0,16.8
1783973640.617,31,7.557,1.952,0.275,0.0,12.1
1783973640.617,31,6.724,-0.732,-3.904,0.0,12.1
1783973640.717,32,0.664,-0.92,-0.316,0.0,9.5
1783973640.717,32,1.07,0.405,-0.28,0.0,9.5
1783973640.717,32,7.159,2.098,0.08,0.0,9.3
1783973640.717,32,7.539,-1.193,0.198,0.0,14.6
1783973640.717,32,7.702,-0.483,0.291,0.0,12.7
1783973640.717,32,8.429,0.529,-0.559,0.0,10.5
1783973640.717,32,8.11,-2.38,0.455,0.0,10.5
1783973640.819,33,0.316,-0.515,-0.088,0.0,13.2
1783973640.819,33,0.347,-0.477,-0.157,0.0,13.2
1783973640.819,33,0.713,-0.883,-0.314,0.0,10.5
1783973640.819,33,7.54,-1.193,0.143,0.0,15.4
1783973640.819,33,7.69,-0.243,-1.059,0.0,13.7
1783973640.819,33,8.425,0.529,-0.617,0.0,9.3
1783973640.819,33,8.03,-2.645,0.399,0.0,9.3
1783973640.921,34,0.314,-0.515,-0.093,0.0,13.1
1783973640.921,34,7.257,1.876,0.359,0.0,9.1
1783973640.921,34,7.468,-0.704,-0.231,0.0,9.1
1783973640.921,34,7.539,-1.193,0.189,0.0,15.5
1783973640.921,34,7.616,-0.0,-1.52,0.0,13.0
1783973640.921,34,8.398,0.263,0.55,0.0,11.1
1783973640.971,35,0.73,-0.851,-0.172,0.0,10.8
1783973640.971,35,7.12,2.098,0.75,0.0,9.2
1783973640.971,35,7.325,-0.699,-1.23,0.0,9.2
1783973640.971,35,7.563,-0.954,0.435,0.0,16.4
1783973640.971,35,7.583,-0.0,-1.677,0.0,11.8
1783973640.971,35,8.439,0.264,0.588,0.0,10.6
1783973641.125,36,0.319,-0.515,-0.075,0.0,14.0
1783973641.125,36,0.684,-0.886,-0.182,0.0,10.8
1783973641.125,36,7.523,-1.193,0.53,0.0,15.5
1783973641.125,36,8.443,0.529,0.287,0.0,9.6
1783973641.125,36,7.594,-2.645,-2.639,0.0,9.6
1783973641.227,37,0.724,-0.851,-0.199,0.0,11.4
1783973641.227,37,7.496,-0.954,1.093,0.0,15.7
1783973641.227,37,7.233,1.909,-1.529,0.0,15.7
1783973641.227,37,7.66,-0.724,-0.659,0.0,13.0
1783973641.227,37,8.459,0.264,0.145,0.0,10.7
1783973641.227,37,7.571,-2.909,-2.418,0.0,10.7
1783973641.277,38,0.316,-0.515,-0.089,0.0,13.9
1783973641.277,38,7.143,2.098,0.483,0.0,9.1
1783973641.277,38,7.468,-0.954,1.27,0.0,16.6
1783973641.277,38,7.508,1.952,-0.899,0.0,14.2
1783973641.277,38,8.457,0.264,0.231,0.0,12.0
1783973641.379,39,0.317,-0.515,-0.082,0.0,13.8
1783973641.379,39,0.724,-0.851,-0.198,0.0,11.0
1783973641.379,39,7.313,1.642,0.364,0.0,10.0
1783973641.379,39,7.482,-0.954,1.187,0.0,15.8
1783973641.379,39,7.706,-0.483,-0.133,0.0,15.7
1783973641.379,39,7.618,1.708,-0.192,0.0,13.7
1783973641.379,39,8.451,0.264,0.386,0.0,9.6
1783973641.379,39,7.035,-2.645,-3.893,0.0,9.6
1783973641.529,40,0.346,-0.477,-0.16,0.0,13.8
1783973641.529,40,0.693,-0.92,-0.246,0.0,10.4
1783973641.529,40,7.136,1.865,1.121,0.0,9.7
1783973641.529,40,7.526,-0.954,0.861,0.0,15.7
1783973641.529,40,7.704,-0.483,-0.233,0.0,13.5
1783973641.529,40,7.62,1.708,-0.01,0.0,11.8
1783973641.58,41,0.319,-0.515,-0.077,0.0,13.8
1783973641.58,41,6.999,1.865,1.786,0.0,9.1
1783973641.58,41,7.397,-0.699,-0.677,0.0,9.1
1783973641.58,41,7.542,-0.954,0.708,0.0,16.1
1783973641.58,41,7.562,1.952,0.007,0.0,11.7
1783973641.58,41,8.426,0.529,-0.606,0.0,9.7
1783973641.58,41,7.983,-2.645,-0.953,0.0,9.7
1783973641.68,42,7.532,-0.954,0.804,0.0,15.6
1783973641.68,42,7.561,1.952,0.058,0.0,11.0
1783973641.68,42,6.973,-0.488,-3.483,0.0,11.0
1783973641.68,42,8.455,0.264,0.3,0.0,10.0
1783973641.68,42,7.494,-2.909,-2.648,0.0,10.0
1783973641.832,43,0.67,-0.886,-0.229,0.0,10.6
1783973641.832,43,7.075,1.876,1.655,0.0,9.2
1783973641.832,43,7.413,-0.469,-1.068,0.0,9.2
1783973641.832,43,7.475,-0.954,1.229,0.0,16.4
1783973641.832,43,7.616,1.708,-0.253,0.0,11.5
1783973641.832,43,8.453,0.264,0.345,0.0,11.6
1783973641.832,43,7.77,-2.645,-2.066,0.0,11.6
1783973641.883,44,7.567,-0.724,1.361,0.0,12.3
1783973641.883,44,7.626,1.464,-0.833,0.0,11.8
1783973641.883,44,8.372,0.264,1.215,0.0,9.9
1783973641.883,44,7.887,-2.645,-1.559,0.0,9.9
1783973641.984,45,0.317,-0.515,-0.082,0.0,13.4
1783973641.984,45,6.992,2.098,1.538,0.0,10.9
1783973641.984,45,7.403,-0.699,-0.599,0.0,10.9
1783973641.984,45,7.476,-0.724,1.793,0.0,14.9
1783973641.984,45,7.588,1.708,-0.7,0.0,12.1
1783973641.984,45,8.133,-2.393,-0.718,0.0,9.4
1783973642.085,46,0.662,-0.886,-0.252,0.0,10.7
1783973642.085,46,6.936,1.865,2.017,0.0,11.1
1783973642.085,46,7.42,-0.699,-0.334,0.0,11.1
1783973642.085,46,7.306,-0.72,2.251,0.0,13.9
1783973642.085,46,7.338,2.16,-0.672,0.0,13.9
1783973642.085,46,7.604,1.708,-0.501,0.0,12.8
1783973642.085,46,8.379,0.789,0.254,0.0,9.5
1783973642.085,46,7.388,-2.368,-3.272,0.0,9.5
1783973642.085,46,8.237,-2.127,-0.098,0.0,11.3
1783973642.187,47,0.665,-0.886,-0.242,0.0,10.9
1783973642.187,47,7.292,1.642,0.669,0.0,9.2
1783973642.187,47,7.451,-1.193,1.165,0.0,14.2
1783973642.187,47,7.214,2.386,0.749,0.0,14.2
1783973642.187,47,7.549,1.952,-0.434,0.0,12.9
1783973642.187,47,6.666,-1.22,3.881,0.0,12.9
1783973642.187,47,8.234,-2.127,-0.249,0.0,10.2
1783973642.288,48,0.673,-0.886,-0.219,0.0,11.3
1783973642.288,48,7.212,1.876,0.881,0.0,10.0
1783973642.288,48,7.382,-0.954,1.699,0.0,14.2
1783973642.288,48,7.354,1.909,-0.752,0.0,14.2
1783973642.288,48,7.561,1.952,-0.058,0.0,13.0
1783973642.388,49,0.654,-0.886,-0.27,0.0,11.7
1783973642.388,49,7.194,1.876,1.019,0.0,9.0
1783973642.388,49,7.503,-0.954,1.046,0.0,15.4
1783973642.388,49,7.086,1.67,-2.301,0.0,15.4
1783973642.388,49,7.602,1.963,0.18,0.0,9.0
1783973642.388,49,7.805,-0.736,-0.454,0.0,9.0
1783973642.388,49,8.437,0.264,0.621,0.0,9.8
1783973642.388,49,7.799,-2.645,-1.952,0.0,9.8
1783973642.489,50,0.722,-0.851,-0.205,0.0,10.9
1783973642.489,50,7.185,1.865,0.746,0.0,9.1
1783973642.489,50,7.168,-0.699,-1.948,0.0,9.1
1783973642.489,50,7.441,-1.193,1.227,0.0,14.2
1783973642.489,50,7.29,1.909,-1.225,0.0,14.2
1783973642.489,50,7.547,1.952,-0.463,0.0,11.5
1783973642.489,50,8.433,0.529,0.501,0.0,9.4
1783973642.489,50,8.034,-2.645,-0.303,0.0,9.4
1783973642.589,51,0.679,-0.886,-0.199,0.0,11.1
1783973642.589,51,7.374,-1.193,1.581,0.0,15.0
1783973642.589,51,7.356,1.909,-0.739,0.0,15.0
1783973642.589,51,7.61,1.708,-0.402,0.0,13.8
1783973642.69,52,7.251,1.876,0.472,0.0,10.0
1783973642.69,52,7.396,-0.704,-1.054,0.0,10.0
1783973642.69,52,7.509,-0.716,1.184,0.0,15.2
1783973642.69,52,7.548,1.952,-0.458,0.0,13.3
1783973642.791,53,0.674,-0.886,-0.218,0.0,11.4
1783973642.791,53,7.448,-0.704,-0.591,0.0,10.7
1783973642.791,53,7.223,1.876,0.788,0.0,10.7
1783973642.791,53,7.491,-1.193,0.869,0.0,13.2
1783973642.791,53,7.072,2.625,1.177,0.0,13.2
1783973642.791,53,7.606,1.708,-0.467,0.0,13.7
1783973642.892,54,0.663,-0.886,-0.25,0.0,11.2
1783973642.892,54,7.523,-0.954,0.887,0.0,15.2
1783973642.892,54,7.619,1.708,-0.134,0.0,12.7
1783973642.892,54,8.447,0.529,-0.09,0.0,10.4
1783973642.892,54,8.011,-2.645,-0.687,0.0,10.4
1783973642.993,55,0.668,-0.886,-0.235,0.0,10.7
1783973642.993,55,7.168,1.865,0.891,0.0,10.0
1783973642.993,55,7.187,-0.466,-1.946,0.0,10.0
1783973642.993,55,7.516,-0.954,0.942,0.0,16.9
1783973642.993,55,7.618,1.708,0.196,0.0,11.4
1783973642.993,55,8.459,0.264,0.087,0.0,12.1
1783973642.993,55,7.843,-2.909,-1.289,0.0,12.1
1783973643.095,56,0.318,-0.515,-0.078,0.0,13.4
1783973643.095,56,0.672,-0.886,-0.224,0.0,11.0
1783973643.095,56,7.533,-0.954,0.793,0.0,17.0
1783973643.095,56,7.56,1.952,-0.143,0.0,13.9
1783973643.095,56,8.447,0.529,0.06,0.0,10.3
1783973643.095,56,7.999,-2.645,-0.81,0.0,10.3
1783973643.196,57,0.721,-0.883,-0.296,0.0,10.0
1783973643.196,57,6.982,2.331,1.214,0.0,9.8
1783973643.196,57,7.421,-0.699,-0.312,0.0,9.8
1783973643.196,57,7.409,-0.954,1.577,0.0,12.7
1783973643.196,57,7.326,2.147,-0.082,0.0,12.7
1783973643.196,57,7.62,1.708,-0.115,0.0,13.6
1783973643.196,57,8.415,0.793,0.452,0.0,10.1
1783973643.196,57,8.047,-2.38,-1.107,0.0,10.1
1783973643.297,58,0.668,-0.886,-0.236,0.0,10.6
1783973643.297,58,7.452,-0.704,-0.527,0.0,10.3
1783973643.297,58,7.133,2.111,0.988,0.0,10.3
1783973643.297,58,7.442,-0.954,1.416,0.0,15.6
1783973643.297,58,7.253,2.386,-0.019,0.0,15.6
1783973643.297,58,7.56,1.952,-0.175,0.0,14.7
1783973643.297,58,6.842,-0.976,3.637,0.0,14.7
1783973643.399,59,0.319,-0.515,-0.077,0.0,12.6
1783973643.399,59,0.666,-0.886,-0.24,0.0,10.9
1783973643.399,59,7.171,2.111,0.654,0.0,9.0
1783973643.399,59,7.389,-0.704,-1.105,0.0,9.0
1783973643.399,59,7.465,-0.954,1.289,0.0,15.1
1783973643.399,59,7.267,1.909,-1.357,0.0,15.1
1783973643.399,59,7.626,1.456,0.172,0.0,15.0
1783973643.5,60,7.124,2.111,1.055,0.0,10.6
1783973643.5,60,7.445,-0.938,0.034,0.0,10.6
1783973643.5,60,7.468,-1.193,1.046,0.0,14.8
1783973643.5,60,7.37,1.909,-0.579,0.0,14.8
1783973643.5,60,7.496,-0.732,-2.063,0.0,10.8
1783973643.5,60,7.547,1.952,0.47,0.0,10.8
1783973643.6,61,0.669,-0.886,-0.231,0.0,11.5
1783973643.6,61,7.322,1.642,-0.041,0.0,9.6
1783973643.6,61,7.514,-0.954,0.959,0.0,15.7
1783973643.6,61,7.347,1.909,-0.817,0.0,15.7
1783973643.6,61,7.578,1.699,-0.014,0.0,14.5
1783973643.6,61,8.435,0.529,0.451,0.0,10.1
1783973643.6,61,7.918,-2.645,-1.397,0.0,10.1
1783973643.7,62,0.669,-0.886,-0.231,0.0,11.2
1783973643.7,62,7.495,-1.193,0.837,0.0,14.0
1783973643.7,62,7.387,1.67,-0.971,0.0,14.0
1783973643.7,62,7.675,0.971,-0.684,0.0,14.2
1783973643.801,63,0.685,-0.886,-0.179,0.0,10.8
1783973643.801,63,7.255,1.876,-0.394,0.0,9.1
1783973643.801,63,7.526,-0.954,0.858,0.0,13.8
1783973643.801,63,7.324,1.909,-1.005,0.0,13.8
1783973643.801,63,7.504,1.952,0.93,0.0,13.4
1783973643.901,64,0.73,-0.851,-0.172,0.0,10.8
1783973643.901,64,7.503,-1.193,0.758,0.0,14.0
1783973643.901,64,7.374,1.909,-0.517,0.0,14.0
1783973643.901,64,7.608,1.456,-0.557,0.0,13.9
1783973643.901,64,7.692,0.971,-0.453,0.0,13.9
1783973644.003,65,0.667,-0.886,-0.239,0.0,11.5
1783973644.003,65,7.533,-0.954,0.797,0.0,15.1
1783973644.003,65,7.382,1.909,-0.396,0.0,15.1
1783973644.003,65,7.651,0.728,-1.113,0.0,11.9
1783973644.003,65,8.439,0.529,0.376,0.0,10.5
1783973644.003,65,7.846,-2.645,-1.756,0.0,10.5
1783973644.103,66,0.659,-0.886,-0.259,0.0,10.5
1783973644.103,66,7.266,1.876,0.0,0.0,10.4
1783973644.103,66,7.574,-0.954,-0.122,0.0,15.9
1783973644.103,66,7.295,1.67,1.514,0.0,15.9
1783973644.103,66,7.633,0.488,-1.576,0.0,9.2
1783973644.103,66,7.669,-0.0,-1.475,0.0,9.2
1783973644.204,67,0.32,-0.515,-0.072,0.0,13.2
1783973644.204,67,0.672,-0.886,-0.224,0.0,11.6
1783973644.204,67,7.266,1.876,0.012,0.0,9.5
1783973644.204,67,7.562,-0.954,-0.449,0.0,14.7
1783973644.204,67,7.228,1.67,1.807,0.0,14.7
1783973644.204,67,7.761,-0.243,0.121,0.0,13.5
1783973644.305,68,0.663,-0.886,-0.25,0.0,10.8
1783973644.305,68,7.238,1.876,0.636,0.0,11.1
1783973644.305,68,7.564,-0.954,-0.418,0.0,14.2
1783973644.305,68,7.058,1.67,2.386,0.0,14.2
1783973644.305,68,7.616,-0.971,1.167,0.0,13.2
1783973644.305,68,7.2,1.213,-2.644,0.0,13.2
1783973644.305,68,8.301,-1.861,-0.076,0.0,9.5
1783973644.407,69,0.673,-0.886,-0.219,0.0,11.3
1783973644.407,69,7.189,2.111,0.426,0.0,10.5
1783973644.407,69,7.575,-0.954,0.072,0.0,14.7
1783973644.407,69,7.216,1.909,1.607,0.0,14.7
1783973644.407,69,7.557,1.708,-0.981,0.0,11.1
1783973644.407,69,8.302,-1.861,-0.021,0.0,9.5
1783973644.508,70,0.663,-0.886,-0.25,0.0,11.4
1783973644.508,70,7.57,-0.954,-0.271,0.0,15.7
1783973644.508,70,7.093,1.909,2.081,0.0,15.7
1783973644.508,70,7.609,-0.971,1.21,0.0,13.8
1783973644.508,70,6.847,1.456,-3.363,0.0,13.8
1783973644.609,71,0.32,-0.515,-0.072,0.0,13.5
1783973644.609,71,7.196,2.111,-0.262,0.0,9.9
1783973644.609,71,7.242,-1.407,1.373,0.0,9.9
1783973644.609,71,7.532,-0.949,-0.042,0.0,13.8
1783973644.609,71,7.347,-0.965,2.173,0.0,11.6
1783973644.609,71,7.249,2.172,-1.539,0.0,11.6
1783973644.711,72,0.671,-0.886,-0.227,0.0,10.6
1783973644.711,72,7.166,2.111,-0.707,0.0,10.6
1783973644.711,72,7.242,-1.173,1.576,0.0,10.6
1783973644.711,72,7.538,-0.954,-0.746,0.0,15.2
1783973644.711,72,7.029,1.67,2.47,0.0,15.2
1783973644.711,72,7.225,1.456,-2.446,0.0,13.5
1783973644.711,72,7.284,-1.213,2.405,0.0,13.5
1783973644.811,73,0.319,-0.515,-0.075,0.0,13.8
1783973644.811,73,0.661,-0.886,-0.254,0.0,11.1
1783973644.811,73,7.533,-0.954,-0.798,0.0,14.5
1783973644.811,73,7.174,1.909,1.783,0.0,14.5
1783973644.811,73,7.429,-0.965,1.876,0.0,14.5
1783973644.811,73,7.346,1.931,-1.394,0.0,14.5
1783973644.912,74,0.68,-0.886,-0.196,0.0,11.2
1783973644.912,74,7.353,-0.938,1.167,0.0,12.0
1783973644.912,74,7.251,1.876,-0.472,0.0,12.0
1783973644.912,74,7.573,-0.954,0.195,0.0,16.9
1783973644.912,74,6.719,1.909,3.084,0.0,16.9
1783973644.912,74,7.433,1.456,-1.713,0.0,13.0
1783973644.912,74,6.99,-1.213,3.158,0.0,13.0
1783973644.912,74,8.464,-0.0,-0.002,0.0,9.2
1783973644.912,74,7.877,-2.909,-1.061,0.0,9.2
1783973645.013,75,0.719,-0.851,-0.213,0.0,11.2
1783973645.013,75,7.21,-0.938,1.856,0.0,11.1
1783973645.013,75,7.239,1.876,-0.628,0.0,11.1
1783973645.013,75,7.568,-0.954,0.321,0.0,13.5
1783973645.013,75,6.894,2.386,2.252,0.0,13.5
1783973645.013,75,7.497,1.456,-1.408,0.0,12.5
1783973645.113,76,0.648,-0.886,-0.285,0.0,11.3
1783973645.113,76,7.348,-0.704,1.353,0.0,11.9
1783973645.113,76,7.093,2.111,-1.245,0.0,11.9
1783973645.113,76,7.56,-0.954,0.477,0.0,16.1
1783973645.113,76,7.529,1.708,-1.174,0.0,11.1
1783973645.113,76,8.453,0.264,-0.348,0.0,9.7
1783973645.113,76,7.728,-2.909,-1.859,0.0,9.7
1783973645.214,77,0.674,-0.886,-0.217,0.0,11.2
1783973645.214,77,7.328,-0.938,1.314,0.0,12.2
1783973645.214,77,7.162,2.111,-0.749,0.0,12.2
1783973645.214,77,7.597,-0.724,1.18,0.0,13.1
1783973645.214,77,7.401,1.931,-1.064,0.0,13.1
1783973645.214,77,8.459,0.264,0.113,0.0,9.0
1783973645.214,77,7.714,-2.645,-2.266,0.0,9.0
1783973645.316,78,0.666,-0.886,-0.24,0.0,11.5
1783973645.316,78,7.561,-0.954,0.456,0.0,14.7
1783973645.316,78,6.973,2.147,2.249,0.0,14.7
1783973645.316,78,7.368,-1.213,2.133,0.0,11.8
