t,label,material,refl_db,range_m,doppler_mps,extent_m,n_points,x,y,z
1783973642.282,unknown,metal,47.1,8.42,0.0,1.9,4,7.94,-2.48,-1.31
1783973642.282,static,metal,47.2,7.63,0.0,2.44,8,7.41,1.84,0.12
1783973642.282,static,metal,47.0,8.43,0.0,1.1,4,8.4,0.42,0.57
1783973642.349,static,fabric,12.8,0.98,0.0,0.58,5,0.56,-0.77,-0.19
1783973642.349,static,metal,49.1,7.64,0.0,2.47,10,7.49,-0.79,1.31
1783973642.349,unknown,metal,47.1,8.43,0.0,1.87,4,8.0,-2.42,-1.08
1783973642.349,static,metal,47.4,7.62,0.0,2.5,9,7.39,1.86,0.14
1783973642.349,static,metal,47.0,8.43,0.0,1.1,3,8.4,0.46,0.63
1783973642.426,static,fabric,12.8,0.99,0.0,0.58,5,0.57,-0.79,-0.2
1783973642.426,unknown,metal,49.3,7.64,0.0,2.38,9,7.46,-0.83,1.41
1783973642.426,unknown,metal,47.1,8.45,0.0,1.76,4,8.07,-2.35,-0.83
1783973642.426,static,metal,47.4,7.61,0.0,2.53,9,7.37,1.88,0.19
1783973642.426,static,metal,47.0,8.43,0.0,1.01,3,8.4,0.48,0.56
1783973642.426,static,metal,45.8,7.51,0.0,0.53,3,7.46,-0.67,-0.55
1783973642.491,static,fabric,12.8,1.04,0.0,0.55,5,0.61,-0.82,-0.21
1783973642.491,unknown,metal,49.3,7.64,0.0,2.3,9,7.45,-0.89,1.43
1783973642.491,unknown,metal,47.1,8.46,0.0,1.64,4,8.11,-2.33,-0.61
1783973642.491,static,metal,47.4,7.6,0.0,2.66,9,7.36,1.89,0.12
1783973642.491,static,metal,47.0,8.44,0.0,0.95,3,8.41,0.5,0.53
1783973642.491,static,metal,45.8,7.56,0.0,0.47,3,7.51,-0.69,-0.49
1783973642.552,static,fabric,12.9,1.08,0.0,0.52,5,0.64,-0.84,-0.22
1783973642.552,unknown,metal,49.3,7.64,0.0,2.23,9,7.44,-0.93,1.45
1783973642.552,unknown,metal,47.1,8.47,0.0,1.55,4,8.13,-2.32,-0.48
1783973642.552,static,metal,47.4,7.59,0.0,2.78,10,7.35,1.9,0.08
1783973642.552,static,metal,46.9,8.44,0.0,0.91,3,8.41,0.51,0.5
1783973642.552,static,metal,45.8,7.59,0.0,0.44,2,7.54,-0.7,-0.46
1783973642.616,static,fabric,12.9,1.1,0.0,0.49,5,0.65,-0.85,-0.23
1783973642.616,unknown,metal,49.5,7.63,0.0,2.14,8,7.44,-0.99,1.41
1783973642.616,unknown,metal,47.1,8.47,0.0,1.45,4,8.13,-2.35,-0.41
1783973642.616,static,metal,47.4,7.59,0.0,2.82,10,7.35,1.9,-0.0
1783973642.616,static,metal,46.9,8.45,0.0,0.84,3,8.42,0.47,0.52
1783973642.616,static,metal,45.8,7.59,0.0,0.44,2,7.54,-0.7,-0.46
1783973642.68,static,fabric,12.9,1.11,0.0,0.47,5,0.66,-0.86,-0.23
1783973642.68,unknown,metal,49.5,7.63,0.0,2.05,8,7.43,-1.03,1.39
1783973642.68,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973642.68,static,metal,47.4,7.6,0.0,2.86,10,7.35,1.9,-0.05
1783973642.68,static,metal,46.9,8.45,0.0,0.78,3,8.42,0.45,0.54
1783973642.68,static,metal,45.8,7.59,0.0,0.44,2,7.54,-0.7,-0.46
1783973642.745,static,fabric,13.0,1.12,0.0,0.44,5,0.67,-0.87,-0.22
1783973642.745,unknown,metal,49.5,7.63,0.0,1.98,8,7.44,-1.02,1.37
1783973642.745,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973642.745,static,metal,47.4,7.6,0.0,2.88,10,7.36,1.89,-0.12
1783973642.745,static,metal,46.9,8.45,0.0,0.73,3,8.43,0.43,0.54
1783973642.745,static,metal,45.8,7.58,0.0,0.6,3,7.52,-0.7,-0.7
1783973642.806,static,fabric,13.1,1.12,0.0,0.43,5,0.67,-0.87,-0.22
1783973642.806,unknown,metal,49.5,7.63,0.0,1.92,8,7.44,-1.03,1.31
1783973642.806,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973642.806,static,metal,47.4,7.6,0.0,2.92,11,7.36,1.9,-0.12
1783973642.806,static,metal,46.9,8.46,0.0,0.69,3,8.43,0.42,0.55
1783973642.806,static,metal,45.7,7.57,0.0,0.73,3,7.49,-0.71,-0.81
1783973642.889,static,fabric,13.1,1.13,0.0,0.41,5,0.68,-0.87,-0.22
1783973642.889,unknown,metal,49.5,7.63,0.0,1.87,8,7.45,-1.04,1.28
1783973642.889,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973642.889,static,metal,47.5,7.61,0.0,2.91,11,7.36,1.91,-0.1
1783973642.889,static,metal,46.9,8.46,0.0,0.69,3,8.43,0.42,0.55
1783973642.889,static,metal,45.0,7.53,0.0,0.8,3,7.44,-0.7,-0.95
1783973642.952,static,fabric,13.1,1.13,0.0,0.39,5,0.68,-0.87,-0.22
1783973642.952,static,metal,49.5,7.63,0.0,1.82,8,7.45,-1.05,1.23
1783973642.952,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973642.952,static,metal,47.5,7.62,0.0,2.89,11,7.37,1.92,-0.09
1783973642.952,static,metal,46.9,8.45,0.0,0.67,3,8.43,0.46,0.43
1783973642.952,static,metal,45.0,7.51,0.0,0.85,3,7.4,-0.7,-1.03
1783973643.015,static,fabric,13.1,1.13,0.0,0.38,5,0.68,-0.88,-0.22
1783973643.015,static,metal,49.5,7.63,0.0,1.78,8,7.46,-1.03,1.18
1783973643.015,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.015,static,metal,47.5,7.63,0.0,2.86,11,7.38,1.91,-0.01
1783973643.015,static,metal,46.9,8.45,0.0,0.65,3,8.44,0.44,0.28
1783973643.015,static,metal,45.0,7.49,0.0,0.9,3,7.38,-0.67,-1.09
1783973643.083,static,fabric,13.1,1.13,0.0,0.36,5,0.67,-0.88,-0.23
1783973643.083,static,metal,49.5,7.63,0.0,1.74,7,7.47,-1.02,1.15
1783973643.083,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.083,static,metal,47.5,7.63,0.0,2.83,11,7.39,1.9,0.04
1783973643.083,static,metal,46.9,8.45,0.0,0.62,3,8.44,0.42,0.18
1783973643.083,static,metal,45.0,7.48,0.0,0.94,3,7.37,-0.65,-1.13
1783973643.148,static,fabric,13.1,1.1,0.0,0.37,5,0.65,-0.86,-0.22
1783973643.148,static,metal,49.5,7.63,0.0,1.69,7,7.48,-1.0,1.08
1783973643.148,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.148,static,metal,47.5,7.64,0.0,2.79,10,7.4,1.91,0.12
1783973643.148,static,metal,46.9,8.46,0.0,0.6,3,8.44,0.43,0.13
1783973643.148,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.148,static,metal,47.5,8.46,0.0,0.6,2,7.96,-2.72,-0.83
1783973643.212,static,fabric,13.1,1.08,0.0,0.38,5,0.64,-0.84,-0.22
1783973643.212,static,metal,49.5,7.6,0.0,1.71,7,7.48,-0.97,0.91
1783973643.212,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.212,static,metal,47.5,7.64,0.0,2.76,10,7.39,1.93,0.19
1783973643.212,static,metal,47.0,8.46,0.0,0.61,3,8.44,0.47,0.13
1783973643.212,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.212,static,metal,47.5,8.45,0.0,0.63,3,7.96,-2.69,-0.88
1783973643.29,static,fabric,13.1,1.07,0.0,0.39,5,0.63,-0.84,-0.22
1783973643.29,static,metal,49.5,7.58,0.0,1.72,7,7.48,-0.95,0.8
1783973643.29,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.29,static,metal,47.5,7.64,0.0,2.73,10,7.39,1.94,0.24
1783973643.29,static,metal,47.0,8.46,0.0,0.62,3,8.44,0.49,0.13
1783973643.29,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.29,static,metal,47.5,8.45,0.0,0.66,3,7.97,-2.68,-0.91
1783973643.356,static,fabric,13.1,1.06,0.0,0.39,5,0.63,-0.83,-0.22
1783973643.356,static,metal,49.5,7.57,0.0,1.73,7,7.48,-0.93,0.76
1783973643.356,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.356,static,metal,47.5,7.64,0.0,2.68,10,7.39,1.96,0.25
1783973643.356,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.356,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.356,static,metal,47.5,8.45,0.0,0.68,3,7.97,-2.66,-0.93
1783973643.419,static,fabric,13.1,1.04,0.0,0.4,5,0.61,-0.81,-0.21
1783973643.419,static,metal,49.5,7.53,0.0,1.79,7,7.46,-0.89,0.58
1783973643.419,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.419,static,metal,47.8,7.69,0.0,2.67,11,7.46,1.86,0.27
1783973643.419,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.419,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.419,static,metal,47.5,8.45,0.0,0.69,3,7.97,-2.66,-0.98
1783973643.481,static,fabric,13.1,1.02,0.0,0.41,5,0.6,-0.8,-0.21
1783973643.481,static,metal,49.5,7.51,0.0,1.85,7,7.44,-0.87,0.46
1783973643.481,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.481,static,metal,48.0,7.72,0.0,2.65,11,7.51,1.79,0.28
1783973643.481,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.481,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.481,static,metal,47.5,8.45,0.0,0.69,3,7.96,-2.65,-1.01
1783973643.544,static,fabric,13.1,1.0,0.0,0.41,5,0.59,-0.79,-0.2
1783973643.544,static,metal,49.5,7.51,0.0,1.9,7,7.45,-0.87,0.37
1783973643.544,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.544,static,metal,48.4,7.72,0.0,2.68,11,7.5,1.8,0.24
1783973643.544,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.544,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.544,static,metal,47.5,8.45,0.0,0.66,3,7.98,-2.6,-0.99
1783973643.611,static,fabric,13.1,1.01,0.0,0.42,5,0.59,-0.79,-0.21
1783973643.611,static,metal,49.5,7.51,0.0,1.96,8,7.45,-0.87,0.32
1783973643.611,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.611,static,metal,48.4,7.71,0.0,2.7,11,7.49,1.8,0.2
1783973643.611,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.611,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.611,static,metal,47.4,8.45,0.0,0.64,3,7.98,-2.57,-1.08
1783973643.67,static,fabric,13.1,1.02,0.0,0.42,5,0.6,-0.8,-0.21
1783973643.67,static,metal,49.5,7.51,0.0,2.0,8,7.45,-0.88,0.29
1783973643.67,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.67,static,metal,48.4,7.7,0.0,2.72,11,7.49,1.8,0.18
1783973643.67,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.67,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.67,static,metal,47.4,8.46,0.0,0.62,3,7.98,-2.55,-1.14
1783973643.753,static,fabric,13.1,1.02,0.0,0.43,5,0.6,-0.8,-0.21
1783973643.753,static,metal,49.5,7.51,0.0,2.05,8,7.45,-0.89,0.26
1783973643.753,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.753,static,metal,48.5,7.67,0.0,2.72,11,7.45,1.81,0.08
1783973643.753,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.753,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.753,static,metal,47.4,8.46,0.0,0.62,3,7.98,-2.55,-1.14
1783973643.817,static,fabric,13.1,1.02,0.0,0.43,5,0.6,-0.81,-0.2
1783973643.817,static,metal,49.5,7.52,0.0,2.08,8,7.46,-0.91,0.25
1783973643.817,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.817,static,metal,48.5,7.65,0.0,2.72,11,7.43,1.81,-0.01
1783973643.817,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.817,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.817,static,metal,47.4,8.46,0.0,0.62,3,7.98,-2.55,-1.14
1783973643.882,static,fabric,13.1,1.03,0.0,0.43,5,0.6,-0.81,-0.2
1783973643.882,static,metal,49.5,7.52,0.0,2.12,8,7.46,-0.93,0.24
1783973643.882,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.882,static,metal,48.5,7.63,0.0,2.72,11,7.42,1.8,-0.07
1783973643.882,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.882,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.882,static,metal,47.4,8.46,0.0,0.62,3,7.98,-2.55,-1.14
1783973643.947,static,fabric,13.1,1.06,0.0,0.42,5,0.63,-0.83,-0.2
1783973643.947,static,metal,49.5,7.55,0.0,2.09,8,7.47,-0.98,0.42
1783973643.947,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973643.947,static,metal,48.5,7.63,0.0,2.71,12,7.42,1.77,-0.14
1783973643.947,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973643.947,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973643.947,static,metal,47.4,8.46,0.0,0.62,3,7.98,-2.55,-1.14
1783973644.006,static,fabric,13.1,1.09,0.0,0.41,5,0.65,-0.85,-0.2
1783973644.006,static,metal,49.5,7.57,0.0,2.04,8,7.49,-1.0,0.57
1783973644.006,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973644.006,static,metal,48.7,7.64,0.0,2.7,12,7.44,1.7,-0.25
1783973644.006,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.006,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.006,static,metal,47.4,8.45,0.0,0.6,3,7.95,-2.58,-1.3
1783973644.071,static,fabric,13.1,1.1,0.0,0.41,5,0.66,-0.86,-0.21
1783973644.071,static,metal,49.5,7.59,0.0,1.99,8,7.49,-1.02,0.66
1783973644.071,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973644.071,static,metal,49.0,7.64,0.0,2.69,12,7.45,1.66,-0.32
1783973644.071,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.071,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.071,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.136,static,fabric,13.1,1.11,0.0,0.4,5,0.67,-0.87,-0.21
1783973644.136,static,metal,49.5,7.6,0.0,1.97,7,7.51,-1.03,0.65
1783973644.136,unknown,metal,47.1,8.47,0.0,1.38,4,8.13,-2.36,-0.36
1783973644.136,static,metal,49.0,7.63,0.0,2.71,12,7.46,1.56,-0.38
1783973644.136,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.136,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.136,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.217,static,fabric,13.1,1.09,0.0,0.4,5,0.65,-0.85,-0.2
1783973644.217,static,metal,49.5,7.65,0.0,1.97,7,7.57,-0.9,0.54
1783973644.217,static,metal,49.1,7.61,0.0,2.74,12,7.45,1.52,-0.33
1783973644.217,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.217,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.217,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.28,static,fabric,13.1,1.07,0.0,0.41,5,0.64,-0.84,-0.2
1783973644.28,static,metal,49.5,7.68,0.0,1.97,7,7.62,-0.82,0.47
1783973644.28,static,metal,49.1,7.6,0.0,2.77,12,7.45,1.5,-0.29
1783973644.28,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.28,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.28,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.346,static,fabric,13.1,1.06,0.0,0.41,5,0.63,-0.83,-0.2
1783973644.346,static,metal,49.5,7.72,0.0,1.98,7,7.67,-0.83,0.39
1783973644.346,static,metal,49.1,7.58,0.0,2.81,12,7.44,1.46,-0.18
1783973644.346,static,metal,47.0,8.46,0.0,0.63,3,8.44,0.5,0.13
1783973644.346,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.346,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.408,static,fabric,13.0,1.05,0.0,0.41,5,0.62,-0.82,-0.2
1783973644.408,static,metal,49.5,7.76,0.0,1.99,7,7.71,-0.82,0.31
1783973644.408,static,metal,49.1,7.54,0.0,2.81,12,7.37,1.58,0.18
1783973644.408,static,metal,47.0,8.19,0.0,0.64,3,8.16,0.47,-0.4
1783973644.408,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.408,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.472,static,fabric,13.0,1.05,0.0,0.42,5,0.62,-0.82,-0.21
1783973644.472,static,metal,49.5,7.8,0.0,2.0,8,7.75,-0.85,0.25
1783973644.472,static,metal,49.1,7.53,0.0,2.84,12,7.37,1.55,0.19
1783973644.472,static,metal,47.0,8.19,0.0,0.64,3,8.16,0.47,-0.4
1783973644.472,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.472,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.533,static,fabric,13.0,1.05,0.0,0.42,5,0.61,-0.82,-0.21
1783973644.533,static,metal,49.5,7.8,0.0,2.01,8,7.75,-0.93,0.21
1783973644.533,static,metal,49.1,7.52,0.0,2.86,12,7.32,1.65,0.46
1783973644.533,unknown,metal,47.0,8.03,0.0,0.63,3,7.98,0.39,-0.8
1783973644.533,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.533,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.599,static,fabric,13.0,1.05,0.0,0.42,5,0.61,-0.82,-0.21
1783973644.599,static,metal,49.5,7.81,0.0,2.02,8,7.74,-0.98,0.18
1783973644.599,static,metal,49.1,7.52,0.0,2.87,12,7.29,1.71,0.63
1783973644.599,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.599,static,metal,45.0,7.48,0.0,0.97,3,7.36,-0.64,-1.15
1783973644.599,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.682,static,fabric,13.0,1.01,0.0,0.43,5,0.59,-0.8,-0.2
1783973644.682,static,metal,49.5,7.79,0.0,2.04,8,7.72,-1.02,0.25
1783973644.682,static,metal,49.1,7.51,0.0,2.89,12,7.27,1.78,0.63
1783973644.682,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.682,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.742,static,fabric,13.0,1.02,0.0,0.43,5,0.59,-0.8,-0.2
1783973644.742,static,metal,49.5,7.76,0.0,2.07,8,7.67,-1.07,0.39
1783973644.742,static,metal,49.1,7.46,0.0,2.95,12,7.24,1.79,0.34
1783973644.742,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.742,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.809,static,fabric,13.0,1.01,0.0,0.43,5,0.59,-0.8,-0.2
1783973644.809,static,metal,49.4,7.72,0.0,2.1,8,7.62,-1.1,0.52
1783973644.809,static,metal,49.1,7.44,0.0,3.0,12,7.22,1.81,0.13
1783973644.809,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.809,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.873,static,fabric,13.0,0.99,0.0,0.43,5,0.58,-0.79,-0.19
1783973644.873,static,metal,49.3,7.69,0.0,2.12,8,7.58,-1.1,0.6
1783973644.873,static,metal,49.1,7.44,0.0,3.06,12,7.21,1.83,0.02
1783973644.873,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.873,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.938,static,fabric,13.0,0.98,0.0,0.43,5,0.57,-0.78,-0.19
1783973644.938,static,metal,49.3,7.63,0.0,2.16,8,7.52,-1.08,0.74
1783973644.938,static,metal,49.1,7.45,0.0,3.06,12,7.21,1.83,-0.51
1783973644.938,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.938,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973644.999,static,fabric,13.1,0.97,0.0,0.44,5,0.56,-0.77,-0.18
1783973644.999,static,metal,49.3,7.6,0.0,2.19,8,7.48,-1.07,0.84
1783973644.999,static,metal,49.1,7.48,0.0,3.06,11,7.21,1.83,-0.85
1783973644.999,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973644.999,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.086,static,fabric,13.1,0.97,0.0,0.44,5,0.56,-0.77,-0.18
1783973645.086,static,metal,49.1,7.57,0.0,2.22,8,7.44,-1.06,0.94
1783973645.086,static,metal,49.1,7.53,0.0,3.05,11,7.24,1.83,-0.96
1783973645.086,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973645.086,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.144,static,fabric,13.1,1.0,0.0,0.44,5,0.58,-0.79,-0.19
1783973645.144,static,metal,49.1,7.56,0.0,2.25,8,7.42,-1.04,0.98
1783973645.144,static,metal,49.1,7.56,0.0,3.03,11,7.26,1.81,-1.06
1783973645.144,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973645.144,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.144,static,metal,50.5,7.61,0.0,1.46,4,6.97,1.92,2.38
1783973645.211,static,fabric,13.1,1.01,0.0,0.44,5,0.59,-0.8,-0.2
1783973645.211,static,metal,49.1,7.55,0.0,2.28,8,7.41,-1.02,1.01
1783973645.211,static,metal,49.1,7.58,0.0,3.02,11,7.28,1.8,-1.12
1783973645.211,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973645.211,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.211,static,metal,47.2,8.46,0.0,0.25,2,8.45,0.3,0.08
1783973645.211,static,metal,50.5,7.61,0.0,1.48,4,6.96,1.94,2.39
1783973645.275,static,fabric,13.1,1.03,0.0,0.45,5,0.6,-0.81,-0.2
1783973645.275,static,metal,49.1,7.55,0.0,2.29,8,7.42,-0.98,0.97
1783973645.275,static,metal,49.1,7.6,0.0,2.99,11,7.3,1.81,-1.11
1783973645.275,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973645.275,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.275,static,metal,46.8,8.46,0.0,0.31,2,8.45,0.26,0.02
1783973645.275,static,metal,50.5,7.61,0.0,1.47,4,6.95,1.98,2.38
1783973645.343,static,fabric,13.1,1.06,0.0,0.44,5,0.63,-0.83,-0.21
1783973645.343,static,metal,49.1,7.56,0.0,2.3,8,7.42,-0.97,1.07
1783973645.343,static,metal,48.6,7.61,0.0,2.98,11,7.3,1.81,-1.16
1783973645.343,unknown,metal,47.0,7.94,0.0,0.62,3,7.87,0.34,-1.05
1783973645.343,static,metal,47.4,8.45,0.0,0.57,3,7.92,-2.6,-1.39
1783973645.343,static,metal,46.8,8.46,0.0,0.37,2,8.46,0.24,0.02
1783973645.343,static,metal,50.5,7.61,0.0,1.4,4,6.92,2.04,2.43
