t,frame,x,y,z,doppler,snr_db
1783971076.413,41,1.294,1.23,0.118,0.0,14.5
1783971076.413,41,1.718,-1.963,0.212,0.0,15.3
1783971076.514,42,1.238,1.286,0.121,0.0,14.3
1783971076.514,42,1.721,-1.963,0.192,0.0,15.3
1783971076.615,43,1.238,1.286,0.122,0.0,14.3
1783971076.615,43,1.808,-1.881,0.207,0.0,15.1
1783971076.716,44,1.238,1.286,0.121,0.0,14.3
1783971076.716,44,1.808,-1.881,0.209,0.0,15.1
1783971076.816,45,1.294,1.23,0.119,0.0,14.3
1783971076.816,45,1.721,-1.963,0.186,0.0,15.3
1783971076.918,46,1.293,1.23,0.12,0.0,14.4
1783971076.918,46,1.721,-1.963,0.193,0.0,15.6
1783971077.019,47,1.294,1.23,0.118,0.0,14.4
1783971077.019,47,1.721,-1.963,0.186,0.0,15.3
1783971077.119,48,1.294,1.23,0.118,0.0,14.3
1783971077.119,48,1.722,-1.963,0.181,0.0,15.2
1783971077.221,49,1.238,1.286,0.122,0.0,14.2
1783971077.221,49,1.721,-1.963,0.187,0.0,15.3
1783971077.324,50,1.293,1.23,0.121,0.0,14.1
1783971077.324,50,1.809,-1.881,0.201,0.0,15.3
1783971077.425,51,1.237,1.286,0.125,0.0,14.1
1783971077.425,51,1.809,-1.881,0.204,0.0,15.4
1783971077.526,52,1.237,1.286,0.126,0.0,14.3
1783971077.526,52,1.808,-1.881,0.207,0.0,15.2
1783971077.627,53,1.293,1.23,0.122,0.0,14.2
1783971077.627,53,1.721,-1.963,0.194,0.0,15.2
1783971077.728,54,1.293,1.23,0.121,0.0,14.3
1783971077.728,54,1.722,-1.963,0.183,0.0,15.3
1783971077.829,55,1.293,1.23,0.122,0.0,14.3
1783971077.829,55,1.721,-1.963,0.187,0.0,15.3
1783971077.931,56,1.293,1.23,0.121,0.0,14.2
1783971077.931,56,1.721,-1.963,0.186,0.0,15.3
1783971078.032,57,1.293,1.23,0.121,0.0,14.1
1783971078.032,57,1.721,-1.963,0.189,0.0,15.7
1783971078.133,58,1.293,1.23,0.121,0.0,14.2
1783971078.133,58,1.721,-1.963,0.191,0.0,15.3
1783971078.234,59,1.293,1.23,0.121,0.0,14.3
1783971078.234,59,1.722,-1.963,0.181,0.0,15.3
1783971078.336,60,1.294,1.23,0.119,0.0,14.4
1783971078.336,60,1.721,-1.963,0.187,0.0,15.3
1783971078.437,61,1.293,1.23,0.123,0.0,14.4
1783971078.437,61,1.721,-1.963,0.187,0.0,15.3
1783971078.487,62,1.293,1.23,0.12,0.0,14.4
1783971078.487,62,1.721,-1.963,0.192,0.0,15.3
1783971078.64,63,1.293,1.23,0.12,0.0,14.3
1783971078.64,63,1.719,-1.963,0.206,0.0,15.2
1783971078.74,64,1.294,1.23,0.119,0.0,14.3
1783971078.74,64,1.718,-1.963,0.218,0.0,15.3
1783971078.74,64,5.776,-2.825,0.592,0.0,11.3
1783971078.791,65,1.238,1.286,0.12,0.0,14.2
1783971078.791,65,1.717,-1.963,0.225,0.0,15.2
1783971078.892,66,1.238,1.286,0.121,0.0,14.3
1783971078.892,66,1.717,-1.963,0.225,0.0,15.3
1783971079.043,67,1.293,1.23,0.12,0.0,14.3
1783971079.043,67,1.716,-1.963,0.235,0.0,15.2
1783971079.093,68,1.238,1.286,0.117,0.0,14.3
1783971079.093,68,1.715,-1.963,0.24,0.0,15.3
1783971079.195,69,1.237,1.286,0.125,0.0,14.2
1783971079.195,69,1.801,-1.881,0.263,0.0,15.1
1783971079.296,70,1.237,1.286,0.131,0.0,13.9
1783971079.296,70,1.717,-1.963,0.222,0.0,15.1
1783971079.397,71,1.237,1.286,0.132,0.0,14.2
1783971079.397,71,1.718,-1.963,0.218,0.0,14.9
1783971079.501,72,1.236,1.286,0.135,0.0,14.1
1783971079.501,72,1.722,-1.963,0.179,0.0,15.9
1783971079.602,73,1.237,1.286,0.132,0.0,14.0
1783971079.602,73,1.719,-1.963,0.206,0.0,15.3
1783971079.602,73,0.136,-0.221,-0.036,-0.243,16.8
1783971079.704,74,1.236,1.286,0.136,0.0,14.1
1783971079.704,74,1.81,-1.881,0.188,0.0,16.1
1783971079.805,75,1.237,1.286,0.133,0.0,14.0
1783971079.805,75,1.811,-1.881,0.182,0.0,15.1
1783971079.805,75,0.162,-0.205,0.02,-0.325,12.7
1783971079.906,76,1.237,1.286,0.132,0.0,14.1
1783971079.906,76,1.723,-1.963,0.175,0.0,13.3
1783971080.009,77,1.236,1.286,0.135,0.0,14.0
1783971080.009,77,1.715,-1.963,0.235,0.0,14.5
1783971080.11,78,1.237,1.286,0.129,0.0,13.9
1783971080.11,78,1.716,-1.963,0.233,0.0,14.7
1783971080.212,79,1.293,1.23,0.128,0.0,13.9
1783971080.212,79,1.712,-1.963,0.259,0.0,14.3
1783971080.313,80,1.293,1.23,0.126,0.0,14.1
1783971080.313,80,1.71,-1.963,0.269,0.0,14.1
1783971080.414,81,1.293,1.23,0.121,0.0,13.9
1783971080.414,81,1.775,-1.881,0.4,0.0,12.6
1783971080.414,81,3.116,2.306,0.227,-0.162,11.9
1783971080.515,82,1.237,1.286,0.132,0.0,14.2
1783971080.515,82,1.795,-1.881,0.301,0.0,14.2
1783971080.515,82,3.065,2.28,0.387,-0.243,13.1
1783971080.617,83,1.237,1.286,0.132,0.0,14.0
1783971080.617,83,1.717,-1.963,0.227,0.0,17.3
1783971080.718,84,1.237,1.286,0.132,0.0,14.1
1783971080.718,84,1.781,-0.586,-0.063,-0.487,20.4
1783971080.718,84,1.505,0.997,0.51,-0.487,20.4
1783971080.819,85,1.237,1.286,0.131,0.0,14.5
1783971080.819,85,2.482,-0.155,0.033,0.0,13.1
1783971080.819,85,0.374,-0.3,0.011,0.162,20.4
1783971080.819,85,0.255,-0.294,-0.049,-0.406,19.8
1783971080.919,86,1.113,1.397,-0.095,0.0,11.5
1783971080.919,86,2.61,-1.17,0.337,0.0,13.1
1783971080.919,86,5.747,-2.623,1.337,0.0,11.7
1783971080.919,86,0.22,0.139,0.028,0.162,27.0
1783971080.919,86,0.253,-0.24,-0.017,-0.406,22.1
1783971081.021,87,2.617,-1.17,0.273,0.0,11.6
1783971081.021,87,6.014,0.393,1.774,0.0,11.5
1783971081.021,87,0.211,-0.22,0.027,-0.243,20.1
1783971081.122,88,5.836,-2.623,0.865,0.0,11.3
1783971081.122,88,0.263,-0.153,-0.031,-0.162,17.7
1783971081.122,88,0.346,-0.259,-0.06,-0.162,15.1
1783971081.122,88,0.404,0.164,-0.013,-0.162,15.1
1783971081.223,89,0.246,-0.181,-0.01,0.0,16.0
1783971081.325,90,0.259,-0.162,-0.006,0.081,22.0
1783971081.425,91,1.699,0.12,0.885,0.0,11.8
1783971081.425,91,1.623,0.84,0.587,0.0,11.8
1783971081.425,91,5.948,0.393,1.985,0.0,11.3
1783971081.425,91,0.264,-0.153,-0.0,0.081,23.4
1783971081.526,92,1.739,0.78,0.23,0.0,12.9
1783971081.526,92,5.578,-0.0,0.748,0.0,11.8
1783971081.526,92,6.057,0.39,1.445,0.0,11.8
1783971081.526,92,0.27,-0.143,0.002,0.081,21.0
1783971081.629,93,5.586,0.177,0.966,0.0,12.1
1783971081.629,93,5.939,0.585,1.82,0.0,13.7
1783971081.629,93,0.328,-0.12,0.002,0.081,23.8
1783971081.73,94,0.336,-0.087,0.034,0.162,25.1
1783971081.73,94,0.599,-0.095,-0.076,0.406,24.9
1783971081.73,94,2.418,0.389,0.429,-0.081,13.0
1783971081.73,94,2.487,-1.534,1.472,-0.081,13.3
1783971081.73,94,5.433,0.532,1.54,-0.081,14.2
1783971081.73,94,6.007,1.365,0.988,-0.081,13.1
1783971081.831,95,5.526,1.063,0.707,0.0,15.4
1783971081.831,95,0.341,-0.055,0.048,0.162,25.2
1783971081.831,95,1.071,-0.213,0.306,0.325,14.0
1783971081.831,95,1.205,-0.119,-0.366,0.325,11.9
1783971081.831,95,0.675,-0.131,0.119,0.406,15.6
1783971081.831,95,2.658,-1.211,1.375,-0.081,12.2
1783971081.932,96,5.299,1.95,0.536,0.0,16.9
1783971081.932,96,0.341,-0.011,0.074,0.162,24.1
1783971081.932,96,1.089,0.474,0.436,0.243,12.0
1783971081.932,96,0.985,0.188,0.034,0.406,11.7
1783971081.932,96,0.788,-1.099,0.024,-0.162,11.6
1783971082.033,97,0.34,-0.196,0.017,0.0,19.3
1783971082.033,97,4.926,2.659,0.914,0.0,15.9
1783971082.033,97,1.83,-0.368,0.609,0.081,12.6
1783971082.033,97,4.89,3.678,0.967,0.081,12.2
1783971082.033,97,0.342,0.055,0.04,0.162,17.7
1783971082.135,98,0.346,-0.172,0.07,0.0,18.7
1783971082.135,98,0.365,-0.025,-0.143,0.0,18.7
1783971082.135,98,0.359,0.147,0.062,0.162,21.3
1783971082.236,99,0.384,-0.061,0.054,0.0,16.7
1783971082.236,99,0.388,0.191,0.057,0.081,17.9
1783971082.236,99,0.425,-0.0,0.1,0.081,17.9
1783971082.337,100,0.385,-0.037,0.069,0.0,19.4
1783971082.337,100,0.463,-0.12,-0.037,-0.081,18.1
1783971082.337,100,1.461,-0.927,0.225,-0.081,13.9
1783971082.337,100,2.135,-0.957,0.273,-0.081,15.6
1783971082.387,101,0.389,0.037,0.034,0.0,20.5
1783971082.387,101,1.491,-0.798,0.19,-0.081,16.6
1783971082.539,102,0.378,0.086,0.063,0.0,21.4
1783971082.539,102,0.3,0.221,-0.125,0.0,21.4
1783971082.539,102,0.619,-0.784,0.093,0.0,11.6
1783971082.539,102,1.491,-0.744,0.345,0.0,12.6
1783971082.64,103,0.369,0.135,-0.002,0.0,19.3
1783971082.64,103,1.553,-0.638,0.273,0.0,13.8
1783971082.64,103,2.74,-0.172,0.123,0.0,11.9
1783971082.69,104,0.34,0.196,0.002,0.0,17.3
1783971082.69,104,0.673,-0.721,0.184,0.0,14.2
1783971082.69,104,1.612,-0.479,0.261,0.0,16.2
1783971082.69,104,2.71,-0.0,0.461,0.0,13.5
1783971082.69,104,2.907,-0.091,0.291,0.0,11.2
1783971082.791,105,0.338,0.196,0.036,0.0,17.0
1783971082.791,105,0.793,-0.596,0.154,0.0,14.2
1783971082.791,105,1.654,-0.319,0.242,0.0,15.3
1783971082.791,105,2.692,0.258,0.493,0.0,14.7
1783971082.942,106,0.307,0.233,0.073,0.0,13.1
1783971082.942,106,0.811,-0.51,0.058,0.0,12.2
1783971082.942,106,1.644,-0.155,0.15,0.0,15.6
1783971082.942,106,2.685,0.515,0.279,0.0,11.5
1783971082.993,107,0.823,-0.48,0.115,0.0,12.0
1783971082.993,107,1.693,-0.0,0.169,0.0,16.6
1783971083.093,108,1.698,0.053,0.087,0.0,17.3
1783971083.195,109,0.93,-0.83,0.216,0.0,13.4
1783971083.195,109,1.643,0.155,0.154,0.0,17.4
1783971083.296,110,0.979,-0.791,0.132,0.0,12.8
1783971083.296,110,1.624,0.311,0.127,0.0,17.4
1783971083.397,111,0.906,-0.3,0.099,0.0,12.0
1783971083.397,111,1.612,0.363,0.142,0.0,16.4
1783971083.498,112,1.61,0.363,0.158,0.0,16.4
1783971083.599,113,1.614,0.363,0.114,0.0,17.2
1783971083.599,113,0.369,0.3,0.062,0.162,13.3
1783971083.7,114,1.624,0.311,0.117,0.0,18.2
1783971083.7,114,0.359,0.315,0.05,0.243,25.6
1783971083.8,115,1.615,0.363,0.102,0.0,18.1
1783971083.8,115,0.395,0.344,0.013,0.162,27.4
1783971083.901,116,1.626,0.311,0.089,0.0,18.2
1783971083.901,116,2.446,1.418,0.226,0.0,12.9
1783971083.901,116,0.409,0.337,-0.203,0.162,12.6
1783971084.001,117,1.624,0.311,0.118,0.0,17.8
1783971084.001,117,2.452,1.418,0.135,0.0,13.0
1783971084.001,117,0.389,0.344,0.07,0.162,22.1
1783971084.103,118,1.624,0.311,0.121,0.0,17.8
1783971084.103,118,2.456,1.418,0.006,0.0,13.9
1783971084.103,118,0.392,0.344,0.045,0.162,20.1
1783971084.205,119,1.624,0.311,0.127,0.0,18.0
1783971084.205,119,2.451,1.418,-0.148,0.0,15.0
1783971084.205,119,2.568,1.483,0.081,0.0,14.4
1783971084.205,119,0.423,0.372,0.062,0.162,17.0
1783971084.306,120,1.615,0.363,0.099,0.0,18.0
1783971084.306,120,2.45,1.418,-0.177,0.0,13.8
1783971084.306,120,2.569,1.483,0.031,0.0,14.3
1783971084.306,120,0.284,0.131,-0.155,0.325,17.3
1783971084.406,121,1.625,0.311,0.112,0.0,18.4
1783971084.406,121,2.446,1.418,-0.218,0.0,13.2
1783971084.406,121,2.569,1.483,-0.023,0.0,14.0
1783971084.508,122,1.625,0.311,0.108,0.0,18.3
1783971084.508,122,2.431,1.418,-0.349,0.0,12.2
1783971084.508,122,2.568,1.483,0.094,0.0,13.5
1783971084.608,123,1.625,0.311,0.103,0.0,18.3
1783971084.608,123,2.503,1.329,-0.091,0.0,13.4
1783971084.608,123,2.569,1.483,-0.003,0.0,13.5
1783971084.709,124,1.615,0.363,0.092,0.0,18.3
1783971084.709,124,2.441,1.418,-0.267,0.0,13.8
1783971084.709,124,2.567,1.483,0.102,0.0,14.7
1783971084.809,125,1.624,0.311,0.122,0.0,18.1
1783971084.809,125,2.447,1.418,-0.207,0.0,14.4
1783971084.91,126,1.622,0.311,0.142,0.0,18.4
1783971084.91,126,2.451,1.418,-0.156,0.0,14.9
1783971085.01,127,1.615,0.363,0.101,0.0,18.7
1783971085.01,127,2.451,1.418,-0.15,0.0,14.2
1783971085.111,128,1.615,0.363,0.097,0.0,18.3
1783971085.111,128,2.454,1.418,-0.096,0.0,15.1
1783971085.212,129,1.614,0.363,0.104,0.0,17.8
1783971085.212,129,2.4,1.507,-0.108,0.0,14.6
1783971085.212,129,2.503,1.329,-0.103,0.0,14.6
1783971085.314,130,1.614,0.363,0.115,0.0,18.0
1783971085.314,130,2.453,1.418,-0.12,0.0,13.6
1783971085.415,131,1.613,0.363,0.129,0.0,17.8
1783971085.415,131,2.399,1.507,-0.13,0.0,14.1
1783971085.516,132,1.614,0.363,0.113,0.0,17.8
1783971085.516,132,2.454,1.418,-0.104,0.0,14.4
1783971085.616,133,1.614,0.363,0.115,0.0,17.7
1783971085.616,133,2.401,1.507,-0.075,0.0,15.0
1783971085.616,133,2.504,1.329,-0.074,0.0,15.0
1783971085.717,134,1.613,0.363,0.122,0.0,18.4
1783971085.717,134,2.455,1.418,-0.059,0.0,14.4
1783971085.817,135,1.615,0.363,0.102,0.0,18.3
1783971085.817,135,2.401,1.507,-0.077,0.0,14.6
1783971085.918,136,1.615,0.363,0.099,0.0,18.0
1783971085.918,136,2.454,1.418,-0.106,0.0,14.1
1783971086.019,137,1.614,0.363,0.104,0.0,17.7
1783971086.019,137,2.503,1.329,-0.091,0.0,14.0
1783971086.019,137,2.401,1.507,-0.085,0.0,14.0
1783971086.12,138,1.614,0.363,0.11,0.0,18.0
1783971086.12,138,2.504,1.329,-0.075,0.0,14.7
1783971086.12,138,2.402,1.507,-0.072,0.0,14.7
1783971086.22,139,1.613,0.363,0.118,0.0,18.0
1783971086.22,139,2.504,1.329,-0.086,0.0,14.4
1783971086.22,139,2.401,1.507,-0.087,0.0,14.4
1783971086.321,140,1.613,0.363,0.123,0.0,18.0
1783971086.321,140,2.504,1.329,-0.08,0.0,13.8
1783971086.321,140,2.401,1.507,-0.084,0.0,13.8
1783971086.422,141,1.613,0.363,0.124,0.0,18.0
1783971086.422,141,2.401,1.507,-0.076,0.0,13.7
1783971086.422,141,2.504,1.329,-0.068,0.0,13.7
1783971086.523,142,1.613,0.363,0.123,0.0,18.0
1783971086.523,142,2.504,1.329,-0.072,0.0,13.9
1783971086.523,142,2.401,1.507,-0.079,0.0,13.9
1783971086.623,143,1.613,0.363,0.126,0.0,17.8
1783971086.623,143,2.401,1.507,-0.079,0.0,13.9
1783971086.623,143,2.504,1.329,-0.073,0.0,13.9
1783971086.724,144,1.613,0.363,0.125,0.0,17.8
1783971086.724,144,2.504,1.329,-0.064,0.0,14.1
1783971086.724,144,2.402,1.507,-0.071,0.0,14.1
1783971086.824,145,1.613,0.363,0.126,0.0,17.9
1783971086.824,145,2.402,1.507,-0.063,0.0,14.2
1783971086.926,146,1.623,0.311,0.129,0.0,18.2
1783971086.926,146,2.402,1.507,-0.064,0.0,14.3
1783971087.026,147,1.623,0.311,0.129,0.0,18.5
1783971087.026,147,2.402,1.507,-0.065,0.0,14.1
1783971087.127,148,1.623,0.311,0.129,0.0,18.3
1783971087.127,148,2.455,1.418,-0.061,0.0,14.0
1783971087.228,149,1.623,0.311,0.132,0.0,18.4
1783971087.228,149,2.455,1.418,-0.06,0.0,13.9
1783971087.329,150,1.612,0.363,0.131,0.0,18.2
1783971087.329,150,2.402,1.507,-0.068,0.0,14.3
1783971087.43,151,1.613,0.363,0.127,0.0,18.1
1783971087.43,151,2.402,1.507,-0.069,0.0,14.4
1783971087.531,152,1.624,0.311,0.12,0.0,18.4
1783971087.531,152,2.455,1.418,-0.063,0.0,14.4
1783971087.631,153,1.625,0.311,0.112,0.0,17.7
1783971087.631,153,2.455,1.418,-0.074,0.0,14.5
1783971087.733,154,1.625,0.311,0.108,0.0,17.8
1783971087.733,154,2.455,1.418,-0.059,0.0,14.1
1783971087.833,155,1.624,0.311,0.123,0.0,17.7
1783971087.833,155,2.456,1.418,-0.045,0.0,14.1
1783971087.934,156,1.623,0.311,0.131,0.0,17.8
1783971087.934,156,2.455,1.418,-0.05,0.0,14.6
1783971088.036,157,1.623,0.311,0.134,0.0,18.1
1783971088.036,157,2.456,1.418,-0.034,0.0,14.7
1783971088.086,158,1.612,0.363,0.141,0.0,17.7
1783971088.086,158,2.456,1.418,-0.044,0.0,14.6
1783971088.237,159,1.612,0.363,0.138,0.0,17.7
1783971088.237,159,2.456,1.418,-0.045,0.0,14.3
1783971088.339,160,1.612,0.363,0.135,0.0,17.8
1783971088.339,160,2.456,1.418,-0.044,0.0,14.2
1783971088.389,161,1.612,0.363,0.134,0.0,17.6
1783971088.389,161,2.456,1.418,-0.042,0.0,14.1
1783971088.49,162,1.612,0.363,0.137,0.0,17.6
1783971088.49,162,2.456,1.418,-0.035,0.0,14.0
1783971088.641,163,1.612,0.363,0.136,0.0,17.9
1783971088.641,163,2.456,1.418,-0.035,0.0,13.8
1783971088.691,164,1.613,0.363,0.128,0.0,18.4
1783971088.691,164,2.456,1.418,-0.04,0.0,13.8
1783971088.791,165,1.624,0.311,0.126,0.0,18.4
1783971088.791,165,2.456,1.418,-0.041,0.0,13.7
1783971088.943,166,1.624,0.311,0.124,0.0,18.0
1783971088.943,166,2.456,1.418,-0.046,0.0,13.8
1783971088.994,167,1.624,0.311,0.118,0.0,18.1
1783971088.994,167,2.455,1.418,-0.049,0.0,13.9
1783971089.095,168,1.625,0.311,0.113,0.0,17.9
1783971089.095,168,2.455,1.418,-0.055,0.0,13.8
1783971089.196,169,1.625,0.311,0.109,0.0,17.9
1783971089.196,169,2.455,1.418,-0.052,0.0,13.9
1783971089.296,170,1.625,0.311,0.113,0.0,18.4
1783971089.296,170,2.455,1.418,-0.051,0.0,13.9
1783971089.398,171,1.624,0.311,0.114,0.0,18.0
1783971089.398,171,2.455,1.418,-0.047,0.0,13.9
1783971089.499,172,1.624,0.311,0.116,0.0,17.8
1783971089.499,172,2.455,1.418,-0.072,0.0,13.9
1783971089.601,173,1.625,0.311,0.113,0.0,17.9
1783971089.601,173,2.455,1.418,-0.076,0.0,13.9
1783971089.702,174,1.614,0.363,0.106,0.0,17.8
1783971089.702,174,2.504,1.329,-0.074,0.0,14.4
1783971089.804,175,1.613,0.363,0.123,0.0,18.0
1783971089.804,175,2.455,1.418,-0.081,0.0,14.5
1783971089.905,176,1.624,0.311,0.121,0.0,18.7
1783971089.905,176,2.456,1.418,-0.031,0.0,14.6
1783971090.005,177,1.614,0.363,0.103,0.0,18.4
1783971090.005,177,2.456,1.418,-0.0,0.0,14.1
1783971090.106,178,1.613,0.363,0.124,0.0,18.3
1783971090.106,178,2.455,1.418,-0.049,0.0,14.1
1783971090.207,179,1.614,0.363,0.109,0.0,17.3
1783971090.207,179,2.455,1.418,-0.07,0.0,14.4
1783971090.309,180,1.615,0.363,0.1,0.0,17.9
1783971090.309,180,2.502,1.329,-0.113,0.0,14.2
1783971090.309,180,2.62,1.391,0.072,0.0,13.0
1783971090.41,181,1.624,0.311,0.127,0.0,18.0
1783971090.41,181,2.495,1.329,-0.218,0.0,14.0
1783971090.41,181,2.618,1.391,0.118,0.0,12.4
1783971090.511,182,1.624,0.311,0.12,0.0,18.3
1783971090.511,182,2.493,1.329,-0.244,0.0,15.7
1783971090.511,182,2.62,1.391,0.06,0.0,13.8
1783971090.613,183,1.614,0.363,0.115,0.0,17.9
1783971090.613,183,2.447,1.418,-0.215,0.0,15.3
1783971090.613,183,2.567,1.483,0.111,0.0,14.4
1783971090.715,184,1.626,0.311,0.093,0.0,18.4
1783971090.715,184,2.447,1.418,-0.21,0.0,14.1
1783971090.715,184,2.569,1.483,0.059,0.0,12.2
1783971090.817,185,1.614,0.363,0.103,0.0,18.0
1783971090.817,185,2.446,1.418,-0.225,0.0,14.3
1783971090.817,185,2.568,1.483,0.078,0.0,13.5
1783971090.918,186,1.624,0.311,0.115,0.0,18.2
1783971090.918,186,2.448,1.418,-0.2,0.0,15.0
1783971090.918,186,2.569,1.483,0.025,0.0,14.0
1783971091.018,187,1.625,0.311,0.107,0.0,18.3
1783971091.018,187,2.447,1.418,-0.211,0.0,15.0
1783971091.018,187,2.569,1.483,0.062,0.0,13.1
1783971091.119,188,1.624,0.311,0.115,0.0,17.7
1783971091.119,188,2.451,1.418,-0.157,0.0,15.0
1783971091.119,188,2.569,1.483,0.057,0.0,13.0
1783971091.219,189,1.614,0.363,0.116,0.0,18.3
1783971091.219,189,2.453,1.418,-0.121,0.0,14.2
1783971091.219,189,2.619,1.391,0.084,0.0,13.2
1783971091.32,190,1.624,0.311,0.116,0.0,17.8
1783971091.32,190,2.5,1.329,-0.159,0.0,14.1
1783971091.32,190,2.567,1.483,0.1,0.0,12.9
1783971091.423,191,1.622,0.311,0.146,0.0,18.5
1783971091.423,191,2.456,1.418,-0.024,0.0,15.2
1783971091.523,192,1.623,0.311,0.13,0.0,18.4
1783971091.523,192,2.456,1.418,-0.023,0.0,14.7
1783971091.623,193,1.623,0.311,0.135,0.0,18.3
1783971091.623,193,2.456,1.418,-0.012,0.0,14.6
1783971091.725,194,1.625,0.311,0.104,0.0,18.4
1783971091.725,194,2.456,1.418,0.035,0.0,14.6
1783971091.826,195,1.614,0.363,0.115,0.0,18.4
1783971091.826,195,2.456,1.418,0.009,0.0,15.0
1783971091.927,196,1.613,0.363,0.123,0.0,18.4
1783971091.927,196,2.454,1.418,-0.095,0.0,14.8
1783971092.028,197,1.613,0.363,0.121,0.0,18.3
1783971092.028,197,2.455,1.418,-0.059,0.0,14.1
1783971092.028,197,2.619,1.391,0.079,0.0,12.8
1783971092.13,198,1.626,0.311,0.094,0.0,17.7
