t,label,material,refl_db,range_m,doppler_mps,extent_m,n_points,x,y,z
1784028149.492,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.492,static,unknown,1.2,5.91,0.0,0.21,5,5.91,-0.11,0.03
1784028149.492,static,unknown,0.6,8.46,0.0,0.31,5,8.31,-1.55,0.48
1784028149.492,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.492,static,mid,0.3,3.66,0.01,1.04,6,3.41,-1.35,-0.1
1784028149.498,static,mid,1.2,1.03,0.0,0.77,8,0.58,-0.84,-0.13
1784028149.498,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.498,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.498,static,unknown,1.2,5.91,0.0,0.21,5,5.91,-0.11,0.03
1784028149.498,static,unknown,0.6,8.46,0.0,0.31,5,8.3,-1.56,0.49
1784028149.498,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.498,static,mid,0.3,3.66,0.01,1.05,6,3.4,-1.35,-0.11
1784028149.561,static,fabric,1.2,1.03,0.0,0.77,8,0.58,-0.84,-0.13
1784028149.561,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.561,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.561,static,unknown,1.2,5.92,0.0,0.21,5,5.91,-0.12,0.03
1784028149.561,static,unknown,0.6,8.46,0.0,0.31,5,8.3,-1.57,0.48
1784028149.561,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.561,static,mid,0.3,3.66,0.01,1.05,6,3.4,-1.35,-0.11
1784028149.565,static,fabric,1.2,1.03,0.0,0.77,8,0.58,-0.85,-0.12
1784028149.565,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.565,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.565,static,unknown,1.3,5.92,0.0,0.22,5,5.92,-0.13,0.03
1784028149.565,static,unknown,0.6,8.46,0.0,0.31,5,8.3,-1.58,0.48
1784028149.565,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.565,static,mid,0.3,3.66,0.01,1.06,6,3.4,-1.36,-0.1
1784028149.565,static,unknown,-0.1,4.92,0.0,0.37,2,4.82,0.98,0.15
1784028149.64,static,fabric,1.2,1.04,0.0,0.77,8,0.58,-0.85,-0.12
1784028149.64,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.64,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.64,static,unknown,1.3,5.92,0.0,0.22,5,5.92,-0.14,0.03
1784028149.64,static,unknown,0.6,8.46,0.0,0.3,5,8.3,-1.58,0.47
1784028149.64,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.64,static,mid,0.3,3.66,0.01,1.06,6,3.4,-1.36,-0.11
1784028149.64,static,unknown,-0.1,4.92,0.0,0.41,3,4.81,1.02,0.12
1784028149.644,static,fabric,1.2,1.04,0.0,0.77,8,0.59,-0.85,-0.12
1784028149.644,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.644,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.644,static,unknown,1.3,5.93,0.0,0.22,5,5.92,-0.14,0.03
1784028149.644,static,unknown,0.6,8.46,0.0,0.3,5,8.3,-1.59,0.46
1784028149.644,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.644,static,mid,0.3,3.66,0.01,1.06,6,3.4,-1.36,-0.11
1784028149.644,static,unknown,-0.1,4.92,0.0,0.44,3,4.81,1.04,0.1
1784028149.707,static,fabric,1.2,1.04,0.0,0.77,9,0.59,-0.85,-0.12
1784028149.707,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.707,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.707,static,unknown,1.3,5.92,0.0,0.22,5,5.92,-0.13,0.03
1784028149.707,static,unknown,0.6,8.46,0.0,0.3,5,8.3,-1.59,0.46
1784028149.707,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.707,static,mid,0.3,3.66,0.01,1.07,6,3.4,-1.37,-0.11
1784028149.707,static,unknown,-0.1,4.92,0.0,0.45,3,4.81,1.05,0.08
1784028149.711,static,fabric,1.2,1.04,0.0,0.77,9,0.59,-0.84,-0.12
1784028149.711,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.711,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.711,static,unknown,1.3,5.92,0.0,0.22,5,5.92,-0.13,0.03
1784028149.711,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.711,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.711,static,mid,0.3,3.66,0.01,1.07,6,3.39,-1.38,-0.11
1784028149.711,static,unknown,-0.1,4.93,0.0,0.47,3,4.81,1.06,0.07
1784028149.797,static,fabric,1.2,1.04,0.0,0.77,9,0.59,-0.85,-0.12
1784028149.797,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.797,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.797,static,unknown,1.3,5.92,0.0,0.22,5,5.92,-0.12,0.02
1784028149.797,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.797,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.797,static,mid,0.3,3.66,0.01,1.02,6,3.37,-1.43,-0.11
1784028149.797,static,unknown,-0.1,4.93,0.0,0.48,3,4.81,1.07,0.06
1784028149.801,static,fabric,1.2,1.04,0.0,0.77,9,0.6,-0.85,-0.12
1784028149.801,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.801,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.801,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.11,0.02
1784028149.801,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.801,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.801,static,mid,0.3,3.66,0.01,0.98,6,3.36,-1.46,-0.11
1784028149.801,static,unknown,-0.1,4.93,0.0,0.49,3,4.81,1.07,0.06
1784028149.857,static,fabric,1.2,1.04,0.0,0.77,9,0.59,-0.84,-0.12
1784028149.857,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.857,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.857,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.09,0.02
1784028149.857,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.857,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.857,static,mid,0.3,3.66,0.01,0.94,6,3.35,-1.48,-0.11
1784028149.857,static,unknown,-0.1,4.93,0.0,0.49,3,4.81,1.06,0.06
1784028149.862,static,fabric,1.5,1.04,0.0,0.77,9,0.59,-0.84,-0.12
1784028149.862,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.862,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.862,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.09,0.01
1784028149.862,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.862,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.862,static,mid,0.3,3.67,0.01,0.9,6,3.35,-1.49,-0.12
1784028149.862,static,unknown,-0.1,4.93,0.0,0.5,4,4.81,1.06,0.07
1784028149.921,static,fabric,1.5,1.03,0.0,0.77,9,0.59,-0.84,-0.12
1784028149.921,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.921,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.921,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.09,0.01
1784028149.921,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.921,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.921,static,mid,0.3,3.66,0.01,0.93,6,3.38,-1.4,-0.08
1784028149.921,static,unknown,-0.1,4.92,0.0,0.51,4,4.81,1.06,0.06
1784028149.977,static,fabric,1.5,1.02,0.0,0.77,9,0.58,-0.83,-0.13
1784028149.977,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028149.977,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028149.977,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.08,0.01
1784028149.977,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028149.977,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028149.977,static,metal,0.3,3.66,0.0,0.95,6,3.41,-1.33,-0.04
1784028149.977,static,unknown,-0.1,4.93,0.0,0.5,4,4.81,1.06,0.03
1784028150.03,static,fabric,1.5,1.02,0.0,0.77,9,0.57,-0.83,-0.13
1784028150.03,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028150.03,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028150.03,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.08,0.02
1784028150.03,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028150.03,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028150.03,static,metal,0.3,3.7,-0.0,1.0,6,3.49,-1.2,0.1
1784028150.03,static,unknown,-0.1,4.93,0.0,0.48,4,4.81,1.06,0.02
1784028150.079,static,fabric,1.5,1.01,0.0,0.77,9,0.57,-0.83,-0.13
1784028150.079,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028150.079,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028150.079,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.08,0.03
1784028150.079,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028150.079,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028150.079,static,metal,0.3,3.73,-0.0,1.05,6,3.56,-1.1,0.22
1784028150.079,static,unknown,-0.1,4.93,0.0,0.47,4,4.82,1.05,0.02
1784028150.129,static,fabric,1.5,1.01,0.0,0.77,9,0.56,-0.82,-0.14
1784028150.129,static,mid,4.7,2.27,0.0,0.0,5,2.24,0.35,0.08
1784028150.129,static,metal,0.9,3.83,-0.0,1.88,11,3.7,-0.96,0.15
1784028150.129,static,unknown,1.3,5.92,0.0,0.21,5,5.92,-0.08,0.03
1784028150.129,static,unknown,0.6,8.46,0.0,0.29,5,8.3,-1.59,0.46
1784028150.129,static,unknown,0.9,8.45,0.0,0.79,2,7.56,1.53,-3.44
1784028150.129,static,metal,0.3,3.75,-0.01,1.1,7,3.59,-1.04,0.27
1784028150.129,static,unknown,-0.1,4.93,0.0,0.46,4,4.82,1.04,0.02
