t,frame,x,y,z,doppler,snr_db,noise_db
1784028145.615,12,8.305,-1.587,0.373,0.0,13.4,57.6
1784028145.615,12,4.882,0.933,0.173,-0.081,15.0,59.7
1784028145.717,13,0.371,-0.511,-0.171,0.0,11.4,69.1
1784028145.717,13,0.702,-1.104,-0.025,0.0,13.5,67.1
1784028145.717,13,2.239,0.354,0.08,0.0,19.3,76.7
1784028145.717,13,3.295,-1.603,0.024,0.0,16.9,67.0
1784028145.717,13,4.615,-0.289,0.075,0.0,17.3,66.2
1784028145.717,13,5.932,-0.0,0.123,0.0,14.0,61.2
1784028145.717,13,8.312,-1.587,0.175,0.0,13.6,57.3
1784028145.818,14,0.698,-1.104,-0.076,0.0,12.8,67.8
1784028145.818,14,2.249,0.284,0.09,0.0,19.1,76.9
1784028145.818,14,3.348,-1.489,-0.072,0.0,17.0,67.1
1784028145.818,14,4.604,-0.434,0.084,0.0,16.8,66.7
1784028145.818,14,5.93,-0.185,0.038,0.0,13.5,61.2
1784028145.818,14,8.313,-1.587,0.083,0.0,13.0,57.7
1784028145.919,15,0.7,-1.104,0.06,0.0,13.7,67.8
1784028145.919,15,2.239,0.354,0.077,0.0,19.1,76.9
1784028145.919,15,3.348,-1.489,-0.047,0.0,17.3,66.6
1784028145.919,15,4.604,-0.434,0.069,0.0,16.9,66.5
1784028145.919,15,5.929,-0.185,0.125,0.0,13.6,61.2
1784028145.919,15,8.313,-1.587,0.118,0.0,13.0,57.9
1784028145.919,15,4.726,1.222,0.213,0.081,11.4,60.9
1784028146.02,16,0.7,-1.104,-0.056,0.0,12.2,68.4
1784028146.02,16,2.249,0.284,0.089,0.0,19.2,76.8
1784028146.02,16,3.348,-1.489,-0.07,0.0,16.2,67.8
1784028146.02,16,4.603,-0.434,0.09,0.0,16.5,66.8
1784028146.02,16,5.93,-0.185,0.061,0.0,13.2,61.7
1784028146.02,16,8.312,-1.587,0.164,0.0,14.5,56.8
1784028146.122,17,0.345,-0.532,-0.163,0.0,11.2,69.6
1784028146.122,17,0.701,-1.104,-0.047,0.0,13.1,68.1
1784028146.122,17,2.24,0.354,0.076,0.0,19.1,76.9
1784028146.122,17,3.347,-1.489,-0.12,0.0,16.0,68.1
1784028146.122,17,4.604,-0.434,0.069,0.0,16.2,67.2
1784028146.122,17,5.887,-0.184,-0.011,0.0,12.1,62.6
1784028146.122,17,8.308,-1.587,0.308,0.0,13.7,57.8
1784028146.224,18,0.702,-1.104,-0.013,0.0,13.2,68.2
1784028146.224,18,2.239,0.354,0.085,0.0,18.9,77.1
1784028146.224,18,3.348,-1.489,-0.068,0.0,16.4,67.4
1784028146.224,18,4.603,-0.434,0.096,0.0,15.9,67.4
1784028146.224,18,5.93,-0.185,0.103,0.0,14.8,60.5
1784028146.224,18,8.295,-1.587,0.554,0.0,13.8,57.5
1784028146.274,19,0.786,-1.099,-0.058,0.0,11.2,69.8
1784028146.274,19,2.239,0.354,0.078,0.0,18.9,77.1
1784028146.274,19,3.349,-1.489,-0.038,0.0,16.6,67.4
1784028146.274,19,4.603,-0.434,0.086,0.0,16.8,66.7
1784028146.274,19,5.933,-0.0,0.083,0.0,13.8,61.1
1784028146.274,19,8.312,-1.587,0.195,0.0,13.3,57.4
1784028146.274,19,4.625,1.362,0.454,-0.243,16.4,50.4
1784028146.426,20,0.703,-1.104,0.002,0.0,12.6,68.9
1784028146.426,20,2.24,0.354,0.072,0.0,18.9,77.2
1784028146.426,20,3.349,-1.489,0.024,0.0,16.2,67.7
1784028146.426,20,4.604,-0.434,0.064,0.0,16.3,67.0
1784028146.426,20,5.933,-0.0,0.04,0.0,14.3,61.0
1784028146.426,20,8.308,-1.587,0.315,0.0,13.9,56.6
1784028146.528,21,0.788,-1.099,-0.027,0.0,11.7,69.5
1784028146.528,21,2.239,0.354,0.08,0.0,18.9,77.1
1784028146.528,21,3.349,-1.489,0.02,0.0,16.3,67.6
1784028146.528,21,4.603,-0.434,0.091,0.0,16.5,66.8
1784028146.528,21,5.93,-0.185,0.078,0.0,13.5,61.2
1784028146.528,21,8.311,-1.587,0.225,0.0,13.4,57.3
1784028146.528,21,4.637,1.2,0.299,-0.243,15.5,48.8
1784028146.578,22,0.725,-1.141,-0.026,0.0,12.2,69.0
1784028146.578,22,2.24,0.354,0.076,0.0,18.8,77.2
1784028146.578,22,3.349,-1.489,0.034,0.0,16.4,67.4
1784028146.578,22,4.603,-0.434,0.104,0.0,16.1,67.2
1784028146.578,22,5.933,-0.0,0.077,0.0,13.5,61.8
1784028146.578,22,8.305,-1.587,0.377,0.0,12.5,58.1
1784028146.684,23,0.374,-0.511,-0.164,0.0,11.6,69.3
1784028146.684,23,0.702,-1.104,-0.007,0.0,14.3,67.1
1784028146.684,23,2.239,0.354,0.08,0.0,18.9,77.1
1784028146.684,23,3.349,-1.489,-0.014,0.0,16.7,67.3
1784028146.684,23,4.603,-0.434,0.094,0.0,16.3,67.1
1784028146.684,23,5.933,-0.0,0.046,0.0,13.5,61.4
1784028146.684,23,8.303,-1.587,0.424,0.0,13.1,57.8
1784028146.79,24,0.725,-1.141,-0.041,0.0,12.3,68.9
1784028146.79,24,2.239,0.354,0.082,0.0,18.8,77.2
1784028146.79,24,3.349,-1.489,0.012,0.0,16.3,67.7
1784028146.79,24,4.603,-0.434,0.093,0.0,16.2,67.2
1784028146.79,24,5.929,-0.185,0.155,0.0,13.6,61.5
1784028146.79,24,8.297,-1.587,0.53,0.0,13.5,57.2
1784028146.892,25,0.353,-0.532,-0.146,0.0,11.4,69.6
1784028146.892,25,0.7,-1.104,-0.059,0.0,14.2,67.0
1784028146.892,25,2.239,0.354,0.079,0.0,19.0,77.0
1784028146.892,25,3.349,-1.489,-0.032,0.0,15.6,68.4
1784028146.892,25,4.604,-0.434,0.066,0.0,16.1,67.4
1784028146.892,25,5.933,-0.0,0.022,0.0,13.9,61.1
1784028146.892,25,8.305,-1.587,0.379,0.0,13.8,57.1
1784028146.993,26,0.726,-1.141,-0.007,0.0,11.6,69.6
1784028146.993,26,2.239,0.354,0.082,0.0,19.1,76.9
1784028146.993,26,3.348,-1.489,-0.063,0.0,15.8,68.0
1784028146.993,26,4.604,-0.434,0.061,0.0,16.1,67.2
1784028146.993,26,5.93,-0.185,0.084,0.0,13.4,61.4
1784028146.993,26,8.302,-1.587,0.443,0.0,13.2,57.7
1784028147.094,27,0.725,-1.141,-0.028,0.0,12.4,69.0
1784028147.094,27,2.239,0.354,0.081,0.0,19.1,76.9
1784028147.094,27,3.349,-1.489,-0.032,0.0,16.9,67.2
1784028147.094,27,4.604,-0.434,0.045,0.0,15.9,67.4
1784028147.094,27,5.93,-0.185,0.086,0.0,13.7,61.2
1784028147.094,27,8.302,-1.587,0.438,0.0,13.3,57.3
1784028147.195,28,0.375,-0.511,-0.163,0.0,11.4,69.5
1784028147.195,28,0.702,-1.104,-0.03,0.0,13.6,67.6
1784028147.195,28,2.239,0.354,0.078,0.0,18.9,77.2
1784028147.195,28,3.349,-1.489,0.01,0.0,16.8,67.0
1784028147.195,28,4.604,-0.434,0.072,0.0,16.3,67.0
1784028147.195,28,5.929,-0.185,0.14,0.0,14.0,61.1
1784028147.195,28,8.311,-1.587,0.224,0.0,12.4,58.1
1784028147.298,29,0.377,-0.511,-0.157,0.0,11.5,69.6
1784028147.298,29,0.726,-1.141,-0.023,0.0,12.7,68.5
1784028147.298,29,2.239,0.354,0.078,0.0,18.8,77.2
1784028147.298,29,3.349,-1.489,0.037,0.0,15.7,68.2
1784028147.298,29,4.603,-0.434,0.085,0.0,16.0,67.4
1784028147.298,29,5.93,-0.185,0.108,0.0,14.2,61.2
1784028147.298,29,8.312,-1.587,0.191,0.0,12.9,57.7
1784028147.4,30,0.726,-1.141,-0.02,0.0,12.4,68.9
1784028147.4,30,2.239,0.354,0.081,0.0,19.1,77.0
1784028147.4,30,3.349,-1.489,-0.036,0.0,15.9,68.0
1784028147.4,30,5.93,-0.185,0.107,0.0,13.8,61.7
1784028147.4,30,8.312,-1.587,0.196,0.0,13.2,57.6
1784028147.5,31,0.7,-1.104,-0.059,0.0,13.7,67.5
1784028147.5,31,2.239,0.354,0.081,0.0,19.1,76.9
1784028147.5,31,3.349,-1.489,-0.023,0.0,15.6,68.2
1784028147.5,31,4.604,-0.434,0.042,0.0,15.2,67.5
1784028147.5,31,5.929,-0.185,0.121,0.0,13.8,61.5
1784028147.5,31,8.309,-1.587,0.292,0.0,13.3,57.5
1784028147.601,32,0.725,-1.141,-0.028,0.0,12.4,68.8
1784028147.601,32,2.239,0.354,0.079,0.0,19.1,76.9
1784028147.601,32,3.348,-1.489,0.062,0.0,16.6,67.3
1784028147.601,32,4.604,-0.434,0.064,0.0,15.9,67.1
1784028147.601,32,5.929,-0.185,0.153,0.0,14.5,61.2
1784028147.601,32,8.3,-1.587,0.476,0.0,13.1,57.9
1784028147.601,32,3.762,-0.356,0.361,-0.487,18.2,49.0
1784028147.703,33,0.726,-1.141,-0.024,0.0,12.8,68.5
1784028147.703,33,2.239,0.354,0.08,0.0,19.0,77.1
1784028147.703,33,3.349,-1.489,0.0,0.0,15.7,68.1
1784028147.703,33,4.604,-0.434,0.071,0.0,16.0,67.1
1784028147.703,33,5.929,-0.185,0.126,0.0,14.0,61.9
1784028147.703,33,8.29,-1.587,0.633,0.0,14.0,57.0
1784028147.805,34,0.378,-0.511,-0.156,0.0,11.3,69.5
1784028147.805,34,0.724,-1.141,-0.058,0.0,13.3,68.3
1784028147.805,34,2.24,0.354,0.076,0.0,18.7,77.2
1784028147.805,34,3.348,-1.489,-0.069,0.0,16.0,68.0
1784028147.805,34,4.603,-0.434,0.117,0.0,16.1,67.4
1784028147.805,34,5.929,-0.185,0.132,0.0,14.3,61.4
1784028147.805,34,8.304,-1.587,0.413,0.0,12.6,58.2
1784028147.805,34,3.704,-0.469,0.376,-0.243,17.5,49.8
1784028147.906,35,0.381,-0.511,-0.148,0.0,11.3,69.5
1784028147.906,35,0.757,-1.063,0.098,0.0,16.5,67.3
1784028147.906,35,2.239,0.354,0.08,0.0,18.7,77.3
1784028147.906,35,3.349,-1.489,-0.028,0.0,16.6,67.5
1784028147.906,35,4.604,-0.434,0.052,0.0,15.6,67.7
1784028147.906,35,5.933,-0.0,0.087,0.0,13.4,62.4
1784028147.906,35,8.273,-1.587,0.823,0.0,13.2,57.6
1784028147.906,35,3.711,-0.469,0.29,-0.243,26.4,49.8
1784028148.008,36,0.692,-1.104,0.123,0.0,15.5,68.0
1784028148.008,36,2.24,0.354,0.077,0.0,18.9,77.1
1784028148.008,36,3.348,-1.489,0.058,0.0,15.8,68.1
1784028148.008,36,4.603,-0.434,0.094,0.0,16.1,67.3
1784028148.008,36,5.929,-0.185,0.151,0.0,14.4,61.4
1784028148.008,36,8.279,-1.587,0.758,0.0,12.7,57.9
1784028148.008,36,3.702,-0.469,0.391,-0.162,22.1,53.6
1784028148.109,37,0.807,-1.023,0.125,0.0,15.5,68.1
1784028148.109,37,0.691,-1.104,0.127,0.0,15.5,68.1
1784028148.109,37,2.24,0.354,0.076,0.0,18.8,77.2
1784028148.109,37,3.349,-1.489,0.007,0.0,16.1,67.8
1784028148.109,37,4.603,-0.434,0.114,0.0,14.2,67.5
1784028148.109,37,5.929,-0.185,0.131,0.0,14.2,61.3
1784028148.109,37,8.288,-1.587,0.66,0.0,13.0,57.7
1784028148.109,37,7.228,1.322,-4.201,0.0,13.0,57.7
1784028148.109,37,3.699,-0.586,0.223,-0.081,12.8,64.2
1784028148.209,38,0.785,-1.099,-0.075,0.0,13.5,68.4
1784028148.209,38,2.24,0.354,0.075,0.0,19.0,77.0
1784028148.209,38,3.294,-1.603,-0.083,0.0,15.6,68.4
1784028148.209,38,4.604,-0.434,0.038,0.0,14.5,67.5
1784028148.209,38,5.933,-0.0,0.044,0.0,13.4,62.2
1784028148.209,38,8.28,-1.587,0.748,0.0,13.0,57.7
1784028148.311,39,0.383,-0.511,-0.143,0.0,11.4,69.5
1784028148.311,39,0.788,-1.099,-0.01,0.0,13.4,68.6
1784028148.311,39,2.239,0.354,0.079,0.0,18.6,77.3
1784028148.311,39,3.347,-1.489,-0.11,0.0,15.7,68.3
1784028148.311,39,4.604,-0.434,0.032,0.0,14.2,67.5
1784028148.311,39,5.93,-0.185,0.087,0.0,14.2,61.7
1784028148.311,39,8.291,-1.587,0.618,0.0,12.2,58.2
1784028148.412,40,0.723,-1.141,-0.065,0.0,13.1,69.0
1784028148.412,40,2.24,0.354,0.073,0.0,18.8,77.2
1784028148.412,40,3.347,-1.489,-0.109,0.0,15.8,68.4
1784028148.412,40,4.604,-0.434,-0.056,0.0,13.6,67.5
1784028148.412,40,5.932,-0.0,0.112,0.0,14.4,61.4
1784028148.412,40,8.283,-1.587,0.719,0.0,12.3,58.2
1784028148.412,40,7.552,1.587,-3.477,0.0,12.3,58.2
1784028148.514,41,0.358,-0.532,-0.131,0.0,11.7,69.2
1784028148.514,41,0.717,-1.141,-0.116,0.0,13.9,68.2
1784028148.514,41,2.239,0.354,0.078,0.0,19.1,77.0
1784028148.514,41,3.294,-1.603,-0.11,0.0,15.8,68.3
1784028148.514,41,4.604,-0.434,0.042,0.0,13.3,67.4
1784028148.514,41,5.933,-0.0,0.015,0.0,13.8,61.8
1784028148.514,41,8.303,-1.587,0.433,0.0,12.6,57.9
1784028148.616,42,0.384,-0.511,-0.139,0.0,11.6,69.4
1784028148.616,42,0.786,-1.099,-0.057,0.0,13.9,68.2
1784028148.616,42,2.239,0.354,0.078,0.0,18.9,77.1
1784028148.616,42,3.346,-1.489,-0.125,0.0,15.6,68.4
1784028148.616,42,4.603,-0.434,-0.09,0.0,11.7,67.6
1784028148.616,42,5.93,-0.185,0.056,0.0,14.6,61.6
1784028148.616,42,8.305,-1.587,0.389,0.0,12.7,58.0
1784028148.616,42,4.189,-0.409,1.149,0.162,11.6,53.5
1784028148.716,43,0.347,-0.532,-0.158,0.0,11.7,68.9
1784028148.716,43,0.716,-1.141,-0.118,0.0,14.4,67.8
1784028148.716,43,2.24,0.354,0.075,0.0,18.8,77.2
1784028148.716,43,3.348,-1.489,-0.068,0.0,15.8,68.3
1784028148.716,43,5.932,-0.0,0.113,0.0,14.5,60.9
1784028148.716,43,8.287,-1.587,0.672,0.0,12.1,58.3
1784028148.716,43,8.174,1.587,-1.52,0.0,12.1,58.3
1784028148.716,43,3.712,-0.469,0.281,0.162,20.7,52.5
1784028148.716,43,4.287,-0.273,0.764,0.162,11.5,54.0
1784028148.818,44,0.721,-1.141,-0.084,0.0,13.4,68.6
1784028148.818,44,2.239,0.354,0.079,0.0,18.7,77.3
1784028148.818,44,3.348,-1.489,-0.063,0.0,15.7,68.3
1784028148.818,44,5.934,-0.0,0.002,0.0,14.9,61.0
1784028148.818,44,8.302,-1.587,0.438,0.0,12.9,57.7
1784028148.818,44,7.828,1.587,-2.8,0.0,12.9,57.7
1784028148.818,44,3.763,-0.474,0.138,0.081,14.0,64.5
1784028148.919,45,0.38,-0.511,-0.151,0.0,11.6,69.4
1784028148.919,45,0.779,-1.099,-0.122,0.0,14.0,68.2
1784028148.919,45,2.239,0.354,0.078,0.0,18.9,77.1
1784028148.919,45,3.346,-1.489,-0.14,0.0,16.5,67.6
1784028148.919,45,5.93,-0.185,0.077,0.0,13.4,61.5
1784028148.919,45,8.349,-1.322,0.436,0.0,11.9,58.7
1784028149.02,46,0.352,-0.532,-0.147,0.0,11.6,69.2
1784028149.02,46,0.78,-1.099,-0.117,0.0,13.9,68.3
1784028149.02,46,2.24,0.354,0.075,0.0,18.8,77.2
1784028149.02,46,3.346,-1.489,-0.125,0.0,15.2,68.9
1784028149.02,46,5.89,-0.0,-0.039,0.0,14.3,61.2
1784028149.02,46,8.295,-1.587,0.564,0.0,12.6,57.8
1784028149.121,47,0.348,-0.532,-0.157,0.0,11.5,69.2
1784028149.121,47,0.779,-1.099,-0.119,0.0,14.2,68.1
1784028149.121,47,2.239,0.354,0.079,0.0,18.8,77.2
1784028149.121,47,3.348,-1.489,-0.061,0.0,15.3,68.9
1784028149.121,47,4.841,0.924,0.113,0.0,12.2,63.6
1784028149.121,47,5.89,-0.0,-0.017,0.0,14.3,61.5
1784028149.121,47,8.296,-1.587,0.55,0.0,11.3,59.0
1784028149.223,48,0.358,-0.532,-0.133,0.0,12.6,68.4
1784028149.223,48,0.781,-1.099,-0.105,0.0,15.0,67.2
1784028149.223,48,2.239,0.354,0.077,0.0,19.0,77.0
1784028149.223,48,3.347,-1.489,-0.095,0.0,15.0,69.1
1784028149.223,48,3.748,-0.593,-0.103,0.0,12.0,68.7
1784028149.223,48,5.93,-0.185,0.054,0.0,15.5,60.6
1784028149.223,48,8.307,-1.587,0.339,0.0,12.1,58.3
1784028149.274,49,0.385,-0.511,-0.136,0.0,12.2,68.8
1784028149.274,49,0.718,-1.141,-0.108,0.0,14.4,67.7
1784028149.274,49,2.239,0.354,0.078,0.0,18.8,77.2
1784028149.274,49,3.293,-1.603,-0.126,0.0,14.7,69.2
1784028149.274,49,5.93,-0.185,0.095,0.0,14.6,61.4
1784028149.274,49,8.299,-1.587,0.493,0.0,11.6,58.4
1784028149.425,50,0.782,-1.099,-0.103,0.0,13.8,68.4
1784028149.425,50,2.239,0.354,0.078,0.0,18.7,77.3
1784028149.425,50,3.344,-1.489,-0.186,0.0,15.2,68.8
1784028149.425,50,4.832,0.924,0.324,0.0,11.9,63.8
1784028149.425,50,5.93,-0.185,0.044,0.0,14.5,61.0
1784028149.425,50,8.298,-1.587,0.518,0.0,11.2,58.3
1784028149.527,51,0.385,-0.511,-0.137,0.0,11.8,69.2
1784028149.527,51,0.721,-1.141,-0.082,0.0,14.1,68.1
1784028149.527,51,2.24,0.354,0.076,0.0,18.8,77.2
1784028149.527,51,3.349,-1.489,-0.033,0.0,15.2,68.9
1784028149.527,51,4.771,1.233,-0.145,0.0,12.1,63.2
1784028149.527,51,5.931,-0.185,-0.023,0.0,14.7,61.1
1784028149.577,52,0.384,-0.511,-0.14,0.0,11.5,69.5
1784028149.577,52,0.781,-1.099,-0.111,0.0,13.7,68.4
1784028149.577,52,2.24,0.354,0.077,0.0,18.9,77.1
1784028149.577,52,3.347,-1.489,-0.107,0.0,15.6,68.6
1784028149.577,52,4.811,1.078,0.005,0.0,11.5,63.7
1784028149.577,52,5.934,-0.0,-0.004,0.0,14.3,61.3
1784028149.678,53,0.379,-0.511,-0.152,0.0,11.7,69.2
1784028149.678,53,0.781,-1.099,-0.109,0.0,14.0,68.2
1784028149.678,53,2.24,0.354,0.076,0.0,18.9,77.1
1784028149.678,53,3.293,-1.603,-0.119,0.0,15.2,68.8
1784028149.678,53,4.811,1.078,0.028,0.0,13.6,62.6
1784028149.678,53,5.89,-0.0,0.013,0.0,14.6,61.0
1784028149.83,54,0.347,-0.532,-0.158,0.0,12.0,68.9
1784028149.83,54,0.779,-1.099,-0.123,0.0,14.4,67.9
1784028149.83,54,2.24,0.354,0.076,0.0,18.7,77.3
1784028149.83,54,3.346,-1.489,-0.143,0.0,14.7,69.3
1784028149.83,54,4.841,0.924,0.115,0.0,12.5,63.0
1784028149.83,54,5.933,-0.0,0.013,0.0,14.3,60.9
1784028149.83,54,3.755,-0.356,0.422,-0.081,12.1,66.2
1784028149.881,55,0.354,-0.532,-0.142,0.0,11.7,69.3
1784028149.881,55,0.716,-1.141,-0.123,0.0,13.8,68.5
1784028149.881,55,2.24,0.354,0.076,0.0,18.7,77.3
1784028149.881,55,3.347,-1.489,-0.107,0.0,15.6,68.5
1784028149.881,55,4.809,1.078,-0.11,0.0,11.4,63.1
1784028149.881,55,4.381,-0.462,2.213,0.0,11.4,63.1
1784028149.881,55,5.93,-0.185,0.038,0.0,15.2,60.7
1784028149.881,55,3.754,-0.474,0.304,-0.162,25.4,54.0
1784028149.982,56,0.348,-0.532,-0.156,0.0,11.8,68.8
1784028149.982,56,0.776,-1.099,-0.142,0.0,14.4,67.8
1784028149.982,56,2.24,0.354,0.076,0.0,19.0,77.0
1784028149.982,56,3.349,-1.489,-0.012,0.0,15.6,68.5
1784028149.982,56,5.93,-0.185,0.096,0.0,14.1,61.3
1784028149.982,56,3.714,-0.469,0.258,-0.162,21.1,53.9
1784028149.982,56,4.22,-0.409,1.03,-0.162,12.4,55.3
1784028150.083,57,0.371,-0.511,-0.17,0.0,11.5,69.0
1784028150.083,57,0.713,-1.141,-0.138,0.0,14.2,68.0
1784028150.083,57,2.24,0.354,0.076,0.0,18.8,77.2
1784028150.083,57,3.348,-1.489,-0.071,0.0,15.7,68.5
1784028150.083,57,5.89,-0.0,0.029,0.0,13.0,62.3
1784028150.083,57,3.708,-0.469,0.333,-0.162,24.9,54.8
1784028150.184,58,0.354,-0.532,-0.143,0.0,11.4,69.4
1784028150.184,58,0.776,-1.099,-0.139,0.0,13.9,68.3
1784028150.184,58,2.239,0.354,0.078,0.0,18.8,77.2
1784028150.184,58,3.348,-1.489,-0.076,0.0,15.6,68.6
1784028150.184,58,5.933,-0.0,0.055,0.0,14.3,61.0
1784028150.184,58,3.71,-0.469,0.307,-0.162,25.2,53.9
1784028150.184,58,4.56,-1.178,0.135,-0.162,12.9,52.7
1784028150.286,59,0.352,-0.532,-0.147,0.0,11.6,69.0
1784028150.286,59,0.777,-1.099,-0.132,0.0,14.4,67.9
1784028150.286,59,2.24,0.354,0.076,0.0,18.8,77.2
1784028150.286,59,3.349,-1.489,-0.025,0.0,15.4,68.6
