t,frame,x,y,z,doppler,snr_db
1783972887.553,13,1.118,0.368,0.037,0.0,12.1
1783972887.553,13,4.348,6.097,0.48,0.0,11.9
1783972887.553,13,7.269,-1.661,1.423,0.0,12.6
1783972887.553,13,7.289,0.949,-1.898,0.0,12.6
1783972887.553,13,7.258,-2.196,1.867,0.0,12.7
1783972887.553,13,7.739,0.976,0.387,0.0,12.7
1783972887.653,14,0.823,0.674,0.394,0.0,12.2
1783972887.653,14,7.343,-1.909,0.852,0.0,16.7
1783972887.653,14,7.18,1.193,-2.305,0.0,16.7
1783972887.653,14,6.811,-2.44,2.939,0.0,12.2
1783972887.653,14,7.797,0.244,-0.361,0.0,12.2
1783972887.754,15,0.532,-0.92,-0.508,0.0,11.8
1783972887.754,15,1.119,0.368,0.008,0.0,11.8
1783972887.754,15,3.959,6.332,0.742,0.0,12.7
1783972887.754,15,7.34,-1.909,0.883,0.0,16.4
1783972887.754,15,7.012,0.954,-2.866,0.0,16.4
1783972887.856,16,0.765,0.674,0.498,0.0,12.4
1783972887.856,16,7.385,-1.909,0.344,0.0,16.2
1783972887.856,16,6.752,0.954,3.433,0.0,16.2
1783972887.957,17,4.329,6.097,0.632,0.0,12.2
1783972887.957,17,7.291,-1.898,0.932,0.0,14.4
1783972887.957,17,7.328,0.949,-1.742,0.0,14.4
1783972887.957,17,7.467,-1.952,1.194,0.0,12.0
1783972888.058,18,7.454,-1.941,0.989,0.0,13.4
1783972888.159,19,1.104,0.405,-0.071,0.0,12.1
1783972888.159,19,7.211,-2.123,0.676,0.0,12.9
1783972888.159,19,7.201,-2.172,1.748,0.0,12.9
1783972888.159,19,7.68,0.724,-0.348,0.0,12.9
1783972888.26,20,0.764,0.674,0.499,0.0,11.6
1783972888.26,20,3.95,6.332,0.79,0.0,11.2
1783972888.26,20,7.265,-1.876,0.114,0.0,11.2
1783972888.26,20,7.376,-2.172,0.713,0.0,11.6
1783972888.26,20,6.984,0.483,3.259,0.0,11.6
1783972888.362,21,0.823,0.674,0.394,0.0,12.7
1783972888.362,21,7.333,-1.898,0.51,0.0,14.4
1783972888.362,21,7.302,-2.44,1.308,0.0,13.6
1783972888.463,22,7.389,-1.909,0.221,0.0,13.5
1783972888.463,22,7.44,-1.941,1.087,0.0,12.0
1783972888.563,23,7.337,-1.898,0.441,0.0,18.6
1783972888.664,24,1.119,0.368,-0.002,0.0,12.0
1783972888.664,24,4.323,6.097,0.673,0.0,12.1
1783972888.664,24,7.324,-1.92,1.281,0.0,14.7
1783972888.766,25,1.119,0.368,-0.022,0.0,12.6
1783972888.766,25,3.956,6.332,0.757,0.0,13.1
1783972888.766,25,7.513,-1.699,0.99,0.0,14.9
1783972888.867,26,0.956,0.626,0.286,0.0,12.1
1783972888.867,26,4.31,6.097,0.751,0.0,13.1
1783972888.867,26,7.36,-1.92,1.05,0.0,14.8
1783972888.968,27,1.105,0.405,0.046,0.0,11.7
1783972888.968,27,4.32,6.097,0.692,0.0,13.9
1783972888.968,27,7.337,-0.704,1.407,0.0,13.9
1783972888.968,27,7.775,0.732,0.014,0.0,12.0
1783972888.968,27,6.812,-1.952,3.282,0.0,12.0
1783972889.068,28,0.536,-0.92,-0.503,0.0,11.7
1783972889.068,28,1.119,0.368,0.03,0.0,11.7
1783972889.068,28,4.307,6.097,0.764,0.0,12.7
1783972889.169,29,0.978,0.626,0.198,0.0,11.4
1783972889.169,29,7.111,-2.372,1.199,0.0,15.0
1783972889.169,29,7.542,-1.952,0.54,0.0,13.8
1783972889.27,30,0.793,0.674,0.453,0.0,12.0
1783972889.27,30,4.326,6.097,0.653,0.0,12.0
1783972889.27,30,7.362,-2.16,-0.323,0.0,13.3
1783972889.27,30,7.148,0.48,2.763,0.0,13.3
1783972889.371,31,1.106,0.405,-0.014,0.0,11.9
1783972889.371,31,7.247,-2.16,1.335,0.0,15.6
1783972889.471,32,0.77,0.674,0.49,0.0,12.4
1783972889.471,32,4.334,6.097,0.591,0.0,12.5
1783972889.471,32,7.305,-2.16,0.966,0.0,15.8
1783972889.572,33,0.552,-0.92,-0.485,0.0,11.8
1783972889.572,33,1.106,0.405,0.036,0.0,11.8
1783972889.572,33,7.296,-1.887,0.422,0.0,13.8
1783972889.572,33,7.257,-2.4,0.733,0.0,15.1
1783972889.572,33,7.476,-1.952,1.136,0.0,12.4
1783972889.673,34,1.092,0.442,-0.013,0.0,12.1
1783972889.673,34,4.26,6.097,0.993,0.0,13.7
1783972889.673,34,7.356,-1.407,0.478,0.0,13.7
1783972889.673,34,7.337,-2.16,0.678,0.0,16.5
1783972889.673,34,8.437,-1.063,0.267,0.0,11.9
1783972889.773,35,0.531,-0.92,-0.508,0.0,11.9
1783972889.773,35,0.967,0.626,0.246,0.0,11.9
1783972889.773,35,3.982,6.332,0.607,0.0,11.8
1783972889.773,35,7.032,0.704,2.523,0.0,11.8
1783972889.773,35,7.389,-2.172,0.57,0.0,12.7
1783972889.773,35,8.439,-0.798,0.728,0.0,11.5
1783972889.873,36,0.798,0.674,0.443,0.0,12.0
1783972889.873,36,4.309,6.097,0.753,0.0,12.9
1783972889.873,36,7.468,-1.699,1.286,0.0,13.3
1783972889.974,37,1.119,0.368,-0.014,0.0,12.1
1783972889.974,37,3.974,6.332,0.656,0.0,13.5
1783972889.974,37,6.674,0.704,3.358,0.0,13.5
1783972889.974,37,7.728,0.736,1.186,0.0,11.9
1783972889.974,37,7.49,-2.209,-0.831,0.0,11.9
1783972890.074,38,4.235,6.097,1.097,0.0,13.2
1783972890.074,38,7.166,0.477,2.592,0.0,11.4
1783972890.074,38,7.251,-2.386,-0.13,0.0,11.4
1783972890.074,38,7.161,-2.196,2.21,0.0,11.3
1783972890.176,39,0.78,0.709,0.419,0.0,12.0
1783972890.176,39,4.31,6.097,0.752,0.0,13.3
1783972890.176,39,7.345,-2.16,0.596,0.0,12.7
1783972890.176,39,7.429,0.72,1.805,0.0,12.7
1783972890.277,40,1.118,0.368,0.035,0.0,11.4
1783972890.277,40,4.353,6.097,0.438,0.0,15.1
1783972890.277,40,6.697,0.704,3.312,0.0,15.1
1783972890.277,40,7.165,-2.16,1.72,0.0,13.5
1783972890.277,40,7.633,0.72,-0.425,0.0,13.5
1783972890.378,41,4.34,6.097,0.548,0.0,13.1
1783972890.378,41,7.322,-1.642,0.071,0.0,13.1
1783972890.378,41,7.242,-1.92,1.684,0.0,16.0
1783972890.378,41,7.468,0.72,-1.636,0.0,16.0
1783972890.479,42,1.075,0.479,0.057,0.0,11.5
1783972890.479,42,7.242,-2.123,0.13,0.0,14.5
1783972890.479,42,7.247,-2.16,1.332,0.0,16.7
1783972890.479,42,7.065,0.72,-2.919,0.0,16.7
1783972890.53,43,0.812,0.674,0.417,0.0,12.3
1783972890.53,43,3.923,6.332,0.912,0.0,11.6
1783972890.53,43,7.278,-2.16,1.154,0.0,14.3
1783972890.53,43,7.43,-2.184,0.582,0.0,11.4
1783972890.681,44,0.855,0.674,0.319,0.0,11.6
1783972890.681,44,3.985,6.332,0.586,0.0,12.2
1783972890.681,44,6.994,-2.111,1.717,0.0,12.2
1783972890.681,44,8.464,-0.798,0.321,0.0,11.9
1783972890.782,45,3.913,6.332,0.956,0.0,12.3
1783972890.782,45,7.396,0.235,1.248,0.0,12.3
1783972890.782,45,7.714,0.728,-0.528,0.0,13.0
1783972890.782,45,6.692,-1.941,3.43,0.0,13.0
1783972890.833,46,1.09,0.442,0.062,0.0,12.7
1783972890.833,46,7.286,-1.898,0.97,0.0,16.3
1783972890.935,47,0.813,0.674,0.415,0.0,11.4
1783972890.935,47,7.433,1.67,-0.498,0.0,13.7
1783972890.935,47,7.31,-1.909,1.104,0.0,13.7
1783972890.935,47,7.766,0.732,0.384,0.0,12.8
1783972891.086,48,0.845,0.674,0.344,0.0,11.6
1783972891.086,48,4.321,6.097,0.682,0.0,12.0
1783972891.086,48,7.476,1.432,0.59,0.0,12.9
1783972891.086,48,6.982,-2.625,1.628,0.0,12.9
1783972891.086,48,7.626,-0.244,1.664,0.0,12.1
1783972891.136,49,1.116,0.368,0.086,0.0,11.9
1783972891.136,49,7.29,-1.887,0.513,0.0,14.0
1783972891.136,49,7.289,-2.16,1.08,0.0,16.7
1783972891.136,49,7.79,0.488,0.271,0.0,12.1
1783972891.136,49,7.197,-1.708,2.506,0.0,12.1
1783972891.237,50,7.206,-2.123,0.734,0.0,13.5
1783972891.237,50,7.305,-2.16,0.966,0.0,14.9
1783972891.237,50,7.369,1.68,-1.357,0.0,14.9
1783972891.237,50,7.774,0.732,-0.125,0.0,11.5
1783972891.237,50,7.016,-2.196,2.635,0.0,11.5
1783972891.338,51,0.997,0.589,0.218,0.0,11.9
1783972891.338,51,4.346,6.097,0.501,0.0,13.3
1783972891.338,51,7.281,-2.16,1.134,0.0,16.3
1783972891.338,51,6.998,0.72,-3.076,0.0,16.3
1783972891.438,52,0.825,0.674,0.39,0.0,11.7
1783972891.438,52,3.962,6.332,0.725,0.0,12.8
1783972891.438,52,7.312,0.469,1.62,0.0,12.8
1783972891.438,52,7.437,-1.941,1.107,0.0,14.0
1783972891.539,53,0.793,0.674,0.452,0.0,11.4
1783972891.539,53,4.357,6.097,0.396,0.0,12.0
1783972891.539,53,7.422,0.469,1.004,0.0,12.0
1783972891.539,53,7.385,-1.909,0.345,0.0,12.5
1783972891.539,53,7.201,1.193,2.24,0.0,12.5
1783972891.539,53,7.371,-2.196,1.354,0.0,13.4
1783972891.64,54,1.116,0.368,0.077,0.0,12.1
1783972891.64,54,3.996,6.332,0.502,0.0,12.9
1783972891.64,54,7.347,0.469,1.452,0.0,12.9
1783972891.64,54,7.289,-2.147,0.74,0.0,15.9
1783972891.742,55,1.075,0.479,0.058,0.0,11.3
1783972891.742,55,4.349,6.097,0.472,0.0,13.7
1783972891.742,55,6.767,0.469,3.209,0.0,13.7
1783972891.742,55,7.404,-1.68,1.147,0.0,11.9
1783972891.742,55,8.419,-0.798,0.928,0.0,11.2
1783972891.848,56,0.823,0.638,0.45,0.0,11.4
1783972891.848,56,4.314,6.097,0.724,0.0,13.4
1783972891.848,56,6.9,0.469,2.911,0.0,13.4
1783972891.848,56,7.21,-2.16,1.52,0.0,15.7
1783972891.848,56,7.447,0.72,-1.729,0.0,15.7
1783972891.848,56,8.585,-1.928,0.508,0.0,11.6
1783972891.95,57,1.118,0.368,0.052,0.0,11.9
1783972891.95,57,7.284,-1.887,0.593,0.0,15.8
1783972891.95,57,7.394,-1.92,0.781,0.0,12.8
1783972892.054,58,0.461,0.267,0.298,0.0,12.0
1783972892.054,58,1.092,0.442,0.01,0.0,11.6
1783972892.054,58,7.369,-1.92,0.99,0.0,14.8
1783972892.155,59,0.47,0.267,0.285,0.0,12.6
1783972892.155,59,1.106,0.405,-0.028,0.0,12.7
1783972892.155,59,4.326,6.097,0.651,0.0,11.4
1783972892.155,59,7.368,0.469,1.342,0.0,11.4
1783972892.155,59,7.229,-2.386,0.583,0.0,12.7
1783972892.256,60,0.462,0.267,0.297,0.0,12.3
1783972892.256,60,1.119,0.368,-0.022,0.0,11.9
1783972892.256,60,8.43,-1.063,0.43,0.0,11.7
1783972892.357,61,3.967,6.332,0.699,0.0,12.4
1783972892.357,61,7.459,0.469,0.674,0.0,12.4
1783972892.357,61,7.431,-1.92,0.227,0.0,14.3
1783972892.458,62,7.449,-1.67,-0.1,0.0,16.7
1783972892.458,62,6.9,0.954,3.127,0.0,16.7
1783972892.458,62,7.505,-1.699,1.048,0.0,11.5
1783972892.559,63,1.104,0.405,-0.067,0.0,12.3
1783972892.559,63,3.88,6.332,1.081,0.0,13.4
1783972892.559,63,7.43,0.469,0.938,0.0,13.4
1783972892.559,63,7.469,-1.941,0.873,0.0,15.6
1783972892.659,64,1.017,0.354,0.357,0.0,13.6
1783972892.659,64,7.339,-1.909,0.891,0.0,14.8
1783972892.76,65,0.777,-0.815,-0.136,0.0,12.7
1783972892.76,65,1.066,0.354,0.158,0.0,12.7
1783972892.76,65,7.284,-1.179,1.586,0.0,12.1
1783972892.76,65,6.9,1.415,-2.713,0.0,12.1
1783972892.76,65,7.424,-1.68,1.013,0.0,15.5
1783972892.76,65,7.579,1.2,0.281,0.0,15.5
1783972892.861,66,0.731,-0.815,-0.295,0.0,14.6
1783972892.861,66,7.414,-1.931,0.966,0.0,14.2
1783972892.962,67,0.727,-0.815,-0.305,0.0,13.2
1783972892.962,67,7.241,-1.415,1.593,0.0,12.7
1783972892.962,67,4.698,5.897,0.361,0.0,12.7
1783972892.962,67,7.447,-1.2,1.439,0.0,14.2
1783972892.962,67,7.474,-1.952,1.149,0.0,11.5
1783972893.063,68,0.744,-0.851,-0.1,0.0,13.5
1783972893.063,68,7.496,-1.432,0.232,0.0,14.6
1783972893.063,68,6.606,1.432,3.55,0.0,14.6
1783972893.164,69,7.292,-1.651,1.033,0.0,16.3
1783972893.164,69,7.525,-1.44,0.518,0.0,17.8
1783972893.266,70,7.293,-1.651,1.029,0.0,15.4
1783972893.266,70,7.649,0.965,0.441,0.0,13.0
1783972893.367,71,3.633,6.097,-2.437,0.0,11.5
1783972893.367,71,7.322,1.407,0.846,0.0,11.5
1783972893.367,71,7.412,-1.67,0.757,0.0,15.3
1783972893.367,71,7.516,1.193,0.615,0.0,15.3
1783972893.367,71,7.566,-1.699,0.423,0.0,13.1
1783972893.467,72,7.249,-1.909,1.451,0.0,15.5
1783972893.467,72,7.465,1.193,-1.072,0.0,15.5
1783972893.568,73,7.356,-1.67,1.182,0.0,16.0
1783972893.568,73,7.33,1.193,-1.774,0.0,16.0
1783972893.669,74,0.728,-0.851,-0.181,0.0,12.0
1783972893.669,74,7.43,-1.432,1.021,0.0,15.7
1783972893.669,74,7.3,1.193,-1.894,0.0,15.7
1783972893.669,74,7.328,-1.456,2.119,0.0,12.6
1783972893.669,74,7.495,1.213,-1.631,0.0,12.6
1783972893.77,75,7.428,-1.423,0.655,0.0,15.1
1783972893.77,75,7.276,1.423,-1.632,0.0,15.1
1783972893.872,76,7.453,-1.423,0.222,0.0,15.5
1783972893.972,77,7.482,-1.432,0.518,0.0,16.5
1783972893.972,77,7.628,-1.456,-0.019,0.0,12.6
1783972894.073,78,7.498,-1.432,-0.159,0.0,15.0
1783972894.073,78,7.493,-1.699,1.13,0.0,14.2
1783972894.174,79,7.087,-1.661,2.155,0.0,12.6
1783972894.174,79,7.328,1.661,-1.081,0.0,12.6
1783972894.174,79,6.93,-1.448,3.085,0.0,12.5
1783972894.174,79,7.662,0.965,-0.039,0.0,12.5
1783972894.275,80,7.538,-1.44,0.25,0.0,15.2
1783972894.275,80,7.436,-1.456,1.701,0.0,13.3
1783972894.376,81,7.441,1.67,0.361,0.0,13.0
1783972894.376,81,7.627,-1.456,0.139,0.0,12.0
1783972894.376,81,7.59,1.213,1.105,0.0,12.0
1783972894.477,82,7.423,-1.423,0.711,0.0,15.9
1783972894.477,82,7.075,1.423,-2.356,0.0,15.9
1783972894.578,83,7.498,-1.432,0.172,0.0,17.5
1783972894.578,83,7.607,1.207,0.554,0.0,13.2
1783972894.678,84,7.499,-1.432,-0.065,0.0,15.8
1783972894.678,84,7.441,1.432,0.934,0.0,15.8
1783972894.678,84,8.425,0.266,1.149,0.0,12.1
1783972894.729,85,7.497,-1.186,-0.131,0.0,12.1
1783972894.729,85,7.386,1.661,0.567,0.0,12.1
1783972894.729,85,7.59,-1.456,0.765,0.0,16.7
1783972894.879,86,7.459,1.432,-0.782,0.0,14.2
1783972894.879,86,7.456,-1.432,0.805,0.0,14.2
1783972894.879,86,7.67,-1.213,-0.096,0.0,13.1
1783972894.879,86,6.827,1.213,3.497,0.0,13.1
1783972894.879,86,8.473,0.266,0.722,0.0,12.1
1783972894.98,87,7.466,1.432,0.711,0.0,14.8
1783972894.98,87,7.545,1.207,1.115,0.0,12.7
1783972894.98,87,7.546,-1.448,-0.77,0.0,12.7
1783972895.03,88,7.444,1.432,0.911,0.0,14.8
1783972895.03,88,7.499,-1.432,0.081,0.0,14.8
1783972895.03,88,7.628,-1.456,0.095,0.0,12.4
1783972895.03,88,8.487,0.266,0.53,0.0,11.5
1783972895.181,89,7.403,-1.179,0.882,0.0,14.0
1783972895.181,89,7.583,-1.2,-0.124,0.0,15.8
1783972895.284,90,7.584,-1.2,0.059,0.0,14.4
1783972895.284,90,7.562,-1.708,0.94,0.0,14.6
1783972895.334,91,7.526,-1.44,0.497,0.0,17.6
1783972895.436,92,7.497,1.213,1.624,0.0,13.6
1783972895.436,92,7.539,-1.456,-1.163,0.0,13.6
1783972895.587,93,7.421,1.448,1.569,0.0,13.5
1783972895.587,93,7.548,-1.448,-0.753,0.0,13.5
1783972895.638,94,7.392,1.423,0.979,0.0,12.0
1783972895.638,94,7.456,-1.423,-0.066,0.0,12.0
1783972895.638,94,7.628,-1.456,0.096,0.0,17.1
1783972895.638,94,7.225,1.456,2.447,0.0,17.1
1783972895.739,95,7.359,-1.651,0.298,0.0,12.2
1783972895.739,95,7.534,1.689,0.125,0.0,12.9
1783972895.739,95,7.612,-1.207,0.483,0.0,12.9
1783972895.84,96,7.472,-1.464,1.735,0.0,14.1
1783972895.84,96,7.597,1.22,-1.336,0.0,14.1
1783972895.941,97,7.404,-1.415,0.377,0.0,13.0
1783972895.941,97,7.486,1.448,1.226,0.0,16.6
1783972895.941,97,7.414,-1.448,-1.604,0.0,16.6
1783972895.941,97,7.599,-1.718,0.988,0.0,11.2
1783972895.941,97,8.463,-0.0,0.87,0.0,11.4
1783972896.042,98,7.503,1.448,1.113,0.0,13.4
1783972896.042,98,7.595,1.963,0.37,0.0,11.6
1783972896.042,98,7.592,-1.963,0.421,0.0,11.6
1783972896.142,99,7.378,1.432,1.343,0.0,14.8
1783972896.142,99,7.458,-1.432,-0.793,0.0,14.8
1783972896.142,99,7.577,-1.456,0.884,0.0,11.3
1783972896.243,100,7.473,-1.186,0.613,0.0,15.5
1783972896.243,100,7.528,-1.44,0.46,0.0,13.1
1783972896.243,100,7.057,1.44,2.662,0.0,13.1
1783972896.344,101,7.335,1.67,1.305,0.0,13.3
1783972896.344,101,7.464,-1.193,-1.077,0.0,13.3
1783972896.445,102,7.403,-1.415,0.398,0.0,11.6
1783972896.545,103,7.37,-1.415,0.809,0.0,11.6
1783972896.545,103,7.442,1.67,0.346,0.0,14.0
1783972896.545,103,7.193,-1.67,1.94,0.0,14.0
1783972896.646,104,7.325,-1.407,0.82,0.0,11.9
1783972896.646,104,6.655,2.58,-2.316,0.0,11.9
1783972896.646,104,7.305,-1.68,1.664,0.0,14.5
1783972896.646,104,7.239,2.16,1.377,0.0,14.5
1783972896.747,105,7.039,-1.173,2.322,0.0,11.2
1783972896.747,105,7.047,1.876,-1.769,0.0,11.2
1783972896.747,105,7.41,1.67,0.77,0.0,14.6
1783972896.747,105,7.176,-1.67,2.002,0.0,14.6
1783972896.85,106,7.479,-1.432,-0.562,0.0,14.4
1783972896.85,106,7.187,1.432,2.144,0.0,14.4
1783972896.951,107,7.085,1.432,2.459,0.0,13.9
1783972896.951,107,7.528,-1.193,-0.448,0.0,13.9
1783972896.951,107,7.59,-1.456,0.76,0.0,15.0
1783972897.053,108,7.321,1.67,1.379,0.0,12.5
1783972897.053,108,7.497,-1.213,1.623,0.0,11.3
1783972897.053,108,7.405,1.213,-2.001,0.0,11.3
1783972897.153,109,7.39,1.432,1.276,0.0,13.9
1783972897.356,111,7.481,1.432,0.528,0.0,15.3
1783972897.356,111,7.491,-1.432,-0.362,0.0,15.3
1783972897.356,111,7.485,1.448,1.228,0.0,13.2
1783972897.457,112,7.579,1.718,1.13,0.0,11.6
1783972897.559,113,7.257,-1.407,1.293,0.0,11.5
1783972897.559,113,6.862,2.111,-2.183,0.0,11.5
1783972897.559,113,7.588,-1.456,0.777,0.0,13.3
1783972897.659,114,7.567,-1.472,1.496,0.0,12.2
1783972897.761,115,7.203,-1.173,1.749,0.0,13.1
1783972897.761,115,7.009,1.642,-2.12,0.0,13.1
1783972897.761,115,7.389,-1.432,1.281,0.0,15.2
1783972897.862,116,7.294,-1.44,1.921,0.0,13.7
1783972897.862,116,7.432,1.92,-0.203,0.0,13.7
1783972897.962,117,7.504,1.689,0.688,0.0,14.4
1783972898.063,118,7.388,-1.179,0.997,0.0,11.4
1783972898.063,118,7.433,1.931,0.808,0.0,12.8
1783972898.063,118,7.347,-1.689,1.673,0.0,12.8
1783972898.164,119,7.428,1.689,1.27,0.0,13.0
1783972898.265,120,7.384,-1.415,0.66,0.0,13.9
1783972898.366,121,7.472,-1.193,1.021,0.0,13.2
1783972898.568,123,7.361,1.67,1.149,0.0,13.5
1783972898.568,123,7.476,-1.193,-0.993,0.0,13.5
1783972898.568,123,7.645,1.718,0.522,0.0,11.5
1783972898.67,124,7.454,1.689,1.106,0.0,11.8
1783972898.67,124,7.196,-1.448,2.398,0.0,11.8
1783972898.77,125,7.526,1.193,0.48,0.0,13.6
1783972898.77,125,7.498,-1.432,0.175,0.0,13.6
1783972898.77,125,7.591,-1.213,1.099,0.0,12.3
1783972898.871,126,7.32,-1.642,0.187,0.0,12.3
1783972898.871,126,7.476,-1.186,0.576,0.0,13.3
1783972898.871,126,7.441,1.423,0.492,0.0,13.3
1783972898.972,127,7.214,1.67,1.859,0.0,12.3
1783972898.972,127,7.513,-1.193,-0.651,0.0,12.3
1783972898.972,127,7.641,-1.213,0.672,0.0,13.9
1783972899.073,128,7.492,-1.432,0.34,0.0,13.5
1783972899.073,128,7.63,-1.213,0.792,0.0,15.1
1783972899.174,129,7.498,1.432,0.152,0.0,14.7
1783972899.174,129,7.524,-1.193,0.506,0.0,14.7
1783972899.174,129,7.591,-1.464,1.106,0.0,12.0
1783972899.275,130,7.359,-1.407,-0.414,0.0,11.8
1783972899.275,130,7.256,1.876,0.378,0.0,11.8
1783972899.275,130,7.494,1.432,0.295,0.0,14.9
1783972899.275,130,7.611,-0.971,1.198,0.0,13.2
1783972899.376,131,7.409,-1.415,0.261,0.0,11.7
1783972899.376,131,7.487,-1.456,1.462,0.0,14.8
1783972899.376,131,7.756,1.481,0.126,0.0,11.5
1783972899.376,131,6.847,-1.481,3.646,0.0,11.5
1783972899.478,132,7.494,-1.186,0.258,0.0,13.1
1783972899.478,132,7.597,-1.213,1.06,0.0,18.6
1783972899.528,133,7.449,1.67,0.13,0.0,14.1
1783972899.528,133,7.218,-1.193,2.184,0.0,14.1
1783972899.528,133,7.754,1.481,-0.195,0.0,11.8
1783972899.679,134,7.434,1.67,0.484,0.0,12.3
1783972899.679,134,7.168,-1.67,2.03,0.0,12.3
1783972899.78,135,7.446,-1.423,0.405,0.0,15.1
1783972899.78,135,7.555,-1.464,1.33,0.0,12.8
1783972899.831,136,7.541,-1.193,-0.004,0.0,15.9
1783972899.831,136,7.23,1.432,1.994,0.0,15.9
1783972899.831,136,7.67,-1.213,0.1,0.0,14.2
1783972899.933,137,7.609,-1.456,0.543,0.0,18.1
1783972899.933,137,8.475,-0.0,0.747,0.0,11.6
1783972900.086,138,7.538,-1.193,0.22,0.0,12.2
1783972900.086,138,7.628,-1.213,0.805,0.0,16.4
1783972900.136,139,7.518,-1.193,0.598,0.0,15.8
1783972900.136,139,7.581,-1.456,0.849,0.0,14.7
1783972900.136,139,7.344,2.184,1.269,0.0,14.7
1783972900.237,140,7.429,-1.186,1.013,0.0,12.4
1783972900.237,140,7.009,1.423,-2.546,0.0,12.4
1783972900.237,140,7.43,-1.708,1.693,0.0,13.5
1783972900.237,140,7.571,1.708,0.866,0.0,13.5
1783972900.338,141,7.455,-1.179,0.052,0.0,12.2
1783972900.338,141,7.362,1.67,1.141,0.0,11.9
1783972900.338,141,7.625,1.718,0.759,0.0,12.8
1783972900.44,142,7.541,-1.44,0.131,0.0,12.8
