t,label,material,refl_db,range_m,doppler_mps,extent_m,n_points,x,y,z
1783972891.399,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.399,static,metal,48.9,7.62,0.0,2.08,7,7.2,-2.08,1.33
1783972891.399,static,metal,48.5,7.66,0.0,2.29,5,7.59,0.98,-0.01
1783972891.466,static,fabric,14.2,1.14,0.0,0.57,4,0.95,0.57,0.25
1783972891.466,static,metal,48.1,7.5,0.0,0.57,4,4.18,6.19,0.69
1783972891.466,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.466,static,metal,48.9,7.63,0.0,2.09,7,7.21,-2.09,1.34
1783972891.466,unknown,metal,48.5,7.68,0.0,2.17,5,7.62,0.94,0.08
1783972891.528,static,fabric,14.2,1.14,0.0,0.56,4,0.95,0.57,0.26
1783972891.528,static,metal,48.1,7.5,0.0,0.57,4,4.19,6.19,0.68
1783972891.528,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.528,static,metal,48.9,7.63,0.0,2.11,7,7.21,-2.1,1.35
1783972891.528,unknown,metal,48.5,7.7,0.0,2.08,5,7.64,0.92,0.14
1783972891.598,static,fabric,14.2,1.14,0.0,0.56,4,0.94,0.58,0.27
1783972891.598,static,metal,48.1,7.5,0.0,0.57,4,4.2,6.18,0.63
1783972891.598,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.598,static,metal,48.9,7.64,0.0,2.06,7,7.25,-2.09,1.19
1783972891.598,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.659,static,fabric,14.2,1.13,0.0,0.57,4,0.94,0.58,0.27
1783972891.659,static,metal,47.9,7.5,0.0,0.57,4,4.19,6.19,0.59
1783972891.659,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.659,static,metal,48.9,7.65,0.0,2.01,7,7.27,-2.09,1.1
1783972891.659,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.725,static,fabric,14.2,1.13,0.0,0.57,4,0.94,0.58,0.27
1783972891.725,static,metal,47.9,7.5,0.0,0.57,4,4.18,6.2,0.57
1783972891.725,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.725,static,metal,49.0,7.65,0.0,1.97,7,7.29,-2.09,1.03
1783972891.725,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.725,static,metal,47.8,7.57,0.0,1.0,3,7.38,0.42,1.61
1783972891.785,static,fabric,14.2,1.13,0.0,0.57,4,0.94,0.57,0.26
1783972891.785,static,metal,47.9,7.5,0.0,0.56,4,4.19,6.2,0.55
1783972891.785,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.785,static,metal,49.0,7.67,0.0,1.94,7,7.31,-2.06,1.01
1783972891.785,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.785,static,metal,47.8,7.55,0.0,1.08,3,7.36,0.5,1.6
1783972891.873,static,fabric,14.2,1.13,0.0,0.57,4,0.94,0.57,0.27
1783972891.873,static,metal,47.9,7.5,0.0,0.56,4,4.19,6.19,0.56
1783972891.873,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.873,static,metal,49.0,7.67,0.0,1.91,7,7.33,-2.04,1.02
1783972891.873,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.873,static,metal,47.8,7.52,0.0,1.27,4,7.29,0.53,1.76
1783972891.933,static,fabric,14.2,1.13,0.0,0.57,4,0.94,0.57,0.28
1783972891.933,static,metal,47.9,7.5,0.0,0.56,4,4.2,6.19,0.56
1783972891.933,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.933,static,metal,49.0,7.68,0.0,1.89,7,7.34,-2.03,1.03
1783972891.933,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.933,static,metal,47.8,7.5,0.0,1.43,4,7.25,0.55,1.87
1783972891.995,static,fabric,14.2,1.13,0.0,0.57,4,0.95,0.55,0.26
1783972891.995,static,metal,47.9,7.5,0.0,0.56,4,4.21,6.18,0.54
1783972891.995,static,metal,48.1,7.58,0.0,2.28,5,7.14,0.66,2.46
1783972891.995,static,metal,49.0,7.67,0.0,1.87,7,7.33,-2.02,0.99
1783972891.995,unknown,metal,48.2,7.65,0.0,2.11,5,7.59,0.83,0.44
1783972891.995,static,metal,47.8,7.49,0.0,1.54,4,7.2,0.57,1.97
1783972892.061,static,fabric,14.2,1.1,0.0,0.58,4,0.95,0.51,0.22
1783972892.061,static,metal,47.9,7.5,0.0,0.56,4,4.22,6.18,0.55
1783972892.061,static,metal,49.0,7.66,0.0,1.84,7,7.33,-1.99,0.98
1783972892.061,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.061,static,metal,47.8,7.49,0.0,1.54,4,7.2,0.57,1.97
1783972892.125,static,fabric,14.2,1.08,0.0,0.59,4,0.95,0.48,0.2
1783972892.125,static,metal,47.9,7.5,0.0,0.56,4,4.22,6.18,0.56
1783972892.125,static,metal,49.0,7.66,0.0,1.81,7,7.33,-1.98,0.97
1783972892.125,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.125,static,metal,47.8,7.47,0.0,1.4,4,7.07,0.54,2.35
1783972892.189,static,fabric,14.2,1.05,0.0,0.6,4,0.93,0.46,0.19
1783972892.189,static,metal,47.9,7.5,0.0,0.54,4,4.26,6.15,0.58
1783972892.189,static,metal,49.0,7.65,0.0,1.79,7,7.33,-1.98,0.96
1783972892.189,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.189,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.254,static,fabric,14.2,1.01,0.0,0.61,4,0.9,0.44,0.18
1783972892.254,static,metal,47.9,7.5,0.0,0.53,4,4.28,6.13,0.62
1783972892.254,static,metal,49.0,7.65,0.0,1.76,7,7.32,-2.01,0.94
1783972892.254,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.254,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.331,static,fabric,14.2,0.98,0.0,0.62,4,0.87,0.42,0.18
1783972892.331,static,metal,47.9,7.51,0.0,0.51,4,4.29,6.12,0.64
1783972892.331,static,metal,49.1,7.64,0.0,1.74,7,7.31,-2.02,0.92
1783972892.331,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.331,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.397,static,fabric,14.2,0.96,0.0,0.62,4,0.86,0.39,0.16
1783972892.397,static,metal,47.9,7.5,0.0,0.51,3,4.24,6.15,0.66
1783972892.397,static,metal,49.1,7.64,0.0,1.72,7,7.32,-2.02,0.82
1783972892.397,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.397,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.461,static,fabric,14.2,0.92,0.0,0.62,4,0.83,0.37,0.15
1783972892.461,static,metal,47.9,7.5,0.0,0.5,3,4.21,6.17,0.66
1783972892.461,static,metal,49.1,7.65,0.0,1.71,7,7.35,-1.98,0.73
1783972892.461,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.461,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.526,static,fabric,14.2,0.9,0.0,0.62,5,0.81,0.36,0.15
1783972892.526,static,metal,47.9,7.5,0.0,0.5,3,4.19,6.19,0.67
1783972892.526,static,metal,49.1,7.65,0.0,1.7,7,7.37,-1.96,0.67
1783972892.526,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.526,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.588,static,fabric,14.2,0.91,0.0,0.62,5,0.83,0.35,0.13
1783972892.588,static,metal,47.9,7.5,0.0,0.5,3,4.14,6.21,0.72
1783972892.588,static,metal,49.1,7.66,0.0,1.69,7,7.39,-1.95,0.62
1783972892.588,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.588,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.588,static,metal,47.4,7.5,0.0,0.67,2,7.41,0.47,1.0
1783972892.651,static,fabric,14.2,0.91,0.0,0.63,5,0.83,0.35,0.12
1783972892.651,static,metal,47.9,7.5,0.0,0.51,3,4.11,6.22,0.75
1783972892.651,static,metal,49.1,7.67,0.0,1.68,7,7.4,-1.94,0.59
1783972892.651,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.651,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.651,static,metal,47.4,7.5,0.0,0.67,2,7.42,0.47,0.99
1783972892.73,static,fabric,14.2,0.94,0.0,0.63,5,0.87,0.35,0.12
1783972892.73,static,metal,47.9,7.5,0.0,0.5,3,4.05,6.26,0.8
1783972892.73,static,metal,49.1,7.67,0.0,1.66,7,7.41,-1.9,0.59
1783972892.73,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.73,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.73,static,metal,47.4,7.5,0.0,0.61,2,7.42,0.47,0.93
1783972892.794,static,fabric,14.2,1.01,0.0,0.62,5,0.94,0.36,0.13
1783972892.794,static,metal,47.9,7.5,0.0,0.5,3,4.0,6.28,0.83
1783972892.794,static,metal,49.1,7.66,0.0,1.67,7,7.41,-1.83,0.66
1783972892.794,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.794,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.794,static,metal,47.4,7.51,0.0,0.62,2,7.45,0.55,0.82
1783972892.858,static,fabric,14.3,1.05,0.0,0.62,4,0.98,0.36,0.14
1783972892.858,static,metal,47.9,7.5,0.0,0.49,3,3.97,6.3,0.85
1783972892.858,static,metal,49.1,7.66,0.0,1.67,7,7.41,-1.79,0.7
1783972892.858,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.858,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.858,static,metal,47.4,7.53,0.0,0.65,2,7.46,0.61,0.76
1783972892.924,static,fabric,14.3,1.08,0.0,0.61,4,1.01,0.36,0.14
1783972892.924,static,metal,47.9,7.5,0.0,0.49,3,3.97,6.3,0.85
1783972892.924,static,metal,49.6,7.66,0.0,1.68,7,7.41,-1.77,0.77
1783972892.924,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.924,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.924,static,metal,47.4,7.54,0.0,0.67,2,7.48,0.69,0.71
1783972892.99,static,fabric,14.3,1.1,0.0,0.6,4,1.03,0.37,0.15
1783972892.99,static,metal,47.9,7.5,0.0,0.51,3,4.08,6.23,0.81
1783972892.99,static,metal,49.6,7.66,0.0,1.66,7,7.4,-1.73,0.92
1783972892.99,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972892.99,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972892.99,static,metal,47.4,7.55,0.0,0.7,2,7.48,0.74,0.67
1783972893.056,static,fabric,14.3,1.11,0.0,0.6,4,1.04,0.37,0.15
1783972893.056,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.056,static,metal,49.6,7.66,0.0,1.65,7,7.4,-1.7,1.01
1783972893.056,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.056,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.056,static,metal,48.4,7.56,0.0,0.72,2,7.49,0.77,0.65
1783972893.115,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.115,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.115,static,metal,49.6,7.65,0.0,1.64,7,7.4,-1.66,1.05
1783972893.115,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.115,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.115,static,metal,48.4,7.56,0.0,0.72,2,7.49,0.77,0.65
1783972893.115,static,fabric,15.4,1.13,0.0,0.18,3,0.75,-0.82,-0.23
1783972893.193,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.193,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.193,static,metal,49.6,7.64,0.0,1.64,7,7.4,-1.62,1.05
1783972893.193,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.193,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.193,static,metal,48.4,7.56,0.0,0.72,2,7.49,0.77,0.65
1783972893.193,static,fabric,15.4,1.13,0.0,0.19,3,0.74,-0.82,-0.22
1783972893.259,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.259,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.259,static,metal,49.6,7.64,0.0,1.64,7,7.4,-1.59,1.05
1783972893.259,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.259,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.259,static,metal,48.4,7.56,0.0,0.72,2,7.49,0.77,0.65
1783972893.259,static,fabric,15.4,1.13,0.0,0.19,3,0.74,-0.82,-0.22
1783972893.32,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.32,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.32,static,metal,49.6,7.64,0.0,1.64,7,7.4,-1.59,1.03
1783972893.32,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.32,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.32,static,metal,48.4,7.56,0.0,0.72,2,7.49,0.77,0.65
1783972893.32,static,fabric,15.4,1.13,0.0,0.19,3,0.74,-0.82,-0.22
1783972893.384,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.384,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.384,static,metal,49.6,7.64,0.0,1.64,7,7.41,-1.58,0.99
1783972893.384,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.384,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.384,static,metal,48.4,7.58,0.0,0.71,2,7.49,0.92,0.64
1783972893.384,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.45,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.45,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.45,static,metal,49.6,7.64,0.0,1.64,7,7.41,-1.58,0.96
1783972893.45,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.45,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.45,static,metal,48.4,7.59,0.0,0.7,2,7.5,1.01,0.64
1783972893.45,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.511,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.511,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.511,static,metal,49.7,7.63,0.0,1.63,7,7.41,-1.6,0.9
1783972893.511,unknown,metal,48.2,7.48,0.0,1.97,5,7.33,0.71,1.36
1783972893.511,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.511,static,metal,48.4,7.6,0.0,0.7,2,7.5,1.07,0.64
1783972893.511,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.578,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.578,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.578,static,metal,49.7,7.63,0.0,1.62,7,7.4,-1.62,0.9
1783972893.578,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.578,static,metal,48.4,7.61,0.0,0.69,3,7.5,1.11,0.63
1783972893.578,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.655,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.655,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.655,static,metal,49.7,7.63,0.0,1.61,7,7.39,-1.64,0.9
1783972893.655,unknown,metal,47.8,7.47,0.0,1.29,4,6.99,0.51,2.6
1783972893.655,static,metal,48.4,7.61,0.0,0.69,3,7.5,1.14,0.63
1783972893.655,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.721,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.721,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.721,static,metal,49.7,7.63,0.0,1.62,7,7.39,-1.64,0.99
1783972893.721,static,metal,48.4,7.61,0.0,0.69,3,7.5,1.16,0.63
1783972893.721,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.782,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.782,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.782,static,metal,49.9,7.64,0.0,1.62,7,7.39,-1.63,1.02
1783972893.782,static,metal,48.4,7.6,0.0,0.67,3,7.47,1.21,0.67
1783972893.782,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.782,static,metal,50.8,7.64,0.0,0.78,3,7.39,1.21,-1.52
1783972893.846,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.846,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.846,static,metal,49.9,7.64,0.0,1.62,7,7.39,-1.62,1.05
1783972893.846,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972893.846,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.846,static,metal,50.8,7.64,0.0,0.8,4,7.38,1.22,-1.55
1783972893.916,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.916,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.916,static,metal,49.9,7.63,0.0,1.63,7,7.39,-1.6,1.07
1783972893.916,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972893.916,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.916,static,metal,50.8,7.64,0.0,0.81,4,7.38,1.23,-1.57
1783972893.977,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972893.977,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972893.977,static,metal,50.1,7.63,0.0,1.64,7,7.4,-1.55,0.98
1783972893.977,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972893.977,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972893.977,static,metal,50.8,7.65,0.0,0.75,4,7.37,1.24,-1.62
1783972894.059,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972894.059,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972894.059,static,metal,50.1,7.63,0.0,1.64,7,7.42,-1.52,0.92
1783972894.059,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972894.059,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972894.059,static,metal,50.8,7.65,0.0,0.7,4,7.36,1.25,-1.66
1783972894.12,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972894.12,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972894.12,static,metal,50.1,7.63,0.0,1.65,7,7.44,-1.5,0.84
1783972894.12,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972894.12,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972894.12,static,metal,50.8,7.65,0.0,0.66,4,7.36,1.26,-1.68
1783972894.182,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972894.182,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972894.182,static,metal,50.2,7.61,0.0,1.68,7,7.41,-1.5,0.88
1783972894.182,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972894.182,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972894.182,static,metal,50.8,7.63,0.0,0.65,4,7.34,1.36,-1.57
1783972894.251,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972894.251,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972894.251,static,metal,50.2,7.6,0.0,1.71,7,7.4,-1.5,0.9
1783972894.251,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972894.251,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972894.251,static,metal,50.8,7.61,0.0,0.65,3,7.33,1.42,-1.5
1783972894.311,static,fabric,14.3,1.12,0.0,0.59,4,1.04,0.36,0.19
1783972894.311,static,metal,47.9,7.5,0.0,0.53,3,4.16,6.19,0.78
1783972894.311,static,metal,50.2,7.6,0.0,1.73,7,7.4,-1.5,0.93
1783972894.311,static,metal,48.4,7.59,0.0,0.65,3,7.45,1.24,0.69
1783972894.311,static,fabric,15.4,1.13,0.0,0.2,3,0.74,-0.83,-0.21
1783972894.311,static,metal,50.8,7.61,0.0,0.65,3,7.33,1.42,-1.5
