t,label,material,refl_db,range_m,doppler_mps,extent_m,n_points,x,y,z
1783975674.372,static,unknown,7.4,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.372,static,unknown,1.1,8.46,0.0,0.5,5,8.23,1.44,1.32
1783975674.434,static,fabric,-0.1,0.99,0.0,0.8,23,0.97,-0.19,0.1
1783975674.434,static,fabric,-1.0,2.63,0.0,0.98,10,2.45,0.9,0.31
1783975674.434,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.434,static,unknown,1.1,8.46,0.0,0.5,5,8.23,1.44,1.33
1783975674.496,static,fabric,-0.1,0.98,0.0,0.8,23,0.96,-0.19,0.1
1783975674.496,static,fabric,-1.0,2.63,0.0,0.98,10,2.45,0.9,0.31
1783975674.496,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.496,static,unknown,1.1,8.46,0.0,0.5,5,8.23,1.43,1.34
1783975674.581,static,fabric,-0.1,0.96,0.0,0.8,23,0.94,-0.19,0.1
1783975674.581,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.31
1783975674.581,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.581,static,unknown,1.1,8.46,0.0,0.49,5,8.23,1.44,1.35
1783975674.643,static,fabric,-0.1,0.94,0.0,0.79,23,0.92,-0.19,0.1
1783975674.643,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.643,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.643,static,unknown,1.1,8.46,0.0,0.48,5,8.22,1.44,1.37
1783975674.707,static,fabric,-0.0,0.93,0.0,0.79,23,0.91,-0.19,0.09
1783975674.707,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.707,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.707,static,unknown,1.1,8.46,0.0,0.47,5,8.22,1.44,1.38
1783975674.731,static,fabric,-0.0,0.92,0.0,0.79,22,0.89,-0.19,0.09
1783975674.731,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.731,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.731,static,unknown,1.1,8.46,0.0,0.46,5,8.22,1.45,1.38
1783975674.835,static,fabric,-0.0,0.9,0.0,0.78,22,0.87,-0.19,0.09
1783975674.835,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.835,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.835,static,unknown,1.1,8.46,0.0,0.46,5,8.22,1.45,1.37
1783975674.897,static,fabric,-0.0,0.88,0.0,0.77,22,0.86,-0.18,0.09
1783975674.897,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.897,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975674.897,static,unknown,1.1,8.46,0.0,0.46,5,8.23,1.43,1.36
1783975674.963,static,fabric,-0.0,0.87,0.0,0.77,22,0.84,-0.18,0.09
1783975674.963,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975674.963,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975674.963,static,unknown,1.1,8.46,0.0,0.46,5,8.23,1.43,1.35
1783975675.045,static,fabric,-0.0,0.86,0.0,0.76,21,0.83,-0.18,0.09
1783975675.045,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.045,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.045,static,unknown,1.1,8.46,0.0,0.46,5,8.23,1.45,1.32
1783975675.106,static,fabric,0.1,0.85,0.0,0.75,21,0.83,-0.18,0.09
1783975675.106,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.106,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.106,static,unknown,1.1,8.46,0.0,0.46,5,8.23,1.45,1.3
1783975675.171,static,fabric,0.1,0.85,0.0,0.75,21,0.83,-0.18,0.09
1783975675.171,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.171,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.171,static,unknown,1.1,8.46,0.0,0.46,5,8.24,1.45,1.27
1783975675.234,static,fabric,0.1,0.85,0.0,0.74,21,0.82,-0.18,0.09
1783975675.234,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.234,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.234,static,unknown,1.2,8.46,0.0,0.45,5,8.25,1.44,1.24
1783975675.307,static,fabric,0.1,0.85,0.0,0.74,21,0.82,-0.18,0.09
1783975675.307,static,fabric,-1.1,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.307,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.307,static,unknown,1.2,8.46,0.0,0.45,5,8.25,1.44,1.25
1783975675.37,static,fabric,0.1,0.85,0.0,0.73,21,0.82,-0.18,0.09
1783975675.37,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.37,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.37,static,unknown,1.2,8.47,0.0,0.45,5,8.25,1.44,1.25
1783975675.435,static,fabric,0.1,0.85,0.0,0.73,20,0.82,-0.18,0.09
1783975675.435,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.435,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.435,static,unknown,1.2,8.47,0.0,0.45,5,8.25,1.42,1.27
1783975675.511,static,fabric,0.1,0.85,0.0,0.72,20,0.82,-0.18,0.09
1783975675.511,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.511,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.511,static,unknown,1.2,8.46,0.0,0.44,5,8.25,1.38,1.27
1783975675.575,static,fabric,0.1,0.84,0.0,0.72,20,0.82,-0.18,0.09
1783975675.575,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.575,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.575,static,unknown,1.2,8.46,0.0,0.44,5,8.26,1.36,1.27
1783975675.64,static,fabric,0.1,0.84,0.0,0.72,20,0.82,-0.18,0.09
1783975675.64,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.64,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.64,static,unknown,1.2,8.46,0.0,0.44,5,8.26,1.35,1.28
1783975675.659,static,fabric,0.1,0.84,0.0,0.71,20,0.82,-0.18,0.09
1783975675.659,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.659,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.659,static,unknown,1.2,8.46,0.0,0.43,5,8.26,1.34,1.28
1783975675.768,static,fabric,0.1,0.84,0.0,0.71,20,0.82,-0.18,0.09
1783975675.768,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.768,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975675.768,static,unknown,1.2,8.46,0.0,0.43,5,8.26,1.33,1.3
1783975675.83,static,fabric,0.1,0.85,0.0,0.71,20,0.83,-0.18,0.09
1783975675.83,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.29
1783975675.83,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.83,static,unknown,1.2,8.46,0.0,0.43,5,8.25,1.33,1.31
1783975675.895,static,fabric,0.1,0.86,0.0,0.71,20,0.83,-0.18,0.09
1783975675.895,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975675.895,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.895,static,unknown,1.1,8.46,0.0,0.43,5,8.25,1.35,1.31
1783975675.975,static,fabric,0.1,0.86,0.0,0.71,19,0.84,-0.18,0.09
1783975675.975,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975675.975,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975675.975,static,unknown,1.1,8.46,0.0,0.42,5,8.25,1.36,1.32
1783975676.035,static,fabric,0.1,0.87,0.0,0.71,19,0.85,-0.18,0.09
1783975676.035,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.035,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.035,static,unknown,1.1,8.46,0.0,0.42,5,8.24,1.39,1.33
1783975676.058,static,fabric,0.2,0.88,0.0,0.71,19,0.86,-0.18,0.1
1783975676.058,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.058,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.058,static,unknown,1.1,8.46,0.0,0.42,5,8.24,1.4,1.33
1783975676.166,static,fabric,0.2,0.9,0.0,0.71,19,0.88,-0.18,0.1
1783975676.166,static,fabric,-1.2,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.166,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.166,static,unknown,1.1,8.46,0.0,0.42,5,8.23,1.41,1.34
1783975676.229,static,fabric,0.2,0.92,0.0,0.72,19,0.9,-0.18,0.1
1783975676.229,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.229,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975676.229,static,unknown,1.1,8.46,0.0,0.42,5,8.23,1.44,1.36
1783975676.296,static,fabric,0.2,0.95,0.0,0.72,19,0.93,-0.18,0.1
1783975676.296,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.296,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975676.296,static,unknown,1.1,8.46,0.0,0.41,5,8.22,1.47,1.36
1783975676.37,static,fabric,0.2,0.96,0.0,0.72,19,0.94,-0.18,0.11
1783975676.37,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.37,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975676.37,static,unknown,1.1,8.46,0.0,0.41,5,8.22,1.49,1.36
1783975676.437,static,fabric,0.2,0.98,0.0,0.72,20,0.96,-0.18,0.11
1783975676.437,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.437,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975676.437,static,unknown,1.1,8.46,0.0,0.41,5,8.22,1.5,1.37
1783975676.503,static,fabric,0.2,0.99,0.0,0.72,20,0.97,-0.18,0.11
1783975676.503,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.503,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.503,static,unknown,1.1,8.46,0.0,0.41,5,8.21,1.51,1.37
1783975676.566,static,fabric,0.2,1.0,0.0,0.72,20,0.98,-0.18,0.11
1783975676.566,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.566,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.566,static,unknown,1.1,8.46,0.0,0.41,5,8.21,1.52,1.36
1783975676.627,static,fabric,-0.1,1.0,0.0,0.72,20,0.98,-0.18,0.11
1783975676.627,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.627,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.627,static,unknown,1.1,8.46,0.0,0.41,5,8.21,1.54,1.34
1783975676.692,static,fabric,-0.1,0.99,0.0,0.73,20,0.97,-0.18,0.11
1783975676.692,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.692,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.692,static,unknown,1.0,8.46,0.0,0.41,5,8.21,1.54,1.32
1783975676.759,static,fabric,-0.3,0.98,0.0,0.73,20,0.96,-0.17,0.11
1783975676.759,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.9,0.3
1783975676.759,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.759,static,unknown,1.0,8.46,0.0,0.41,5,8.22,1.54,1.32
1783975676.861,static,fabric,-0.3,0.98,0.0,0.73,20,0.95,-0.18,0.11
1783975676.861,static,fabric,-1.3,2.62,0.0,0.98,10,2.45,0.9,0.3
1783975676.861,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.861,static,unknown,1.0,8.46,0.0,0.41,5,8.22,1.52,1.31
1783975676.911,static,fabric,-0.3,0.96,0.0,0.73,20,0.94,-0.18,0.11
1783975676.911,static,fabric,-1.3,2.62,0.0,0.98,10,2.44,0.9,0.3
1783975676.911,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975676.911,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.49,1.3
1783975676.968,static,fabric,-0.3,0.95,0.0,0.73,20,0.93,-0.18,0.1
1783975676.968,static,fabric,-1.3,2.62,0.0,0.98,10,2.44,0.9,0.3
1783975676.968,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975676.968,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.47,1.29
1783975677.033,static,fabric,-0.3,0.94,0.0,0.73,20,0.92,-0.18,0.1
1783975677.033,static,fabric,-1.3,2.63,0.0,0.98,10,2.45,0.92,0.29
1783975677.033,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975677.033,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.45,1.31
1783975677.097,static,fabric,-0.3,0.92,0.0,0.73,20,0.9,-0.18,0.1
1783975677.097,static,fabric,-1.3,2.65,0.0,0.98,10,2.46,0.95,0.28
1783975677.097,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975677.097,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.43,1.34
1783975677.16,static,fabric,-0.3,0.91,0.0,0.73,20,0.89,-0.19,0.1
1783975677.16,static,fabric,-1.3,2.66,0.0,0.98,10,2.46,0.98,0.27
1783975677.16,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975677.16,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.41,1.36
1783975677.221,static,fabric,-0.3,0.91,0.0,0.73,20,0.88,-0.19,0.09
1783975677.221,static,fabric,-1.3,2.69,0.0,0.98,10,2.47,1.02,0.26
1783975677.221,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.74
1783975677.221,static,unknown,1.0,8.46,0.0,0.41,5,8.23,1.4,1.36
1783975677.301,static,fabric,0.1,0.89,0.0,0.73,20,0.87,-0.18,0.09
1783975677.301,static,fabric,-1.3,2.72,0.0,0.98,10,2.48,1.08,0.23
1783975677.301,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975677.301,static,unknown,1.0,8.46,0.0,0.42,5,8.24,1.39,1.36
1783975677.362,static,fabric,0.1,0.88,0.0,0.73,20,0.86,-0.18,0.09
1783975677.362,static,fabric,-1.3,2.74,0.0,0.98,10,2.49,1.12,0.22
1783975677.362,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975677.362,static,unknown,1.0,8.46,0.0,0.42,5,8.24,1.39,1.36
1783975677.428,static,fabric,0.1,0.87,0.0,0.73,19,0.84,-0.18,0.09
1783975677.428,static,fabric,-1.3,2.79,0.0,0.97,10,2.51,1.2,0.19
1783975677.428,static,unknown,7.3,5.41,0.0,0.03,5,5.36,0.17,0.75
1783975677.428,static,unknown,1.0,8.46,0.0,0.42,5,8.23,1.39,1.37
1783975677.492,static,fabric,0.1,0.86,0.0,0.72,19,0.84,-0.18,0.09
1783975677.492,static,fabric,-1.3,2.82,0.0,0.96,10,2.52,1.25,0.17
1783975677.492,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975677.492,static,unknown,1.0,8.46,0.0,0.42,5,8.24,1.36,1.36
1783975677.553,static,fabric,0.1,0.85,0.0,0.72,19,0.83,-0.18,0.09
1783975677.553,static,fabric,-1.3,2.84,0.0,0.94,9,2.53,1.29,0.15
1783975677.553,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975677.553,static,unknown,1.0,8.46,0.0,0.41,5,8.24,1.35,1.35
1783975677.622,static,fabric,0.1,0.85,0.0,0.72,19,0.83,-0.18,0.09
1783975677.622,static,fabric,-1.3,2.85,0.0,0.93,9,2.53,1.31,0.14
1783975677.622,static,unknown,7.3,5.41,0.0,0.03,5,5.35,0.17,0.75
1783975677.622,static,unknown,1.0,8.46,0.0,0.41,5,8.25,1.34,1.34
1783975677.684,static,fabric,0.1,0.85,0.0,0.72,19,0.82,-0.18,0.09
1783975677.684,static,fabric,-1.3,2.86,0.0,0.92,9,2.53,1.32,0.13
1783975677.684,static,unknown,7.3,5.41,0.0,0.02,5,5.35,0.17,0.75
1783975677.684,static,unknown,1.0,8.46,0.0,0.41,5,8.25,1.33,1.33
1783975677.773,static,fabric,0.1,0.85,0.0,0.72,19,0.82,-0.18,0.09
1783975677.773,static,fabric,-1.1,2.87,0.0,0.9,9,2.54,1.33,0.13
1783975677.773,static,unknown,7.3,5.41,0.0,0.02,5,5.35,0.17,0.75
1783975677.773,static,unknown,1.0,8.46,0.0,0.4,5,8.25,1.33,1.35
1783975677.834,static,fabric,0.1,0.85,0.0,0.71,19,0.82,-0.18,0.09
1783975677.834,static,fabric,-1.0,2.87,0.0,0.89,9,2.54,1.34,0.13
1783975677.834,static,unknown,7.3,5.41,0.0,0.02,5,5.35,0.17,0.75
1783975677.834,static,unknown,1.0,8.46,0.0,0.4,5,8.25,1.32,1.34
1783975677.894,static,fabric,0.1,0.85,0.0,0.71,19,0.82,-0.18,0.1
1783975677.894,static,fabric,-1.0,2.87,0.0,0.88,9,2.54,1.34,0.12
1783975677.894,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975677.894,static,unknown,1.0,8.46,0.0,0.4,5,8.25,1.32,1.33
1783975677.951,static,fabric,0.1,0.85,0.0,0.71,19,0.82,-0.18,0.1
1783975677.951,static,fabric,-1.0,2.88,0.0,0.87,9,2.54,1.35,0.12
1783975677.951,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975677.951,static,unknown,1.0,8.46,0.0,0.4,5,8.25,1.32,1.32
1783975678.017,static,fabric,0.1,0.85,0.0,0.71,19,0.82,-0.18,0.1
1783975678.017,static,fabric,-1.0,2.88,0.0,0.86,9,2.54,1.35,0.12
1783975678.017,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.017,static,unknown,1.0,8.46,0.0,0.4,5,8.26,1.32,1.29
1783975678.042,static,fabric,0.1,0.85,0.0,0.71,19,0.82,-0.18,0.1
1783975678.042,static,fabric,-1.0,2.88,0.0,0.85,9,2.54,1.35,0.12
1783975678.042,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.042,static,unknown,1.0,8.46,0.0,0.4,5,8.26,1.32,1.26
1783975678.171,static,fabric,0.1,0.85,0.0,0.7,19,0.82,-0.18,0.1
1783975678.171,static,fabric,-1.0,2.88,0.0,0.84,9,2.54,1.35,0.12
1783975678.171,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.171,static,unknown,1.0,8.46,0.0,0.4,5,8.27,1.32,1.24
1783975678.228,static,fabric,0.1,0.85,0.0,0.7,19,0.82,-0.18,0.1
1783975678.228,static,fabric,-1.0,2.88,0.0,0.83,9,2.54,1.35,0.12
1783975678.228,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.228,static,unknown,1.0,8.46,0.0,0.4,5,8.27,1.32,1.21
1783975678.291,static,fabric,0.1,0.85,0.0,0.7,19,0.82,-0.18,0.1
1783975678.291,static,fabric,-1.0,2.88,0.0,0.82,9,2.54,1.35,0.12
1783975678.291,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.291,static,unknown,1.0,8.46,0.0,0.4,5,8.27,1.32,1.19
1783975678.367,static,fabric,0.1,0.85,0.0,0.7,19,0.82,-0.18,0.1
1783975678.367,static,fabric,-1.0,2.88,0.0,0.81,9,2.54,1.35,0.12
1783975678.367,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
1783975678.367,static,unknown,1.0,8.46,0.0,0.41,5,8.27,1.34,1.19
1783975678.422,static,fabric,0.1,0.85,0.0,0.7,19,0.82,-0.18,0.1
1783975678.422,static,fabric,-1.0,2.88,0.0,0.8,9,2.54,1.35,0.11
1783975678.422,static,unknown,7.3,5.41,0.0,0.02,5,5.36,0.17,0.75
