t,frame,x,y,z,doppler,snr_db,noise_db
1783975679.872,111,0.718,-0.414,0.01,0.0,13.1,77.4
1783975679.872,111,1.019,-0.196,0.139,0.0,11.8,74.9
1783975679.872,111,2.542,1.35,0.079,0.0,12.1,67.4
1783975679.872,111,5.356,0.169,0.744,0.0,19.6,60.0
1783975679.872,111,8.205,1.587,1.341,0.0,12.5,51.3
1783975679.975,112,0.725,0.07,0.14,0.0,15.9,76.4
1783975679.975,112,0.718,-0.414,0.014,0.0,13.1,77.4
1783975679.975,112,1.019,-0.196,0.138,0.0,11.8,74.9
1783975679.975,112,1.197,-0.229,0.08,0.0,11.3,69.9
1783975679.975,112,1.336,-0.127,0.17,0.0,11.3,70.0
1783975679.975,112,2.542,1.35,0.079,0.0,12.3,67.3
1783975679.975,112,5.355,0.169,0.752,0.0,19.6,59.9
1783975679.975,112,8.258,1.322,1.3,0.0,12.3,51.3
1783975680.077,113,0.725,0.07,0.14,0.0,15.9,76.4
1783975680.077,113,0.718,-0.414,0.017,0.0,13.1,77.4
1783975680.077,113,1.02,-0.196,0.135,0.0,11.8,74.9
1783975680.077,113,2.542,1.35,0.081,0.0,12.6,67.0
1783975680.077,113,5.353,0.169,0.764,0.0,19.8,59.7
1783975680.077,113,8.178,1.587,1.499,0.0,13.1,50.6
1783975680.179,114,0.725,0.07,0.142,0.0,15.9,76.5
1783975680.179,114,0.718,-0.414,0.018,0.0,13.1,77.4
1783975680.179,114,1.02,-0.196,0.136,0.0,12.0,74.7
1783975680.179,114,1.197,-0.229,0.088,0.0,11.2,69.8
1783975680.179,114,2.542,1.35,0.091,0.0,12.5,67.1
1783975680.179,114,5.354,0.169,0.754,0.0,19.8,59.7
1783975680.179,114,8.277,1.322,1.177,0.0,12.5,51.3
1783975680.28,115,0.724,0.07,0.143,0.0,15.8,76.5
1783975680.28,115,0.718,-0.414,0.017,0.0,13.2,77.3
1783975680.28,115,1.019,-0.196,0.136,0.0,12.1,74.6
1783975680.28,115,1.197,-0.229,0.086,0.0,11.2,69.8
1783975680.28,115,2.541,1.35,0.107,0.0,12.4,67.2
1783975680.28,115,5.354,0.169,0.759,0.0,19.4,60.2
1783975680.28,115,8.233,1.322,1.454,0.0,13.2,50.6
1783975680.381,116,0.725,0.07,0.142,0.0,16.0,76.4
1783975680.381,116,0.718,-0.414,0.016,0.0,13.4,77.1
1783975680.381,116,1.02,-0.196,0.135,0.0,12.2,74.5
1783975680.381,116,1.197,-0.229,0.084,0.0,11.3,69.7
1783975680.381,116,2.539,1.35,0.146,0.0,12.3,67.3
1783975680.381,116,5.356,0.169,0.742,0.0,19.4,60.2
1783975680.381,116,8.25,1.322,1.35,0.0,12.5,51.3
1783975680.481,117,0.725,0.07,0.14,0.0,16.0,76.4
1783975680.481,117,0.718,-0.414,0.015,0.0,13.1,77.3
1783975680.481,117,1.02,-0.196,0.132,0.0,12.1,74.5
1783975680.481,117,2.539,1.35,0.156,0.0,12.3,67.2
1783975680.481,117,5.356,0.169,0.741,0.0,19.0,60.6
1783975680.481,117,8.217,1.322,1.539,0.0,13.3,50.4
1783975680.583,118,0.725,0.07,0.139,0.0,16.0,76.3
1783975680.583,118,0.718,-0.414,0.015,0.0,13.0,77.4
1783975680.583,118,1.02,-0.196,0.133,0.0,12.0,74.6
1783975680.583,118,2.539,1.35,0.156,0.0,12.1,67.4
1783975680.583,118,5.357,0.169,0.738,0.0,19.3,60.3
1783975680.583,118,8.21,1.587,1.313,0.0,12.4,51.3
1783975680.683,119,0.725,0.07,0.141,0.0,16.1,76.3
1783975680.683,119,0.718,-0.414,0.014,0.0,13.0,77.5
1783975680.683,119,1.02,-0.196,0.135,0.0,12.0,74.6
1783975680.683,119,2.539,1.35,0.16,0.0,12.3,67.3
1783975680.683,119,5.359,0.169,0.722,0.0,19.2,60.4
1783975680.683,119,8.232,1.322,1.46,0.0,12.7,51.1
1783975680.783,120,0.725,0.07,0.141,0.0,16.2,76.2
1783975680.783,120,0.718,-0.414,0.014,0.0,13.1,77.4
1783975680.783,120,1.019,-0.196,0.137,0.0,12.0,74.6
1783975680.783,120,2.539,1.35,0.157,0.0,12.1,67.4
1783975680.783,120,5.357,0.169,0.737,0.0,19.4,60.2
1783975680.783,120,8.251,1.322,1.344,0.0,12.8,51.2
1783975680.884,121,0.725,0.07,0.141,0.0,16.2,76.1
1783975680.884,121,0.718,-0.414,0.015,0.0,13.2,77.3
1783975680.884,121,1.019,-0.196,0.136,0.0,11.9,74.6
1783975680.884,121,2.539,1.35,0.156,0.0,12.1,67.4
1783975680.884,121,5.356,0.169,0.744,0.0,19.0,60.5
1783975680.884,121,8.262,1.322,1.273,0.0,13.7,50.3
1783975680.985,122,0.725,0.07,0.141,0.0,16.3,76.1
1783975680.985,122,0.718,-0.414,0.017,0.0,13.2,77.3
1783975680.985,122,1.02,-0.196,0.134,0.0,11.8,74.7
1783975680.985,122,2.354,0.458,0.469,0.0,11.5,73.2
1783975680.985,122,2.538,1.35,0.162,0.0,12.3,67.2
1783975680.985,122,5.356,0.169,0.742,0.0,19.1,60.5
1783975680.985,122,8.256,1.322,1.318,0.0,12.9,50.9
1783975681.086,123,0.725,0.07,0.14,0.0,16.3,76.1
1783975681.086,123,0.718,-0.414,0.017,0.0,13.3,77.2
1783975681.086,123,1.02,-0.196,0.134,0.0,11.8,74.7
1783975681.086,123,2.355,0.458,0.461,0.0,11.6,73.1
1783975681.086,123,2.539,1.35,0.147,0.0,12.2,67.4
1783975681.086,123,5.356,0.169,0.741,0.0,18.9,60.7
1783975681.086,123,8.25,1.322,1.35,0.0,13.3,50.7
1783975681.187,124,0.725,0.07,0.141,0.0,16.3,76.0
1783975681.187,124,0.718,-0.414,0.017,0.0,13.4,77.2
1783975681.187,124,1.02,-0.196,0.134,0.0,11.8,74.7
1783975681.187,124,2.356,0.458,0.457,0.0,11.6,73.1
1783975681.187,124,2.539,1.35,0.157,0.0,12.0,67.5
1783975681.187,124,5.356,0.169,0.744,0.0,19.2,60.3
1783975681.187,124,8.237,1.322,1.427,0.0,13.4,50.6
1783975681.289,125,0.725,0.07,0.141,0.0,16.2,76.1
1783975681.289,125,0.718,-0.414,0.017,0.0,13.3,77.3
1783975681.289,125,1.02,-0.196,0.136,0.0,11.9,74.6
1783975681.289,125,2.356,0.458,0.458,0.0,11.6,73.2
1783975681.289,125,2.539,1.35,0.154,0.0,12.0,67.4
1783975681.289,125,5.356,0.169,0.742,0.0,19.3,60.3
1783975681.289,125,8.168,1.587,1.55,0.0,12.9,51.1
1783975681.389,126,0.725,0.07,0.14,0.0,16.1,76.2
1783975681.389,126,0.718,-0.414,0.019,0.0,13.1,77.4
1783975681.389,126,1.02,-0.196,0.134,0.0,11.7,74.8
1783975681.389,126,2.357,0.458,0.451,0.0,11.6,73.1
1783975681.389,126,2.539,1.35,0.15,0.0,12.0,67.5
1783975681.389,126,5.356,0.169,0.742,0.0,19.2,60.4
1783975681.389,126,8.226,1.322,1.491,0.0,13.5,50.6
1783975681.49,127,0.725,0.07,0.139,0.0,16.1,76.2
1783975681.49,127,0.718,-0.414,0.02,0.0,13.2,77.3
1783975681.49,127,1.02,-0.196,0.131,0.0,11.7,74.7
1783975681.49,127,2.358,0.458,0.448,0.0,11.7,73.1
1783975681.49,127,2.539,1.35,0.15,0.0,12.0,67.5
1783975681.49,127,5.355,0.169,0.754,0.0,19.1,60.4
1783975681.49,127,8.252,1.322,1.339,0.0,13.4,50.6
1783975681.59,128,0.725,0.07,0.14,0.0,16.0,76.3
1783975681.59,128,0.718,-0.414,0.02,0.0,13.2,77.3
1783975681.59,128,1.02,-0.196,0.132,0.0,11.6,74.8
1783975681.59,128,2.358,0.458,0.446,0.0,11.7,73.0
1783975681.59,128,2.54,1.35,0.138,0.0,12.2,67.4
1783975681.59,128,5.358,0.169,0.728,0.0,18.9,60.7
1783975681.59,128,8.225,1.322,1.494,0.0,13.3,50.6
1783975681.691,129,0.725,0.07,0.141,0.0,16.1,76.3
1783975681.691,129,0.718,-0.414,0.019,0.0,13.1,77.4
1783975681.691,129,1.02,-0.196,0.134,0.0,11.7,74.8
1783975681.691,129,2.357,0.458,0.451,0.0,11.9,72.8
1783975681.691,129,2.539,1.35,0.149,0.0,12.1,67.5
1783975681.691,129,5.356,0.169,0.742,0.0,19.2,60.3
1783975681.691,129,8.241,1.322,1.406,0.0,12.4,51.5
1783975681.793,130,0.725,0.07,0.141,0.0,16.1,76.2
1783975681.793,130,0.718,-0.414,0.018,0.0,13.2,77.3
1783975681.793,130,1.02,-0.196,0.135,0.0,11.7,74.8
1783975681.793,130,2.357,0.458,0.449,0.0,11.8,72.9
1783975681.793,130,2.539,1.35,0.144,0.0,12.0,67.5
1783975681.793,130,5.357,0.169,0.738,0.0,19.3,60.3
1783975681.793,130,8.297,1.322,1.021,0.0,13.9,50.3
1783975681.894,131,0.725,0.07,0.14,0.0,16.0,76.3
1783975681.894,131,0.718,-0.414,0.02,0.0,13.1,77.4
1783975681.894,131,1.02,-0.196,0.133,0.0,11.6,74.8
1783975681.894,131,2.357,0.458,0.449,0.0,12.0,72.7
1783975681.894,131,2.54,1.35,0.141,0.0,12.2,67.4
1783975681.894,131,5.357,0.169,0.732,0.0,19.1,60.5
1783975681.894,131,8.249,1.322,1.357,0.0,13.4,51.0
1783975681.995,132,0.725,0.07,0.14,0.0,16.1,76.2
1783975681.995,132,0.718,-0.414,0.02,0.0,13.3,77.2
1783975681.995,132,1.02,-0.196,0.132,0.0,11.6,74.8
1783975681.995,132,2.358,0.458,0.447,0.0,12.0,72.7
1783975681.995,132,2.539,1.35,0.145,0.0,12.0,67.6
1783975681.995,132,5.357,0.169,0.738,0.0,19.2,60.3
1783975681.995,132,8.176,1.587,1.506,0.0,13.0,50.9
1783975682.096,133,0.725,0.07,0.14,0.0,16.1,76.2
1783975682.096,133,0.718,-0.414,0.019,0.0,13.2,77.3
1783975682.096,133,1.02,-0.196,0.133,0.0,11.7,74.8
1783975682.096,133,2.358,0.458,0.447,0.0,12.1,72.7
1783975682.096,133,2.54,1.35,0.137,0.0,12.2,67.4
1783975682.096,133,5.355,0.169,0.752,0.0,19.0,60.5
1783975682.096,133,8.178,1.587,1.499,0.0,12.2,51.5
1783975682.196,134,0.725,0.07,0.14,0.0,16.2,76.1
1783975682.196,134,0.718,-0.414,0.018,0.0,13.2,77.3
1783975682.196,134,1.02,-0.196,0.135,0.0,11.8,74.7
1783975682.196,134,2.358,0.458,0.445,0.0,12.0,72.7
1783975682.196,134,2.54,1.35,0.136,0.0,12.1,67.5
1783975682.196,134,5.358,0.169,0.732,0.0,19.0,60.5
1783975682.196,134,8.211,1.322,1.569,0.0,12.7,51.4
1783975682.297,135,0.725,0.07,0.139,0.0,16.4,76.0
1783975682.297,135,0.718,-0.414,0.017,0.0,13.4,77.1
1783975682.297,135,1.02,-0.196,0.135,0.0,11.9,74.6
1783975682.297,135,2.356,0.458,0.456,0.0,12.1,72.7
1783975682.297,135,2.54,1.35,0.133,0.0,12.2,67.4
1783975682.297,135,5.356,0.169,0.74,0.0,19.4,60.2
1783975682.297,135,8.282,1.322,1.139,0.0,12.7,51.0
1783975682.397,136,0.725,0.07,0.139,0.0,16.2,76.1
1783975682.397,136,0.718,-0.414,0.017,0.0,13.2,77.3
1783975682.397,136,1.02,-0.196,0.132,0.0,11.9,74.6
1783975682.397,136,2.353,0.458,0.47,0.0,11.9,72.9
1783975682.397,136,2.54,1.35,0.133,0.0,12.0,67.5
1783975682.397,136,5.36,0.169,0.716,0.0,19.3,60.2
1783975682.397,136,8.244,1.322,1.385,0.0,13.3,50.6
1783975682.498,137,0.725,0.07,0.138,0.0,16.1,76.2
1783975682.498,137,0.718,-0.414,0.016,0.0,13.3,77.2
1783975682.498,137,1.02,-0.196,0.133,0.0,12.1,74.4
1783975682.498,137,2.352,0.458,0.475,0.0,11.9,72.8
1783975682.498,137,2.539,1.35,0.15,0.0,12.3,67.1
1783975682.498,137,5.358,0.169,0.732,0.0,19.1,60.5
1783975682.498,137,8.254,1.322,1.328,0.0,12.6,51.3
1783975682.599,138,0.725,0.07,0.14,0.0,16.0,76.3
1783975682.599,138,0.718,-0.414,0.016,0.0,13.4,77.1
1783975682.599,138,1.019,-0.196,0.136,0.0,12.2,74.4
1783975682.599,138,1.197,-0.229,0.083,0.0,11.5,69.5
1783975682.599,138,2.352,0.458,0.476,0.0,11.6,73.1
1783975682.599,138,2.54,1.35,0.142,0.0,12.2,67.3
1783975682.599,138,5.356,0.169,0.745,0.0,19.6,60.0
1783975682.599,138,8.289,1.322,1.085,0.0,13.2,50.9
1783975682.7,139,0.725,0.07,0.142,0.0,16.0,76.3
1783975682.7,139,0.718,-0.414,0.017,0.0,13.2,77.3
1783975682.7,139,1.019,-0.196,0.138,0.0,12.2,74.4
1783975682.7,139,1.197,-0.229,0.089,0.0,11.2,69.7
1783975682.7,139,2.351,0.458,0.48,0.0,11.7,73.0
1783975682.7,139,2.541,1.35,0.121,0.0,12.5,67.0
1783975682.7,139,5.355,0.169,0.752,0.0,19.7,59.9
1783975682.7,139,8.215,1.587,1.28,0.0,13.7,50.2
1783975682.8,140,0.725,0.07,0.141,0.0,16.1,76.2
1783975682.8,140,0.718,-0.414,0.016,0.0,13.4,77.2
1783975682.8,140,1.019,-0.196,0.14,0.0,12.1,74.4
1783975682.8,140,2.35,0.458,0.487,0.0,11.5,73.2
1783975682.8,140,2.541,1.35,0.108,0.0,12.6,66.9
1783975682.8,140,5.357,0.169,0.739,0.0,19.8,59.7
1783975682.8,140,8.231,1.587,1.168,0.0,12.9,51.2
1783975682.9,141,0.725,0.07,0.14,0.0,16.0,76.3
1783975682.9,141,0.718,-0.414,0.013,0.0,13.2,77.3
1783975682.9,141,1.019,-0.196,0.138,0.0,12.1,74.5
1783975682.9,141,2.35,0.458,0.489,0.0,11.3,73.3
1783975682.9,141,2.542,1.35,0.101,0.0,12.2,67.4
1783975682.9,141,5.356,0.169,0.744,0.0,19.6,60.0
1783975682.9,141,8.281,1.322,1.143,0.0,13.0,51.1
1783975683.001,142,0.725,0.07,0.139,0.0,16.0,76.4
1783975683.001,142,0.718,-0.414,0.011,0.0,13.3,77.2
1783975683.001,142,1.019,-0.196,0.137,0.0,12.1,74.5
1783975683.001,142,1.198,-0.229,0.071,0.0,11.3,69.9
1783975683.001,142,2.351,0.458,0.482,0.0,11.7,73.0
1783975683.001,142,2.541,1.35,0.112,0.0,12.1,67.4
1783975683.001,142,5.354,0.169,0.754,0.0,19.8,59.8
1783975683.001,142,8.249,1.322,1.356,0.0,12.5,51.4
1783975683.102,143,0.725,0.07,0.14,0.0,15.9,76.4
1783975683.102,143,0.718,-0.414,0.011,0.0,13.3,77.2
1783975683.102,143,1.019,-0.196,0.138,0.0,12.1,74.5
1783975683.102,143,1.198,-0.229,0.072,0.0,11.5,69.7
1783975683.102,143,2.35,0.458,0.485,0.0,11.6,73.1
1783975683.102,143,2.54,1.35,0.133,0.0,12.0,67.6
1783975683.102,143,5.356,0.169,0.744,0.0,19.5,60.0
1783975683.102,143,8.189,1.587,1.438,0.0,14.8,49.2
1783975683.202,144,0.725,0.07,0.14,0.0,16.0,76.4
1783975683.202,144,0.718,-0.414,0.01,0.0,13.4,77.1
1783975683.202,144,1.019,-0.196,0.14,0.0,12.0,74.5
1783975683.202,144,1.198,-0.229,0.072,0.0,11.6,69.7
1783975683.202,144,2.35,0.458,0.485,0.0,11.7,73.0
1783975683.202,144,2.54,1.35,0.13,0.0,12.1,67.5
1783975683.202,144,5.36,0.169,0.717,0.0,19.9,59.7
1783975683.202,144,8.253,1.322,1.335,0.0,11.9,52.3
1783975683.305,145,0.725,0.07,0.14,0.0,16.0,76.4
1783975683.305,145,0.718,-0.414,0.011,0.0,13.2,77.3
1783975683.305,145,1.019,-0.196,0.139,0.0,12.0,74.6
1783975683.305,145,1.198,-0.229,0.076,0.0,11.3,69.9
1783975683.305,145,2.349,0.458,0.49,0.0,11.6,73.0
1783975683.305,145,2.541,1.35,0.121,0.0,12.3,67.3
1783975683.305,145,5.358,0.169,0.731,0.0,19.7,59.9
1783975683.305,145,8.189,1.587,1.438,0.0,12.6,51.4
1783975683.406,146,0.725,0.07,0.139,0.0,16.1,76.2
1783975683.406,146,0.718,-0.414,0.016,0.0,13.3,77.2
1783975683.406,146,1.02,-0.196,0.135,0.0,12.0,74.5
1783975683.406,146,2.349,0.458,0.493,0.0,11.6,73.1
1783975683.406,146,2.541,1.35,0.12,0.0,12.2,67.4
1783975683.406,146,5.358,0.169,0.732,0.0,19.8,59.7
1783975683.406,146,8.206,1.587,1.332,0.0,12.7,51.2
1783975683.507,147,0.725,0.07,0.14,0.0,16.0,76.4
1783975683.507,147,0.718,-0.414,0.018,0.0,13.2,77.3
1783975683.507,147,1.019,-0.196,0.136,0.0,12.0,74.6
1783975683.507,147,1.197,-0.229,0.085,0.0,11.3,69.7
1783975683.507,147,2.349,0.458,0.494,0.0,11.4,73.3
1783975683.507,147,2.541,1.35,0.105,0.0,12.6,67.0
1783975683.507,147,5.357,0.169,0.739,0.0,19.5,60.0
1783975683.507,147,8.219,1.587,1.255,0.0,14.3,49.8
1783975683.608,148,0.725,0.07,0.142,0.0,16.1,76.3
1783975683.608,148,0.718,-0.414,0.016,0.0,13.4,77.1
1783975683.608,148,1.019,-0.196,0.139,0.0,12.1,74.6
1783975683.608,148,2.351,0.458,0.484,0.0,11.8,72.9
1783975683.608,148,2.541,1.35,0.115,0.0,12.4,67.2
1783975683.608,148,5.358,0.169,0.73,0.0,19.3,60.3
1783975683.608,148,8.148,1.587,1.654,0.0,13.5,50.7
1783975683.71,149,0.725,0.07,0.142,0.0,16.0,76.3
1783975683.71,149,0.718,-0.414,0.016,0.0,13.3,77.2
1783975683.71,149,1.019,-0.196,0.138,0.0,12.3,74.3
1783975683.71,149,1.197,-0.229,0.089,0.0,11.3,69.6
1783975683.71,149,2.352,0.458,0.479,0.0,11.8,72.8
1783975683.71,149,2.54,1.35,0.138,0.0,12.5,67.2
1783975683.71,149,5.355,0.169,0.749,0.0,19.6,60.0
1783975683.71,149,8.186,1.587,1.452,0.0,12.8,51.3
1783975683.811,150,0.725,0.07,0.14,0.0,16.1,76.2
1783975683.811,150,0.718,-0.414,0.015,0.0,13.4,77.1
1783975683.811,150,1.019,-0.196,0.136,0.0,12.5,74.1
1783975683.811,150,1.197,-0.229,0.081,0.0,11.4,69.5
1783975683.811,150,2.351,0.458,0.48,0.0,11.9,72.7
1783975683.811,150,2.539,1.35,0.147,0.0,12.5,67.2
1783975683.811,150,5.358,0.169,0.73,0.0,19.3,60.3
1783975683.811,150,8.148,1.587,1.654,0.0,12.4,51.4
1783975683.912,151,0.725,0.07,0.138,0.0,16.1,76.2
1783975683.912,151,0.718,-0.414,0.015,0.0,13.2,77.3
1783975683.912,151,1.02,-0.196,0.134,0.0,12.3,74.3
1783975683.912,151,1.197,-0.229,0.079,0.0,11.3,69.7
1783975683.912,151,2.353,0.458,0.474,0.0,11.8,72.8
1783975683.912,151,2.539,1.35,0.158,0.0,12.6,67.1
1783975683.912,151,5.357,0.169,0.736,0.0,19.4,60.2
1783975683.912,151,8.241,1.322,1.404,0.0,12.5,51.7
1783975683.962,152,0.725,0.07,0.138,0.0,16.1,76.2
1783975683.962,152,0.718,-0.414,0.015,0.0,13.1,77.4
1783975683.962,152,1.02,-0.196,0.135,0.0,12.3,74.3
1783975683.962,152,1.197,-0.229,0.079,0.0,11.2,69.7
1783975683.962,152,2.352,0.458,0.478,0.0,11.8,72.8
1783975683.962,152,2.539,1.35,0.157,0.0,12.4,67.2
1783975683.962,152,5.357,0.169,0.732,0.0,19.4,60.2
1783975683.962,152,8.182,1.587,1.476,0.0,12.9,51.1
1783975684.114,153,0.725,0.07,0.138,0.0,16.2,76.2
1783975684.114,153,0.718,-0.414,0.015,0.0,13.2,77.3
1783975684.114,153,1.019,-0.196,0.138,0.0,12.4,74.2
1783975684.114,153,2.351,0.458,0.483,0.0,11.8,72.8
1783975684.114,153,2.538,1.35,0.167,0.0,12.3,67.2
1783975684.114,153,5.357,0.169,0.735,0.0,19.3,60.2
1783975684.114,153,8.214,1.322,1.557,0.0,13.3,50.8
1783975684.216,154,0.725,0.07,0.138,0.0,16.3,76.1
1783975684.216,154,0.718,-0.414,0.017,0.0,13.3,77.2
1783975684.216,154,1.019,-0.196,0.138,0.0,12.2,74.3
1783975684.216,154,2.353,0.458,0.473,0.0,12.0,72.7
1783975684.216,154,2.538,1.35,0.167,0.0,12.2,67.3
1783975684.216,154,5.356,0.169,0.744,0.0,19.3,60.3
1783975684.216,154,8.257,1.322,1.308,0.0,12.8,51.0
1783975684.267,155,0.725,0.07,0.138,0.0,16.3,76.1
1783975684.267,155,0.718,-0.414,0.019,0.0,13.3,77.2
1783975684.267,155,1.02,-0.196,0.134,0.0,12.0,74.6
1783975684.267,155,2.356,0.458,0.455,0.0,12.2,72.5
1783975684.267,155,2.539,1.35,0.155,0.0,12.1,67.5
1783975684.267,155,5.361,0.169,0.709,0.0,19.6,59.9
1783975684.267,155,8.267,1.322,1.242,0.0,13.1,51.0
1783975684.368,156,0.726,0.07,0.137,0.0,16.3,76.1
1783975684.368,156,0.718,-0.414,0.02,0.0,13.3,77.2
1783975684.368,156,1.02,-0.196,0.133,0.0,11.8,74.6
1783975684.368,156,2.357,0.458,0.45,0.0,12.3,72.3
1783975684.368,156,2.539,1.35,0.156,0.0,12.3,67.3
1783975684.368,156,5.358,0.169,0.727,0.0,19.1,60.4
1783975684.368,156,8.27,1.322,1.222,0.0,12.7,51.1
1783975684.52,157,0.725,0.07,0.138,0.0,16.2,76.2
1783975684.52,157,0.718,-0.414,0.019,0.0,13.2,77.3
1783975684.52,157,1.02,-0.196,0.136,0.0,11.8,74.6
1783975684.52,157,2.356,0.458,0.458,0.0,12.3,72.4
1783975684.52,157,2.538,1.35,0.161,0.0,12.1,67.4
1783975684.52,157,5.358,0.169,0.73,0.0,19.5,60.1
1783975684.52,157,8.205,1.587,1.341,0.0,12.6,51.2
1783975684.571,158,0.725,0.07,0.138,0.0,16.3,76.1
1783975684.571,158,0.718,-0.414,0.019,0.0,13.3,77.2
1783975684.571,158,1.019,-0.196,0.136,0.0,11.9,74.6
1783975684.571,158,2.356,0.458,0.458,0.0,12.3,72.4
1783975684.571,158,2.538,1.35,0.165,0.0,12.0,67.5
1783975684.571,158,5.358,0.169,0.729,0.0,19.3,60.3
1783975684.571,158,8.25,1.322,1.35,0.0,12.9,51.0
1783975684.673,159,0.725,0.07,0.138,0.0,16.2,76.2
1783975684.673,159,0.718,-0.414,0.02,0.0,13.2,77.3
1783975684.673,159,1.02,-0.196,0.136,0.0,11.8,74.7
1783975684.673,159,1.198,-0.229,0.07,0.0,11.2,70.0
1783975684.673,159,2.356,0.458,0.455,0.0,12.3,72.4
1783975684.673,159,2.538,1.35,0.171,0.0,12.1,67.5
1783975684.673,159,5.359,0.169,0.721,0.0,19.3,60.3
1783975684.673,159,8.206,1.322,1.598,0.0,12.2,51.8
1783975684.774,160,0.726,0.07,0.137,0.0,16.3,76.1
1783975684.774,160,0.718,-0.414,0.021,0.0,13.3,77.2
1783975684.774,160,1.02,-0.196,0.133,0.0,11.7,74.7
1783975684.774,160,2.359,0.458,0.443,0.0,12.5,72.2
1783975684.774,160,2.538,1.35,0.162,0.0,12.1,67.5
1783975684.774,160,5.358,0.169,0.726,0.0,19.4,60.1
1783975684.774,160,8.214,1.322,1.554,0.0,13.1,50.5
1783975684.875,161,0.725,0.07,0.138,0.0,16.3,76.1
1783975684.875,161,0.718,-0.414,0.021,0.0,13.4,77.2
1783975684.875,161,1.02,-0.196,0.133,0.0,11.7,74.7
1783975684.875,161,2.358,0.458,0.445,0.0,12.4,72.3
1783975684.875,161,2.538,1.35,0.163,0.0,12.0,67.5
1783975684.875,161,5.359,0.169,0.723,0.0,19.4,60.2
1783975684.875,161,8.184,1.322,1.704,0.0,12.9,50.8
1783975684.977,162,0.726,0.07,0.137,0.0,16.1,76.2
1783975684.977,162,0.717,-0.414,0.026,0.0,13.0,77.4
1783975684.977,162,1.02,-0.196,0.135,0.0,12.0,74.5
1783975684.977,162,1.19,-0.267,0.075,0.0,11.5,69.8
1783975684.977,162,2.357,0.458,0.45,0.0,11.5,73.2
1783975684.977,162,2.539,1.35,0.145,0.0,12.0,67.5
1783975684.977,162,5.357,0.169,0.735,0.0,19.7,59.9
1783975684.977,162,8.244,1.322,1.385,0.0,13.2,50.7
1783975685.077,163,0.725,0.07,0.139,0.0,15.0,77.4
1783975685.077,163,0.718,-0.414,0.012,0.0,11.9,78.7
1783975685.077,163,1.33,-0.127,0.209,0.0,11.4,70.0
1783975685.077,163,2.353,0.458,0.473,0.0,11.8,72.9
1783975685.077,163,2.54,1.35,0.134,0.0,12.1,67.2
1783975685.077,163,5.355,0.169,0.749,0.0,19.8,59.8
1783975685.077,163,8.188,1.587,1.44,0.0,12.2,51.5
1783975685.18,164,0.726,0.07,0.136,0.0,16.5,75.9
1783975685.18,164,0.718,-0.414,0.015,0.0,13.5,76.9
1783975685.18,164,1.198,-0.229,0.062,0.0,11.8,70.2
1783975685.18,164,1.33,-0.127,0.211,0.0,11.3,70.1
1783975685.18,164,2.337,0.458,0.547,0.0,11.6,73.4
1783975685.18,164,2.539,1.35,0.146,0.0,11.8,67.2
1783975685.18,164,5.357,0.169,0.737,0.0,19.3,60.3
1783975685.18,164,8.234,1.322,1.445,0.0,13.1,51.0
1783975685.28,165,0.725,0.07,0.14,0.0,15.7,76.7
1783975685.28,165,0.718,-0.414,0.015,0.0,13.0,77.4
1783975685.28,165,1.019,-0.196,0.137,0.0,12.0,74.4
1783975685.28,165,1.196,-0.229,0.096,0.0,11.6,69.3
1783975685.28,165,1.332,-0.127,0.199,0.0,11.6,69.1
1783975685.28,165,2.333,0.458,0.563,0.0,12.4,72.6
1783975685.28,165,2.542,1.35,0.076,0.0,11.8,66.9
1783975685.28,165,5.359,0.169,0.722,0.0,19.7,60.0
1783975685.28,165,8.31,1.322,0.913,0.0,13.5,50.3
1783975685.381,166,0.726,0.07,0.135,0.0,15.7,76.8
1783975685.381,166,0.718,-0.414,0.017,0.0,12.9,77.6
1783975685.381,166,1.02,-0.196,0.134,0.0,11.6,75.0
1783975685.381,166,2.335,0.458,0.555,0.0,12.7,72.4
1783975685.381,166,2.542,1.35,0.097,0.0,11.6,67.1
1783975685.381,166,5.357,0.169,0.732,0.0,19.2,60.3
1783975685.381,166,8.292,1.322,1.065,0.0,12.0,51.7
1783975685.482,167,0.725,0.07,0.139,0.0,15.9,76.5
1783975685.482,167,0.718,-0.414,0.02,0.0,13.0,77.4
1783975685.482,167,1.028,-0.164,0.117,0.0,11.8,74.5
1783975685.482,167,2.33,0.458,0.574,0.0,12.4,72.7
1783975685.482,167,2.542,1.35,0.1,0.0,12.4,66.3
1783975685.482,167,5.356,0.169,0.742,0.0,19.1,60.5
1783975685.482,167,8.283,1.322,1.13,0.0,12.8,51.0
1783975685.583,168,0.725,0.07,0.139,0.0,15.9,76.5
1783975685.583,168,0.718,-0.414,0.02,0.0,12.9,77.6
1783975685.583,168,1.02,-0.196,0.133,0.0,11.2,75.0
1783975685.583,168,2.329,0.458,0.579,0.0,11.9,73.1
1783975685.583,168,2.542,1.35,0.094,0.0,12.6,66.4
1783975685.583,168,5.359,0.169,0.719,0.0,19.2,60.4
1783975685.583,168,8.238,1.587,1.118,0.0,12.3,51.2
1783975685.685,169,0.725,0.07,0.139,0.0,15.8,76.7
1783975685.685,169,0.718,-0.414,0.023,0.0,12.7,77.7
1783975685.685,169,2.337,0.458,0.546,0.0,11.5,73.4
1783975685.685,169,2.543,1.35,0.062,0.0,11.9,67.0
