seq,ts_ticks,ts_src,ax_mg,ay_mg,az_mg,gx_mdps,gy_mdps,gz_mdps
208199,1102275304,0,1001,4,15,-280,-1050,-70
208200,1102280324,0,1002,4,15,-210,-1050,-140
208201,1102285312,0,1002,4,15,-210,-1050,-140
208202,1102290307,0,1002,4,15,-210,-1050,-140
208203,1102295317,0,1002,4,15,-210,-1050,-140
208204,1102300306,0,1002,4,15,-210,-1050,-140
208205,1102308389,0,1002,4,15,-210,-1050,-140
208206,1102310440,0,1002,4,15,-210,-1050,-140
208208,1102315595,0,1003,5,14,-210,-1050,-70
208209,1102320353,0,1003,5,14,-210,-1050,-70
208211,1102325334,0,1003,5,14,-210,-1050,-70
208212,1102330314,0,1003,5,14,-210,-1050,-70
208213,1102335307,0,1002,4,15,-280,-1050,-70
208214,1102340307,0,1002,4,15,-280,-1050,-70
208215,1102345307,0,1002,4,15,-280,-1050,-70
208216,1102350306,0,1003,4,15,-210,-1050,-70
208217,1102355309,0,1003,4,15,-210,-1050,-70
208218,1102360305,0,1003,4,15,-210,-1050,-70
208219,1102365311,0,1003,4,15,-210,-1050,-70
208220,1102370307,0,1002,4,14,-210,-1050,-70
208221,1102375304,0,1002,4,14,-210,-1050,-70
208222,1102380309,0,1002,4,14,-210,-1050,-70
208223,1102385318,0,1002,4,14,-210,-1050,-70
208224,1102390316,0,1001,5,14,-280,-1050,-70
208225,1102395311,0,1001,5,14,-280,-1050,-70
208226,1102400305,0,1001,5,14,-280,-1050,-70
208227,1102405317,0,1001,5,14,-280,-1050,-70
208228,1102410306,0,1002,5,15,-210,-1050,-70
208229,1102415311,0,1002,5,15,-210,-1050,-70
208230,1102422344,0,1002,5,15,-210,-1050,-70
208231,1102425380,0,1002,4,15,-210,-1050,-70
208233,1102430634,0,1002,4,15,-210,-1050,-70
208234,1102436292,0,1002,4,15,-210,-1050,-70
208236,1102440334,0,1002,4,15,-210,-1050,-70
208237,1102445326,0,1002,4,15,-280,-1050,-70
208238,1102450311,0,1002,4,15,-280,-1050,-70
208239,1102455305,0,1002,4,15,-280,-1050,-70
208240,1102460315,0,1002,4,15,-280,-1050,-70
208241,1102465310,0,1003,3,15,-210,-1050,-70
208242,1102470312,0,1003,3,15,-210,-1050,-70
208243,1102475306,0,1003,3,15,-210,-1050,-70
208244,1102480311,0,1002,4,15,-210,-1050,-70
208245,1102485307,0,1002,4,15,-210,-1050,-70
208246,1102490306,0,1002,4,15,-210,-1050,-70
208247,1102495307,0,1002,4,15,-210,-1050,-70
208248,1102500322,0,1003,5,14,-210,-1120,-70
208249,1102505307,0,1003,5,14,-210,-1120,-70
208250,1102510305,0,1003,5,14,-210,-1120,-70
208251,1102515312,0,1003,5,14,-210,-1120,-70
208252,1102520308,0,1002,4,14,-210,-1050,-70
208253,1102525310,0,1002,4,14,-210,-1050,-70
208254,1102530312,0,1002,4,14,-210,-1050,-70
208255,1102536338,0,1003,4,17,-210,-1050,-70
208257,1102540657,0,1003,4,17,-210,-1050,-70
208258,1102545479,0,1003,4,17,-210,-1050,-70
208259,1102550506,0,1003,4,17,-210,-1050,-70
208261,1102555341,0,1002,4,15,-280,-1120,-70
208262,1102560315,0,1002,4,15,-280,-1120,-70
208263,1102565310,0,1002,4,15,-280,-1120,-70
208264,1102570307,0,1002,4,15,-280,-1120,-70
208265,1102575306,0,1002,4,14,-280,-1050,-70
208266,1102580305,0,1002,4,14,-280,-1050,-70
208267,1102585308,0,1002,4,14,-280,-1050,-70
208268,1102590305,0,1002,4,14,-280,-1050,-70
208269,1102595305,0,1002,4,15,-210,-980,-70
208270,1102600305,0,1002,4,15,-210,-980,-70
208271,1102605303,0,1002,4,15,-210,-980,-70
208272,1102610310,0,1001,4,15,-210,-1050,-70
208273,1102615310,0,1001,4,15,-210,-1050,-70
208274,1102620310,0,1001,4,15,-210,-1050,-70
208275,1102625317,0,1001,4,15,-210,-1050,-70
208276,1102630307,0,1003,4,15,-210,-1050,-70
208277,1102635308,0,1003,4,15,-210,-1050,-70
208278,1102640305,0,1003,4,15,-210,-1050,-70
208279,1102645311,0,1003,4,15,-210,-1050,-70
208280,1102650546,0,1002,4,15,-210,-1050,-70
208282,1102655548,0,1002,4,15,-210,-1050,-70
208283,1102660459,0,1002,4,15,-210,-1050,-70
208285,1102665418,0,1003,4,16,-210,-1050,-70
208286,1102670325,0,1003,4,16,-210,-1050,-70
208287,1102675311,0,1003,4,16,-210,-1050,-70
208288,1102680316,0,1003,4,16,-210,-1050,-70
208289,1102685310,0,1003,5,15,-210,-1050,-70
208290,1102690303,0,1003,5,15,-210,-1050,-70
208291,1102695308,0,1003,5,15,-210,-1050,-70
208292,1102700306,0,1003,5,15,-210,-1050,-70
208293,1102705306,0,1002,4,15,-210,-1050,-70
208294,1102710308,0,1002,4,15,-210,-1050,-70
208295,1102715303,0,1002,4,15,-210,-1050,-70
208296,1102720304,0,1002,4,15,-210,-1050,-70
208297,1102725308,0,1002,4,15,-210,-1050,-70
208298,1102730307,0,1002,4,15,-210,-1050,-70
208299,1102735305,0,1002,4,15,-210,-1050,-70
208300,1102740303,0,1002,4,15,-210,-1050,-70
208301,1102745306,0,1002,4,15,-210,-1050,-70
208302,1102750309,0,1002,4,15,-210,-1050,-70
208303,1102755304,0,1002,4,15,-210,-1050,-70
208304,1102760313,0,1002,5,16,-280,-1050,-70
208305,1102766314,0,1002,5,16,-280,-1050,-70
208307,1102770573,0,1002,5,16,-280,-1050,-70
208308,1102775526,0,1002,4,16,-210,-1050,-70
208311,1102780400,0,1002,4,16,-210,-1050,-70
208312,1102785333,0,1002,4,16,-210,-1050,-70
208313,1102790314,0,1002,4,16,-210,-1050,-70
208314,1102795314,0,1002,4,15,-210,-1050,-70
208315,1102800306,0,1002,4,15,-210,-1050,-70
208316,1102805308,0,1002,4,15,-210,-1050,-70
208317,1102810308,0,1002,4,15,-210,-1050,-70
208318,1102815306,0,1002,4,16,-280,-1050,-70
208319,1102820307,0,1002,4,16,-280,-1050,-70
208320,1102825308,0,1002,4,16,-280,-1050,-70
208321,1102830307,0,1002,4,16,-280,-1050,-70
208322,1102835305,0,1003,5,13,-210,-1050,-70
208323,1102840307,0,1003,5,13,-210,-1050,-70
208324,1102845316,0,1003,5,13,-210,-1050,-70
208325,1102850306,0,1002,3,14,-210,-1050,-70
208326,1102855309,0,1002,3,14,-210,-1050,-70
208327,1102860321,0,1002,3,14,-210,-1050,-70
208328,1102865307,0,1002,3,14,-210,-1050,-70
208329,1102870315,0,1002,5,16,-210,-1050,-70
208330,1102878197,0,1002,5,16,-210,-1050,-70
208331,1102880405,0,1002,5,16,-210,-1050,-70
208333,1102885368,0,1002,5,16,-210,-1050,-70
208334,1102891987,0,1002,4,16,-280,-1050,-70
208336,1102895334,0,1002,4,16,-280,-1050,-70
208337,1102900319,0,1002,4,16,-280,-1050,-70
208338,1102905308,0,1002,4,14,-210,-1120,-70
208339,1102910307,0,1002,4,14,-210,-1120,-70
208340,1102915306,0,1002,4,14,-210,-1120,-70
208341,1102920305,0,1002,4,14,-210,-1120,-70
208342,1102925313,0,1003,4,14,-210,-1050,-70
208343,1102930310,0,1003,4,14,-210,-1050,-70
208344,1102935309,0,1003,4,14,-210,-1050,-70
208345,1102940311,0,1003,4,14,-210,-1050,-70
208346,1102945303,0,1002,4,15,-280,-1050,-70
208347,1102950307,0,1002,4,15,-280,-1050,-70
208348,1102955396,0,1002,4,15,-280,-1050,-70
208349,1102960313,0,1002,4,15,-280,-1050,-70
208350,1102965308,0,1001,3,14,-210,-1120,-70
208351,1102970309,0,1001,3,14,-210,-1120,-70
208352,1102975305,0,1001,3,14,-210,-1120,-70
208353,1102980304,0,1001,5,15,-280,-1050,-70
208354,1102985312,0,1001,5,15,-280,-1050,-70
208355,1102992167,0,1001,5,15,-280,-1050,-70
208356,1102996056,0,1001,5,15,-280,-1050,-70
208358,1103000382,0,1003,5,17,-210,-1050,-70
208359,1103006690,0,1003,5,17,-210,-1050,-70
208361,1103010335,0,1003,5,17,-210,-1050,-70
208362,1103015317,0,1003,5,17,-210,-1050,-70
208363,1103020309,0,1002,4,15,-280,-1120,-70
208364,1103025319,0,1002,4,15,-280,-1120,-70
208365,1103030306,0,1002,4,15,-280,-1120,-70
208366,1103035310,0,1002,4,13,-210,-1050,-70
208367,1103040313,0,1002,4,13,-210,-1050,-70
208368,1103045308,0,1002,4,13,-210,-1050,-70
208369,1103050313,0,1002,4,13,-210,-1050,-70
208370,1103055305,0,1002,5,15,-210,-1050,-70
208371,1103060304,0,1002,5,15,-210,-1050,-70
208372,1103065306,0,1002,5,15,-210,-1050,-70
208373,1103070313,0,1002,5,15,-210,-1050,-70
208374,1103075308,0,1002,4,15,-210,-1050,-70
208375,1103080315,0,1002,4,15,-210,-1050,-70
208376,1103085308,0,1002,4,15,-210,-1050,-70
208377,1103090308,0,1002,4,15,-280,-1050,-70
208378,1103095311,0,1002,4,15,-280,-1050,-70
208379,1103100308,0,1002,4,15,-280,-1050,-70
208380,1103106205,0,1002,4,15,-280,-1050,-70
208382,1103110557,0,1002,5,16,-280,-1050,-70
208383,1103115406,0,1002,5,16,-280,-1050,-70
208384,1103120414,0,1002,5,16,-280,-1050,-70
208386,1103125332,0,1002,5,16,-280,-1050,-70
208387,1103130317,0,1002,4,15,-280,-1050,-70
208388,1103135321,0,1002,4,15,-280,-1050,-70
208389,1103140304,0,1002,4,15,-280,-1050,-70
208390,1103145311,0,1002,4,15,-280,-1050,-70
208391,1103150304,0,1003,4,15,-210,-1050,-70
208392,1103155311,0,1003,4,15,-210,-1050,-70
208393,1103160309,0,1003,4,15,-210,-1050,-70
208394,1103165305,0,1002,3,16,-210,-1050,-70
208395,1103170309,0,1002,3,16,-210,-1050,-70
208396,1103175308,0,1002,3,16,-210,-1050,-70
208397,1103180308,0,1002,3,16,-210,-1050,-70
208398,1103185307,0,1002,4,16,-210,-1050,-70
208399,1103190311,0,1002,4,16,-210,-1050,-70
208400,1103195306,0,1002,4,16,-210,-1050,-70
208401,1103200306,0,1002,4,16,-210,-1050,-70
208402,1103205309,0,1001,4,14,-210,-1120,-70
208403,1103210307,0,1001,4,14,-210,-1120,-70
208404,1103215314,0,1001,4,14,-210,-1120,-70
208405,1103220359,0,1001,4,16,-210,-980,-70
208407,1103225618,0,1001,4,16,-210,-980,-70
208408,1103230556,0,1001,4,16,-210,-980,-70
208410,1103235631,0,1001,4,16,-210,-980,-70
208411,1103240330,0,1002,5,17,-210,-1050,-140
208412,1103245314,0,1002,5,17,-210,-1050,-140
208413,1103250312,0,1002,5,17,-210,-1050,-140
208414,1103255307,0,1002,5,17,-210,-1050,-140
208415,1103260306,0,1002,4,13,-210,-1120,-70
208416,1103265306,0,1002,4,13,-210,-1120,-70
208417,1103270311,0,1002,4,13,-210,-1120,-70
208418,1103275307,0,1002,5,14,-210,-1050,-70
208419,1103280307,0,1002,5,14,-210,-1050,-70
208420,1103285307,0,1002,5,14,-210,-1050,-70
208421,1103290309,0,1002,5,14,-210,-1050,-70
208422,1103295305,0,1003,4,16,-280,-1050,-70
208423,1103300312,0,1003,4,16,-280,-1050,-70
208424,1103305310,0,1003,4,16,-280,-1050,-70
208425,1103310307,0,1003,4,16,-280,-1050,-70
208426,1103315312,0,1003,3,14,-280,-1050,-70
208427,1103320304,0,1003,3,14,-280,-1050,-70
208428,1103325311,0,1003,3,14,-280,-1050,-70
208429,1103330316,0,1003,3,14,-280,-1050,-70
208430,1103336118,0,1003,4,15,-210,-1050,-70
208432,1103340540,0,1003,4,15,-210,-1050,-70
208433,1103345451,0,1003,4,15,-210,-1050,-70
208435,1103350343,0,1002,4,17,-210,-1050,-70
208436,1103355321,0,1002,4,17,-210,-1050,-70
208437,1103360310,0,1002,4,17,-210,-1050,-70
208438,1103365308,0,1002,4,17,-210,-1050,-70
208439,1103370307,0,1001,5,14,-210,-1120,-70
208440,1103375303,0,1001,5,14,-210,-1120,-70
208441,1103380311,0,1001,5,14,-210,-1120,-70
208442,1103385308,0,1001,5,14,-210,-1120,-70
208443,1103390309,0,1003,5,14,-280,-1050,-70
208444,1103395304,0,1003,5,14,-280,-1050,-70
208445,1103400306,0,1003,5,14,-280,-1050,-70
208446,1103405310,0,1002,3,15,-210,-1050,-70
208447,1103410324,0,1002,3,15,-210,-1050,-70
208448,1103415315,0,1002,3,15,-210,-1050,-70
208449,1103420306,0,1002,3,15,-210,-1050,-70
208450,1103425317,0,1002,4,14,-280,-1050,-70
208451,1103430306,0,1002,4,14,-280,-1050,-70
208452,1103435308,0,1002,4,14,-280,-1050,-70
208453,1103440313,0,1002,4,14,-280,-1050,-70
208454,1103448017,0,1001,5,15,-280,-1050,-70
208455,1103450368,0,1001,5,15,-280,-1050,-70
208457,1103455457,0,1001,5,15,-280,-1050,-70
208458,1103462081,0,1002,3,16,-280,-1050,-70
208460,1103465335,0,1002,3,16,-280,-1050,-70
208461,1103470314,0,1002,3,16,-280,-1050,-70
208462,1103475307,0,1002,3,16,-280,-1050,-70
208463,1103480305,0,1002,4,15,-280,-1050,-70
208464,1103485307,0,1002,4,15,-280,-1050,-70
208465,1103490306,0,1002,4,15,-280,-1050,-70
208466,1103495311,0,1002,4,15,-280,-1050,-70
208467,1103500310,0,1002,4,14,-280,-1120,-70
208468,1103505306,0,1002,4,14,-280,-1120,-70
208469,1103510309,0,1002,4,14,-280,-1120,-70
208470,1103515305,0,1002,4,14,-210,-1050,-70
208471,1103520307,0,1002,4,15,-210,-1050,-70
208472,1103525311,0,1002,4,15,-210,-1050,-70
208473,1103530307,0,1002,4,15,-210,-1050,-70
208474,1103535319,0,1002,4,15,-210,-1050,-70
208475,1103540305,0,1002,4,15,-210,-1050,-70
208476,1103545312,0,1002,4,15,-210,-1050,-70
208477,1103550307,0,1002,4,15,-210,-1050,-70
208478,1103555309,0,1002,3,16,-210,-1050,-70
208479,1103561963,0,1002,3,16,-210,-1050,-70
208480,1103565849,0,1002,3,16,-210,-1050,-70
208482,1103570486,0,1002,3,16,-210,-1050,-70
208483,1103576413,0,1002,4,16,-210,-1050,-70
208485,1103580334,0,1002,4,16,-210,-1050,-70
208486,1103585317,0,1002,4,16,-210,-1050,-70
208487,1103590318,0,1003,5,15,-280,-1050,-70
208488,1103595307,0,1003,5,15,-280,-1050,-70
208489,1103600310,0,1003,5,15,-280,-1050,-70
208490,1103605308,0,1003,5,15,-280,-1050,-70
208491,1103610309,0,1002,3,14,-210,-1120,-70
208492,1103615309,0,1002,3,14,-210,-1120,-70
208493,1103620308,0,1002,3,14,-210,-1120,-70
208494,1103625306,0,1002,3,14,-210,-1120,-70
208495,1103630312,0,1001,5,16,-210,-1050,-70
208496,1103635308,0,1001,5,16,-210,-1050,-70
208497,1103640308,0,1001,5,16,-210,-1050,-70
208498,1103645312,0,1002,3,14,-210,-1120,-70
208499,1103650304,0,1002,3,14,-210,-1120,-70
208500,1103655305,0,1002,3,14,-210,-1120,-70
208501,1103660311,0,1002,3,14,-210,-1120,-70
208502,1103665328,0,1002,4,15,-280,-1050,-70
208503,1103670311,0,1002,4,15,-280,-1050,-70
208504,1103676010,0,1002,4,15,-280,-1050,-70
208506,1103680655,0,1002,4,15,-280,-1050,-70
208507,1103685529,0,1003,5,17,-210,-980,-70
208509,1103690474,0,1003,5,17,-210,-980,-70
208510,1103695329,0,1003,5,17,-210,-980,-70
208511,1103700313,0,1002,5,16,-210,-1120,-70
208512,1103705312,0,1002,4,16,-210,-1120,-70
208513,1103710307,0,1002,4,16,-210,-1120,-70
208514,1103715311,0,1002,4,16,-210,-1120,-70
208515,1103720306,0,1001,4,14,-210,-1050,-70
208516,1103725308,0,1001,4,14,-210,-1050,-70
208517,1103730307,0,1001,4,14,-210,-1050,-70
208518,1103735308,0,1001,4,14,-210,-1050,-70
208519,1103740306,0,1002,4,16,-210,-980,-70
208520,1103745305,0,1002,4,16,-210,-980,-70
208521,1103750307,0,1002,4,16,-210,-980,-70
208522,1103755316,0,1002,4,16,-210,-980,-70
208523,1103760307,0,1002,4,16,-210,-1050,-70
208524,1103765306,0,1002,4,16,-210,-1050,-70
208525,1103770305,0,1002,4,16,-210,-1050,-70
208526,1103775306,0,1002,4,14,-210,-1120,-70
208527,1103780310,0,1002,4,14,-210,-1120,-70
208528,1103785311,0,1002,4,14,-210,-1120,-70
208529,1103791917,0,1002,4,14,-210,-1120,-70
208531,1103795436,0,1002,5,16,-280,-1050,-70
208532,1103800360,0,1002,5,16,-280,-1050,-70
208535,1103805425,0,1002,5,16,-280,-1050,-70
208536,1103810341,0,1002,5,16,-280,-1050,-70
208537,1103815314,0,1001,4,17,-210,-1050,-70
208538,1103820307,0,1001,4,17,-210,-1050,-70
208539,1103825307,0,1001,4,17,-210,-1050,-70
208540,1103830308,0,1002,4,14,-210,-1120,-70
208541,1103835306,0,1002,4,14,-210,-1120,-70
208542,1103840307,0,1002,4,14,-210,-1120,-70
208543,1103845308,0,1002,4,14,-210,-1120,-70
208544,1103850307,0,1002,5,14,-210,-1050,-70
208545,1103855305,0,1002,5,14,-210,-1050,-70
208546,1103860311,0,1002,5,14,-210,-1050,-70
208547,1103865308,0,1002,5,14,-210,-1050,-70
208548,1103870307,0,1001,4,15,-210,-1050,-70
208549,1103875309,0,1001,4,15,-210,-1050,-70
208550,1103880311,0,1001,4,15,-210,-1050,-70
208551,1103885304,0,1001,4,15,-210,-1050,-70
208552,1103890309,0,1001,4,15,-210,-1050,-70
208553,1103895309,0,1001,4,15,-210,-1050,-70
208554,1103900307,0,1001,4,15,-210,-1050,-70
208555,1103905999,0,1003,4,16,-210,-1050,-70
208557,1103910483,0,1003,4,16,-210,-1050,-70
208558,1103915409,0,1003,4,16,-210,-1050,-70
208560,1103920341,0,1003,4,16,-210,-1050,-70
208561,1103925314,0,1002,4,16,-210,-1050,-70
208562,1103930308,0,1002,4,16,-210,-1050,-70
208563,1103935308,0,1002,4,16,-210,-1050,-70
208564,1103940306,0,1002,4,16,-210,-1050,-70
208565,1103945312,0,1003,4,15,-280,-1120,-70
208566,1103950305,0,1003,4,15,-280,-1120,-70
208567,1103955307,0,1003,4,15,-280,-1120,-70
208568,1103960314,0,1002,4,16,-210,-1050,-70
208569,1103965304,0,1002,4,16,-210,-1050,-70
208570,1103970306,0,1002,4,16,-210,-1050,-70
208571,1103975310,0,1002,4,16,-210,-1050,-70
208572,1103980312,0,1002,4,16,-210,-1050,-70
208573,1103985307,0,1002,4,16,-210,-1050,-70
208574,1103990312,0,1002,4,16,-210,-1050,-70
208575,1103995306,0,1002,4,16,-210,-1050,-70
208576,1104000310,0,1002,4,14,-280,-1120,-70
208577,1104005308,0,1002,4,14,-280,-1120,-70
208578,1104010309,0,1002,4,14,-280,-1120,-70
208579,1104017870,0,1001,3,16,-210,-1050,-70
208580,1104021767,0,1001,3,16,-210,-1050,-70
208582,1104025418,0,1001,3,16,-210,-1050,-70
208583,1104032388,0,1001,3,16,-210,-1050,-70
208585,1104035334,0,1002,4,17,-280,-1050,-70
208586,1104040316,0,1002,4,17,-280,-1050,-70
208587,1104045311,0,1002,4,17,-280,-1050,-70
208588,1104050308,0,1002,4,17,-280,-1050,-70
208589,1104055308,0,1003,4,14,-280,-1120,-70
208590,1104060306,0,1003,4,14,-280,-1120,-70
208591,1104065306,0,1003,4,14,-280,-1120,-70
208592,1104070308,0,1002,4,14,-210,-1050,-70
208593,1104075304,0,1002,4,14,-210,-1050,-70
208594,1104080307,0,1002,4,14,-210,-1050,-70
208595,1104085313,0,1002,4,14,-210,-1050,-70
208596,1104090307,0,1002,4,15,-210,-1050,-70
208597,1104095307,0,1002,4,15,-210,-1050,-70
208598,1104100308,0,1002,4,15,-210,-1050,-70
208599,1104105308,0,1002,4,15,-210,-1050,-70
208600,1104110306,0,1003,4,16,-280,-1050,-70
208601,1104115312,0,1003,4,16,-280,-1050,-70
208602,1104120306,0,1003,4,16,-280,-1050,-70
208603,1104125305,0,1003,4,16,-280,-1050,-70
208604,1104131830,0,1002,4,15,-280,-1050,-70
208605,1104135727,0,1002,4,15,-280,-1050,-70
208607,1104140381,0,1002,4,15,-280,-1050,-70
208608,1104146321,0,1002,4,16,-210,-980,-70
208610,1104150333,0,1002,4,16,-210,-980,-70
208611,1104155319,0,1002,4,16,-210,-980,-70
208612,1104160309,0,1002,4,16,-210,-980,-70
208613,1104165307,0,1002,5,16,-210,-1050,-70
208614,1104170310,0,1002,5,16,-210,-1050,-70
208615,1104175306,0,1002,5,16,-210,-1050,-70
208616,1104180314,0,1002,5,16,-210,-1050,-70
208617,1104185304,0,1003,4,14,-210,-1120,-70
208618,1104190308,0,1003,4,14,-210,-1120,-70
208619,1104195305,0,1003,4,14,-210,-1120,-70
208620,1104200305,0,1002,4,15,-210,-1050,-70
208621,1104205310,0,1002,4,15,-210,-1050,-70
208622,1104210316,0,1002,4,15,-210,-1050,-70
208623,1104215308,0,1002,4,15,-210,-1050,-70
208624,1104220326,0,1002,5,15,-210,-1050,-70
208625,1104225310,0,1002,5,15,-210,-1050,-70
208626,1104230306,0,1002,5,15,-210,-1050,-70
208627,1104235307,0,1002,5,15,-210,-1050,-70
208628,1104240306,0,1002,4,14,-210,-1120,-70
208629,1104245855,0,1002,4,14,-210,-1120,-70
208631,1104250559,0,1002,4,14,-210,-1120,-70
208632,1104255421,0,1003,5,16,-280,-1050,-70
208634,1104260639,0,1003,5,16,-280,-1050,-70
208635,1104265340,0,1003,5,16,-280,-1050,-70
208636,1104270313,0,1003,5,16,-280,-1050,-70
208637,1104275310,0,1002,4,17,-210,-1050,-70
208638,1104280306,0,1002,4,17,-210,-1050,-70
208639,1104285307,0,1002,4,17,-210,-1050,-70
208640,1104290306,0,1002,4,17,-210,-1050,-70
208641,1104295306,0,1003,3,14,-210,-1120,-70
208642,1104300307,0,1003,3,14,-210,-1120,-70
208643,1104305320,0,1003,3,14,-210,-1120,-70
208644,1104310310,0,1003,3,14,-210,-1120,-70
208645,1104315306,0,1002,4,15,-210,-1050,-70
208646,1104320306,0,1002,4,15,-210,-1050,-70
208647,1104325306,0,1002,4,15,-210,-1050,-70
208648,1104330308,0,1001,3,15,-210,-1050,-70
208649,1104335322,0,1001,3,15,-210,-1050,-70
208650,1104340303,0,1001,3,15,-210,-1050,-70
208651,1104345315,0,1001,3,15,-210,-1050,-70
208652,1104350316,0,1003,5,14,-280,-1050,-70
208653,1104355306,0,1003,5,14,-280,-1050,-70
208654,1104361755,0,1003,5,14,-280,-1050,-70
208656,1104365606,0,1003,5,14,-280,-1050,-70
208657,1104370507,0,1002,4,16,-280,-1050,-70
208659,1104375436,0,1002,4,16,-280,-1050,-70
208660,1104380336,0,1002,4,16,-280,-1050,-70
208661,1104385315,0,1002,5,16,-280,-1050,-70
208662,1104390306,0,1002,5,16,-280,-1050,-70
208663,1104395307,0,1002,5,16,-280,-1050,-70
208664,1104400307,0,1002,5,16,-280,-1050,-70
208665,1104405307,0,1002,4,15,-280,-1120,-70
208666,1104410308,0,1002,4,15,-280,-1120,-70
208667,1104415305,0,1002,4,15,-280,-1120,-70
208668,1104420309,0,1002,4,15,-280,-1120,-70
208669,1104425309,0,1002,3,15,-210,-1050,-70
208670,1104430310,0,1002,3,15,-210,-1050,-70
208671,1104435309,0,1002,3,15,-210,-1050,-70
208672,1104440307,0,1002,4,15,-210,-1050,-70
208673,1104445319,0,1002,4,15,-210,-1050,-70
208674,1104450307,0,1002,4,15,-210,-1050,-70
208675,1104455310,0,1002,4,15,-210,-1050,-70
208676,1104460314,0,1002,4,15,-280,-1120,-70
208677,1104465308,0,1002,4,15,-280,-1120,-70
208678,1104470309,0,1002,4,15,-280,-1120,-70
208679,1104476036,0,1002,4,15,-280,-1120,-70
208681,1104480337,0,1002,4,15,-210,-1050,-70
208682,1104485359,0,1002,4,15,-210,-1050,-70
208684,1104490343,0,1002,4,15,-210,-1050,-70
208685,1104495317,0,1002,4,15,-210,-1050,-70
208686,1104500308,0,1002,4,17,-210,-980,-70
208687,1104505311,0,1002,4,17,-210,-980,-70
208688,1104510307,0,1002,4,17,-210,-980,-70
208689,1104515308,0,1002,3,16,-280,-1120,-70
208690,1104520308,0,1002,3,16,-280,-1120,-70
208691,1104525305,0,1002,3,16,-280,-1120,-70
208692,1104530307,0,1002,3,16,-280,-1120,-70
208693,1104535304,0,1002,5,14,-210,-1050,-70
208694,1104540316,0,1002,5,14,-210,-1050,-70
208695,1104545311,0,1002,5,14,-210,-1050,-70
208696,1104550309,0,1002,5,14,-210,-1050,-70
208697,1104555319,0,1002,4,15,-210,-980,-70
208698,1104560306,0,1002,4,15,-210,-980,-70
208699,1104565309,0,1002,4,15,-210,-980,-70
208700,1104570313,0,1002,4,16,-280,-1050,-70
208701,1104575308,0,1002,4,16,-280,-1050,-70
208702,1104580307,0,1002,4,16,-280,-1050,-70
208703,1104587776,0,1002,4,16,-280,-1050,-70
208704,1104591675,0,1002,5,15,-210,-1050,-70
208706,1104595654,0,1002,5,15,-210,-1050,-70
208707,1104602295,0,1002,5,15,-210,-1050,-70
208709,1104605335,0,1002,5,15,-210,-1050,-70
208710,1104610320,0,1001,4,16,-210,-1050,-70
208711,1104615311,0,1001,4,16,-210,-1050,-70
208712,1104620304,0,1001,4,16,-210,-1050,-70
208713,1104625306,0,1002,5,16,-280,-1050,-70
208714,1104630308,0,1002,5,16,-280,-1050,-70
208715,1104635313,0,1002,5,16,-280,-1050,-70
208716,1104640306,0,1002,5,16,-280,-1050,-70
208717,1104645306,0,1003,4,16,-210,-1120,-70
208718,1104650309,0,1003,4,16,-210,-1120,-70
208719,1104655312,0,1003,4,16,-210,-1120,-70
208720,1104660306,0,1003,4,16,-210,-1120,-70
208721,1104665317,0,1001,3,15,-210,-1050,-70
208722,1104670306,0,1001,3,15,-210,-1050,-70
208723,1104675311,0,1001,3,15,-210,-1050,-70
208724,1104680306,0,1001,3,15,-210,-1050,-70
208725,1104685305,0,1002,6,15,-210,-1050,-70
208726,1104690312,0,1002,6,15,-210,-1050,-70
208727,1104695308,0,1002,6,15,-210,-1050,-70
208728,1104701635,0,1001,3,15,-210,-1050,-70
208729,1104705515,0,1001,3,15,-210,-1050,-70
208731,1104710484,0,1001,3,15,-210,-1050,-70
208732,1104716119,0,1001,3,15,-210,-1050,-70
208734,1104720336,0,1002,4,17,-280,-1050,-70
208735,1104725315,0,1002,4,17,-280,-1050,-70
208736,1104730309,0,1002,4,17,-280,-1050,-70
208737,1104735310,0,1002,4,17,-280,-1050,-70
208738,1104740308,0,1002,4,16,-210,-1050,-70
208739,1104745304,0,1002,4,16,-210,-1050,-70
208740,1104750312,0,1002,4,16,-210,-1050,-70
208741,1104755305,0,1001,3,15,-210,-1120,-70
208742,1104760319,0,1001,3,15,-210,-1120,-70
208743,1104765306,0,1001,3,15,-210,-1120,-70
208744,1104770307,0,1001,3,15,-210,-1120,-70
208745,1104775310,0,1003,5,14,-280,-1050,-70
208746,1104780305,0,1003,5,14,-280,-1050,-70
208747,1104785307,0,1003,5,14,-280,-1050,-70
208748,1104790309,0,1003,5,14,-280,-1050,-70
208749,1104795307,0,1001,5,16,-210,-1050,-70
208750,1104800313,0,1001,5,16,-210,-1050,-70
208751,1104805307,0,1001,5,16,-210,-1050,-70
208752,1104810306,0,1002,4,14,-210,-1120,-70
208753,1104815652,0,1002,4,14,-210,-1120,-70
208755,1104820577,0,1002,4,14,-210,-1120,-70
208756,1104825505,0,1002,4,14,-210,-1120,-70
208759,1104830436,0,1002,4,16,-280,-1050,-70
208760,1104835339,0,1002,4,16,-280,-1050,-70
208761,1104840317,0,1002,4,16,-280,-1050,-70
208762,1104845314,0,1002,4,16,-280,-1050,-70
208763,1104850307,0,1001,3,17,-210,-1050,-70
208764,1104855311,0,1001,3,17,-210,-1050,-70
