t,frame,x,y,z,doppler,snr_db,noise_db
1784036672.374,24,7.33,-3.01,1.285,0.0,18.2,65.9
1784036672.374,24,8.437,-0.545,2.158,0.0,11.5,64.5
1784036672.475,25,1.362,0.858,-0.128,0.0,13.8,63.1
1784036672.475,25,1.711,-0.704,0.312,0.0,19.9,69.3
1784036672.475,25,3.399,-1.82,0.456,0.0,12.5,73.1
1784036672.475,25,7.334,-3.01,1.26,0.0,18.0,66.1
1784036672.526,26,1.328,0.908,-0.132,0.0,13.2,63.6
1784036672.526,26,1.711,-0.704,0.311,0.0,19.9,69.2
1784036672.526,26,3.46,-1.699,0.47,0.0,13.5,73.2
1784036672.526,26,7.329,-3.01,1.291,0.0,18.2,66.0
1784036672.678,27,1.331,0.908,-0.102,0.0,13.3,63.5
1784036672.678,27,1.711,-0.704,0.312,0.0,20.1,69.1
1784036672.678,27,3.509,-1.577,0.526,0.0,15.5,72.5
1784036672.678,27,7.33,-3.01,1.288,0.0,18.5,65.7
1784036672.678,27,8.443,-0.545,2.137,0.0,11.6,64.2
1784036672.779,28,1.364,0.858,-0.095,0.0,12.7,64.1
1784036672.779,28,1.711,-0.704,0.312,0.0,19.6,69.5
1784036672.779,28,3.394,-1.82,0.493,0.0,13.0,73.5
1784036672.779,28,7.334,-3.01,1.262,0.0,18.4,65.8
1784036672.829,29,1.332,0.908,-0.087,0.0,13.8,63.0
1784036672.829,29,1.711,-0.704,0.312,0.0,19.8,69.4
1784036672.829,29,3.389,-1.82,0.531,0.0,14.4,72.4
1784036672.829,29,7.328,-3.01,1.299,0.0,18.3,66.0
1784036672.93,30,1.363,0.858,-0.114,0.0,13.8,63.0
1784036672.93,30,1.711,-0.704,0.31,0.0,20.0,69.2
1784036672.93,30,3.377,-1.82,0.6,0.0,13.4,72.7
1784036672.93,30,7.33,-3.01,1.285,0.0,18.5,65.7
1784036673.082,31,1.331,0.908,-0.105,0.0,13.1,63.7
1784036673.082,31,1.711,-0.704,0.311,0.0,19.6,69.6
1784036673.082,31,3.456,-1.699,0.498,0.0,13.6,73.3
1784036673.082,31,7.335,-3.01,1.258,0.0,18.4,65.7
1784036673.133,32,1.331,0.908,-0.101,0.0,14.0,62.8
1784036673.133,32,1.711,-0.704,0.314,0.0,19.9,69.3
1784036673.133,32,3.309,-1.941,0.599,0.0,12.9,72.8
1784036673.133,32,7.325,-3.01,1.311,0.0,17.7,66.3
1784036673.235,33,1.36,0.858,-0.14,0.0,13.1,63.8
1784036673.235,33,1.711,-0.704,0.311,0.0,19.7,69.4
1784036673.235,33,3.36,-1.82,0.687,0.0,13.8,72.8
1784036673.235,33,7.329,-3.01,1.289,0.0,18.0,66.0
1784036673.338,34,1.329,0.908,-0.127,0.0,13.1,63.8
1784036673.338,34,1.711,-0.704,0.313,0.0,19.6,69.6
1784036673.338,34,3.445,-1.699,0.566,0.0,14.6,72.3
1784036673.338,34,7.33,-3.01,1.286,0.0,18.1,65.9
1784036673.44,35,1.361,0.858,-0.138,0.0,13.9,63.0
1784036673.44,35,1.711,-0.704,0.312,0.0,20.0,69.2
1784036673.44,35,3.377,-1.82,0.603,0.0,14.5,72.0
1784036673.44,35,7.33,-3.01,1.283,0.0,18.2,65.8
1784036673.544,36,1.324,0.908,-0.168,0.0,14.0,63.0
1784036673.544,36,1.711,-0.704,0.312,0.0,19.8,69.4
1784036673.544,36,3.436,-1.699,0.619,0.0,14.2,72.7
1784036673.544,36,7.336,-3.01,1.251,0.0,18.3,65.8
1784036673.646,37,1.323,0.908,-0.173,0.0,14.1,62.8
1784036673.646,37,1.711,-0.704,0.313,0.0,20.1,69.1
1784036673.646,37,3.437,-1.699,0.614,0.0,14.7,72.2
1784036673.646,37,7.428,-2.76,1.287,0.0,18.3,65.8
1784036673.75,38,1.36,0.858,-0.147,0.0,13.7,63.1
1784036673.75,38,1.71,-0.704,0.316,0.0,20.1,69.1
1784036673.75,38,3.374,-1.82,0.617,0.0,14.5,72.4
1784036673.75,38,7.33,-3.01,1.287,0.0,18.2,66.0
1784036673.851,39,1.362,0.858,-0.127,0.0,13.7,63.1
1784036673.851,39,1.711,-0.704,0.313,0.0,19.9,69.3
1784036673.851,39,3.388,-1.82,0.535,0.0,13.5,73.0
1784036673.851,39,7.335,-3.01,1.255,0.0,18.3,65.9
1784036673.966,40,1.328,0.908,-0.138,0.0,13.2,63.7
1784036673.966,40,1.711,-0.704,0.313,0.0,19.8,69.4
1784036673.966,40,3.377,-1.82,0.599,0.0,14.5,72.5
1784036673.966,40,7.33,-3.01,1.288,0.0,18.3,65.9
1784036674.067,41,1.358,0.858,-0.159,0.0,12.9,64.0
1784036674.067,41,1.711,-0.704,0.31,0.0,19.9,69.3
1784036674.067,41,3.386,-1.82,0.549,0.0,13.3,73.5
1784036674.067,41,7.336,-3.01,1.253,0.0,18.7,65.5
1784036674.169,42,1.359,0.858,-0.156,0.0,12.6,64.4
1784036674.169,42,1.711,-0.704,0.312,0.0,19.8,69.4
1784036674.169,42,3.447,-1.699,0.556,0.0,13.8,72.8
1784036674.169,42,7.431,-2.76,1.266,0.0,18.6,65.6
1784036674.273,43,1.361,0.858,-0.138,0.0,12.8,64.1
1784036674.273,43,1.712,-0.704,0.309,0.0,19.8,69.3
1784036674.273,43,3.386,-1.82,0.55,0.0,14.7,72.7
1784036674.273,43,7.431,-2.76,1.267,0.0,18.6,65.6
1784036674.375,44,1.363,0.858,-0.116,0.0,12.5,64.3
1784036674.375,44,1.712,-0.704,0.307,0.0,20.0,69.2
1784036674.375,44,3.442,-1.699,0.588,0.0,13.3,73.6
1784036674.375,44,6.522,-2.716,1.595,0.0,11.4,63.8
1784036674.375,44,7.432,-2.76,1.264,0.0,19.0,65.2
1784036674.477,45,1.329,0.908,-0.123,0.0,13.5,63.4
1784036674.477,45,1.712,-0.704,0.309,0.0,19.8,69.4
1784036674.477,45,3.369,-1.82,0.643,0.0,12.7,73.2
1784036674.477,45,7.434,-2.76,1.25,0.0,18.7,65.6
1784036674.579,46,1.36,0.858,-0.144,0.0,13.1,63.8
1784036674.579,46,1.711,-0.704,0.311,0.0,20.1,69.1
1784036674.579,46,3.381,-1.82,0.576,0.0,13.3,73.4
1784036674.579,46,6.531,-2.716,1.557,0.0,11.4,63.9
1784036674.579,46,7.427,-2.76,1.292,0.0,18.9,65.3
1784036674.63,47,1.329,0.908,-0.128,0.0,12.6,64.3
1784036674.63,47,1.712,-0.704,0.307,0.0,19.8,69.3
1784036674.63,47,3.467,-1.699,0.414,0.0,12.6,74.1
1784036674.63,47,6.52,-2.716,1.603,0.0,11.4,63.8
1784036674.63,47,7.334,-3.01,1.265,0.0,19.0,65.2
1784036674.732,48,1.362,0.858,-0.124,0.0,13.4,63.5
1784036674.732,48,1.711,-0.704,0.309,0.0,20.0,69.2
1784036674.732,48,3.432,-1.699,0.645,0.0,12.6,73.5
1784036674.732,48,7.341,-3.01,1.221,0.0,18.8,65.4
1784036674.885,49,1.327,0.908,-0.141,0.0,12.3,64.6
1784036674.885,49,1.711,-0.704,0.31,0.0,19.7,69.5
1784036674.885,49,3.362,-1.82,0.679,0.0,13.3,73.1
1784036674.885,49,6.522,-2.716,1.595,0.0,11.4,63.6
1784036674.885,49,7.431,-2.76,1.268,0.0,19.1,65.1
1784036674.937,50,1.325,0.908,-0.158,0.0,12.2,64.6
1784036674.937,50,1.711,-0.704,0.309,0.0,20.0,69.2
1784036674.937,50,3.364,-1.82,0.671,0.0,13.1,73.5
1784036674.937,50,7.333,-3.01,1.269,0.0,18.6,65.6
1784036675.038,51,1.361,0.858,-0.133,0.0,12.7,64.1
1784036675.038,51,1.712,-0.704,0.308,0.0,20.0,69.2
1784036675.038,51,3.4,-1.82,0.452,0.0,12.2,73.9
1784036675.038,51,7.335,-3.01,1.254,0.0,19.0,65.3
1784036675.141,52,1.33,0.908,-0.11,0.0,13.2,63.6
1784036675.141,52,1.711,-0.704,0.311,0.0,19.9,69.3
1784036675.141,52,3.408,-1.82,0.389,0.0,11.9,73.9
1784036675.141,52,7.429,-2.76,1.278,0.0,18.6,65.4
1784036675.243,53,1.36,0.858,-0.147,0.0,13.5,63.2
1784036675.243,53,1.712,-0.704,0.306,0.0,20.3,68.9
1784036675.243,53,3.563,-1.456,0.515,0.0,15.3,73.2
1784036675.243,53,6.498,-2.716,1.689,0.0,11.2,63.9
1784036675.243,53,7.435,-2.76,1.246,0.0,18.7,65.4
1784036675.346,54,1.36,0.858,-0.141,0.0,13.9,62.9
1784036675.346,54,1.711,-0.704,0.312,0.0,20.0,69.1
1784036675.346,54,3.393,-1.82,0.501,0.0,12.5,73.6
1784036675.346,54,6.546,-2.716,1.494,0.0,11.6,63.7
1784036675.346,54,7.438,-2.76,1.229,0.0,18.9,65.3
1784036675.346,54,8.325,-0.545,2.556,0.0,11.2,64.7
1784036675.456,55,1.363,0.858,-0.108,0.0,13.0,63.9
1784036675.456,55,1.711,-0.704,0.313,0.0,20.1,69.0
1784036675.456,55,3.387,-1.82,0.541,0.0,13.5,73.3
1784036675.456,55,6.53,-2.716,1.559,0.0,11.2,63.8
1784036675.456,55,7.428,-2.76,1.285,0.0,19.1,65.3
1784036675.558,56,1.329,0.908,-0.126,0.0,13.8,63.0
1784036675.558,56,1.711,-0.704,0.311,0.0,20.1,69.1
1784036675.558,56,3.386,-1.82,0.548,0.0,13.2,73.2
1784036675.558,56,6.515,-2.716,1.622,0.0,11.4,63.8
1784036675.558,56,7.335,-3.01,1.255,0.0,18.7,65.3
1784036675.66,57,1.361,0.858,-0.13,0.0,13.6,63.3
1784036675.66,57,1.711,-0.704,0.312,0.0,20.1,69.1
1784036675.66,57,3.448,-1.699,0.55,0.0,13.6,72.9
1784036675.66,57,6.52,-2.716,1.602,0.0,11.8,63.8
1784036675.66,57,7.432,-2.76,1.264,0.0,18.7,65.3
1784036675.66,57,5.301,-2.176,0.911,0.162,15.1,55.3
1784036675.66,57,4.286,3.808,0.895,0.162,15.1,55.3
1784036675.66,57,3.721,-1.104,0.592,0.243,22.1,52.6
1784036675.66,57,3.842,-1.295,0.862,0.243,12.4,56.1
1784036675.763,58,1.328,0.908,-0.131,0.0,13.6,63.3
1784036675.763,58,1.712,-0.704,0.309,0.0,20.1,69.1
1784036675.763,58,3.385,-1.82,0.552,0.0,13.1,73.4
1784036675.763,58,6.515,-2.716,1.623,0.0,11.7,63.8
1784036675.763,58,7.437,-2.76,1.236,0.0,18.7,65.4
1784036675.763,58,3.774,-0.982,0.458,0.243,18.7,55.1
1784036675.763,58,3.827,-1.295,0.925,0.243,14.8,56.4
1784036675.763,58,4.324,-1.767,0.617,-0.162,17.3,50.8
1784036675.865,59,1.328,0.908,-0.134,0.0,13.2,63.7
1784036675.865,59,1.711,-0.704,0.31,0.0,20.1,69.1
1784036675.865,59,3.445,-1.699,0.567,0.0,12.9,73.4
1784036675.865,59,6.506,-2.716,1.659,0.0,11.7,63.6
1784036675.865,59,7.432,-2.76,1.261,0.0,18.6,65.2
1784036675.865,59,3.773,-1.117,0.531,0.243,20.8,53.0
1784036675.865,59,3.873,-1.309,0.911,0.243,18.1,55.2
1784036675.865,59,4.307,-1.751,0.419,-0.243,16.1,49.9
1784036675.966,60,1.361,0.858,-0.136,0.0,13.3,63.6
1784036675.966,60,1.711,-0.704,0.31,0.0,20.1,69.1
1784036675.966,60,3.451,-1.699,0.533,0.0,13.0,73.8
1784036675.966,60,6.524,-2.716,1.586,0.0,11.7,63.6
1784036675.966,60,7.334,-3.01,1.261,0.0,17.9,65.3
1784036675.966,60,3.927,-1.309,0.641,0.162,15.6,59.1
1784036675.966,60,4.297,-1.751,0.516,-0.162,14.8,51.5
1784036676.067,61,1.329,0.908,-0.12,0.0,13.7,63.2
1784036676.067,61,1.711,-0.704,0.31,0.0,20.1,69.1
1784036676.067,61,3.447,-1.699,0.559,0.0,13.3,73.2
1784036676.067,61,6.509,-2.716,1.646,0.0,11.6,63.5
1784036676.067,61,7.44,-2.76,1.215,0.0,18.1,65.2
1784036676.067,61,3.946,-1.322,0.77,0.162,20.2,56.8
1784036676.173,62,1.327,0.908,-0.138,0.0,12.5,64.2
1784036676.173,62,1.711,-0.704,0.31,0.0,19.9,69.3
1784036676.173,62,3.388,-1.82,0.532,0.0,12.5,73.9
1784036676.173,62,6.519,-2.716,1.604,0.0,11.8,63.8
1784036676.173,62,7.442,-2.76,1.203,0.0,18.2,65.3
1784036676.173,62,3.927,-1.322,0.86,0.081,12.0,65.8
1784036676.275,63,1.361,0.858,-0.133,0.0,13.4,63.4
1784036676.275,63,1.711,-0.704,0.313,0.0,20.0,69.1
1784036676.275,63,3.389,-1.82,0.529,0.0,13.3,73.6
1784036676.275,63,6.505,-2.716,1.662,0.0,11.6,63.9
1784036676.275,63,7.444,-2.76,1.191,0.0,17.7,65.5
1784036676.275,63,3.934,-1.322,0.826,0.162,20.5,55.2
1784036676.379,64,1.359,0.858,-0.153,0.0,13.1,63.7
1784036676.379,64,1.711,-0.704,0.311,0.0,20.0,69.2
1784036676.379,64,3.447,-1.699,0.557,0.0,13.0,73.5
1784036676.379,64,6.517,-2.716,1.612,0.0,11.8,63.9
1784036676.379,64,7.344,-3.01,1.202,0.0,17.7,65.5
1784036676.379,64,4.051,-1.336,0.287,0.081,13.2,65.2
1784036676.429,65,1.328,0.908,-0.133,0.0,14.2,62.5
1784036676.429,65,1.711,-0.704,0.313,0.0,19.8,69.3
1784036676.429,65,3.391,-1.82,0.513,0.0,14.0,72.7
1784036676.429,65,7.338,-3.01,1.237,0.0,17.3,65.9
1784036676.429,65,4.0,-1.47,0.349,0.081,14.2,65.0
1784036676.58,66,1.362,0.858,-0.12,0.0,14.6,62.3
1784036676.58,66,1.71,-0.704,0.315,0.0,20.5,68.7
1784036676.58,66,3.462,-1.699,0.457,0.0,14.4,72.7
1784036676.58,66,6.517,-2.716,1.615,0.0,11.6,63.9
1784036676.58,66,7.341,-3.01,1.22,0.0,18.0,65.6
1784036676.58,66,8.47,-0.545,2.026,0.0,11.4,64.0
1784036676.58,66,4.001,-1.47,0.341,0.081,11.5,67.0
1784036676.681,67,0.451,0.115,-0.239,0.0,11.4,67.5
1784036676.681,67,0.379,0.36,-0.033,0.0,11.4,67.5
1784036676.681,67,1.364,0.858,-0.098,0.0,13.9,62.9
1784036676.681,67,1.71,-0.704,0.316,0.0,20.1,69.1
1784036676.681,67,3.438,-1.699,0.612,0.0,12.5,73.8
1784036676.681,67,6.522,-2.716,1.595,0.0,11.9,63.6
1784036676.681,67,7.348,-3.01,1.177,0.0,18.5,65.3
1784036676.681,67,8.406,-0.545,2.276,0.0,11.5,64.1
1784036676.681,67,3.931,-1.47,0.819,0.081,11.9,66.0
1784036676.732,68,1.331,0.908,-0.098,0.0,14.5,62.4
1784036676.732,68,1.711,-0.704,0.312,0.0,20.6,68.6
1784036676.732,68,3.445,-1.699,0.572,0.0,12.9,73.7
1784036676.732,68,6.528,-2.716,1.571,0.0,11.8,63.8
1784036676.732,68,7.342,-3.01,1.213,0.0,18.6,65.4
1784036676.732,68,8.448,-0.545,2.114,0.0,12.1,63.6
1784036676.839,69,1.332,0.908,-0.091,0.0,13.2,63.7
1784036676.839,69,1.71,-0.704,0.315,0.0,20.1,69.1
1784036676.839,69,3.444,-1.699,0.575,0.0,13.1,73.3
1784036676.839,69,6.502,-2.716,1.674,0.0,11.6,63.6
1784036676.839,69,7.346,-3.01,1.191,0.0,18.8,65.2
1784036676.941,70,0.293,0.408,0.264,0.0,11.9,66.3
1784036676.941,70,1.361,0.858,-0.132,0.0,14.0,62.8
1784036676.941,70,1.71,-0.704,0.315,0.0,19.9,69.2
1784036676.941,70,3.45,-1.699,0.537,0.0,14.5,72.7
1784036676.941,70,6.506,-2.716,1.657,0.0,11.5,63.7
1784036676.941,70,7.346,-3.01,1.19,0.0,18.7,65.4
1784036676.941,70,8.446,-0.545,2.122,0.0,12.1,64.1
1784036677.043,71,1.33,0.908,-0.111,0.0,14.5,62.4
1784036677.043,71,1.71,-0.704,0.315,0.0,20.5,68.8
1784036677.043,71,3.442,-1.699,0.584,0.0,12.5,73.6
1784036677.043,71,6.539,-2.716,1.524,0.0,11.6,63.9
1784036677.043,71,7.34,-3.01,1.228,0.0,18.7,65.3
1784036677.145,72,0.345,0.439,0.248,0.0,12.2,66.0
1784036677.145,72,1.329,0.908,-0.118,0.0,12.9,63.9
1784036677.145,72,1.71,-0.704,0.317,0.0,20.1,69.1
1784036677.145,72,3.444,-1.699,0.577,0.0,11.9,74.3
1784036677.145,72,6.509,-2.716,1.648,0.0,11.5,63.8
1784036677.145,72,7.344,-3.01,1.206,0.0,18.8,65.4
1784036677.145,72,8.417,-0.545,2.235,0.0,11.6,64.7
1784036677.246,73,0.313,-0.443,-0.165,0.0,12.0,66.1
1784036677.246,73,1.362,0.858,-0.121,0.0,13.5,63.3
1784036677.246,73,1.71,-0.704,0.315,0.0,20.0,69.2
1784036677.246,73,3.453,-1.699,0.516,0.0,14.6,72.7
1784036677.246,73,6.511,-2.716,1.637,0.0,11.7,63.7
1784036677.246,73,7.342,-3.01,1.216,0.0,19.1,65.2
1784036677.246,73,8.42,-0.545,2.222,0.0,11.8,64.4
1784036677.352,74,0.513,0.065,-0.084,0.0,11.7,67.5
1784036677.352,74,1.331,0.908,-0.103,0.0,13.9,63.0
1784036677.352,74,1.71,-0.704,0.314,0.0,20.1,69.1
1784036677.352,74,3.452,-1.699,0.525,0.0,13.5,73.4
1784036677.352,74,6.519,-2.716,1.605,0.0,11.4,63.7
1784036677.352,74,7.345,-3.01,1.2,0.0,19.0,65.2
1784036677.352,74,8.42,-0.545,2.225,0.0,11.8,64.4
1784036677.46,75,0.277,0.442,0.049,0.0,12.4,67.9
1784036677.46,75,1.331,0.908,-0.098,0.0,13.6,63.3
1784036677.46,75,1.711,-0.704,0.312,0.0,20.4,68.8
1784036677.46,75,3.452,-1.699,0.527,0.0,12.7,73.8
1784036677.46,75,7.344,-3.01,1.204,0.0,18.8,65.4
1784036677.46,75,8.4,-0.545,2.296,0.0,11.7,64.4
1784036677.563,76,0.315,0.443,0.161,0.0,12.5,67.1
1784036677.563,76,1.363,0.858,-0.116,0.0,14.1,62.8
1784036677.563,76,1.711,-0.704,0.313,0.0,20.2,69.0
1784036677.563,76,3.447,-1.699,0.555,0.0,13.0,73.7
1784036677.563,76,6.525,-2.716,1.582,0.0,11.5,63.6
1784036677.563,76,7.345,-3.01,1.198,0.0,19.0,65.2
1784036677.664,77,0.263,0.443,0.237,0.0,11.3,67.5
1784036677.664,77,1.331,0.908,-0.093,0.0,13.3,63.4
1784036677.664,77,1.711,-0.704,0.314,0.0,20.3,68.9
1784036677.664,77,3.449,-1.699,0.544,0.0,12.8,73.7
1784036677.664,77,6.513,-2.716,1.629,0.0,11.3,63.8
1784036677.664,77,7.348,-3.01,1.176,0.0,18.9,65.3
1784036677.766,78,1.364,0.858,-0.103,0.0,13.2,63.7
1784036677.766,78,1.71,-0.704,0.315,0.0,20.1,69.1
1784036677.766,78,3.451,-1.699,0.531,0.0,12.6,74.2
1784036677.766,78,6.522,-2.716,1.592,0.0,11.6,63.6
1784036677.766,78,7.35,-3.01,1.163,0.0,19.1,65.1
1784036677.867,79,1.364,0.858,-0.103,0.0,13.9,63.0
1784036677.867,79,1.71,-0.704,0.315,0.0,20.3,68.9
1784036677.867,79,3.45,-1.699,0.537,0.0,12.7,74.2
1784036677.867,79,6.527,-2.716,1.574,0.0,11.8,63.5
1784036677.867,79,7.346,-3.01,1.19,0.0,19.0,65.0
1784036677.969,80,1.331,0.908,-0.097,0.0,13.6,63.4
1784036677.969,80,1.71,-0.704,0.316,0.0,20.3,68.9
1784036677.969,80,3.51,-1.577,0.52,0.0,13.0,74.1
1784036677.969,80,6.535,-2.716,1.541,0.0,11.5,63.7
1784036677.969,80,7.345,-3.01,1.199,0.0,18.8,65.3
1784036677.969,80,8.429,-0.545,2.189,0.0,11.4,64.6
1784036678.07,81,0.513,0.098,0.04,0.0,11.5,67.5
1784036678.07,81,1.363,0.858,-0.107,0.0,14.4,62.5
1784036678.07,81,1.71,-0.704,0.315,0.0,20.2,69.0
1784036678.07,81,3.451,-1.699,0.528,0.0,13.2,73.9
1784036678.07,81,6.517,-2.716,1.615,0.0,11.7,63.7
1784036678.07,81,7.341,-3.01,1.219,0.0,18.9,65.3
1784036678.07,81,8.456,-0.545,2.082,0.0,11.6,64.3
1784036678.171,82,0.294,0.461,0.152,0.0,13.1,66.5
1784036678.171,82,0.293,-0.479,-0.084,0.0,13.1,66.5
1784036678.171,82,1.364,0.858,-0.101,0.0,14.7,62.2
1784036678.171,82,1.71,-0.704,0.315,0.0,20.2,69.0
1784036678.171,82,3.453,-1.699,0.518,0.0,12.9,74.2
1784036678.171,82,6.547,-2.716,1.488,0.0,11.7,63.7
1784036678.171,82,7.349,-3.01,1.173,0.0,18.9,65.2
1784036678.171,82,8.427,-0.545,2.196,0.0,11.3,64.7
1784036678.273,83,0.297,0.461,0.146,0.0,13.5,66.6
1784036678.273,83,0.304,-0.479,-0.019,0.0,13.5,66.6
1784036678.273,83,1.364,0.858,-0.105,0.0,14.3,62.6
1784036678.273,83,1.71,-0.704,0.315,0.0,20.3,68.9
