track_id,session_label,motion,material,range_m,az_deg,el_deg,ext_x,ext_y,ext_z,n_pts_mean,refl_median,refl_p90,refl_std,v_mean,v_abs_mean,v_std,vspread_mean,speed_est,displacement_m,persistence_s,hits,dop0,dop1,dop2,dop3,dop4,dop5,dop6,dop7,dop8
53,,static,mid,0.55,-7.0,5.1,0.76,1.03,0.55,12.1,2.4,6.6,3.5,-0.0,0.13,0.2,0.52,0.7,0.13,4.85,29.0,0.0,0.0,0.011,0.182,0.618,0.179,0.009,0.0,0.0
62,,unknown,mid,1.24,17.2,9.1,1.35,0.9,0.75,15.6,3.0,7.6,4.0,-0.05,0.11,0.2,0.51,1.66,0.67,1.85,10.0,0.0,0.0,0.077,0.109,0.744,0.071,0.0,0.0,0.0
60,,static,mid,3.93,22.9,4.2,0.51,0.42,0.45,6.1,2.2,5.4,2.5,-0.01,0.01,0.04,0.04,1.21,0.4,3.33,23.0,0.0,0.0,0.0,0.036,0.964,0.0,0.0,0.0,0.0
64,,unknown,unknown,4.96,-39.0,-3.8,0.67,0.84,0.96,2.7,1.8,3.8,2.5,-0.2,0.23,0.18,0.22,2.74,1.38,1.82,6.0,0.0,0.0,0.0,0.75,0.188,0.062,0.0,0.0,0.0
65,,static,unknown,5.98,25.3,13.6,0.2,0.34,0.22,4.2,-1.0,0.7,1.4,0.02,0.02,0.08,0.07,1.04,0.2,2.06,17.0,0.0,0.0,0.0,0.0,0.958,0.042,0.0,0.0,0.0
70,,pedestrian,unknown,5.65,-46.6,0.1,0.17,0.2,0.31,2.0,3.7,5.2,1.3,0.4,0.4,0.08,0.02,1.11,0.34,0.83,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,,static,unknown,8.53,-0.0,7.5,0.33,0.09,0.48,4.3,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.54,0.25,1.55,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,,pedestrian,metal,2.55,-52.2,-0.9,0.4,0.59,0.34,3.4,3.7,10.3,3.8,0.3,0.42,0.35,0.51,1.99,0.62,1.34,9.0,0.0,0.0,0.0,0.129,0.097,0.387,0.387,0.0,0.0
71,,static,metal,1.07,32.3,3.8,0.94,0.73,0.38,11.8,3.7,19.8,7.5,-0.06,0.13,0.21,0.6,0.54,0.44,1.41,12.0,0.0,0.0,0.049,0.303,0.549,0.07,0.028,0.0,0.0
73,,static,mid,2.65,-47.5,5.0,0.09,0.11,0.22,2.0,2.5,5.2,1.6,0.18,0.22,0.15,0.2,0.46,0.15,0.44,4.0,0.0,0.0,0.0,0.125,0.0,0.875,0.0,0.0,0.0
74,,pedestrian,metal,0.97,41.1,8.7,0.31,0.27,0.13,5.5,15.6,19.5,2.9,0.09,0.31,0.36,1.06,0.15,0.04,0.45,4.0,0.0,0.0,0.136,0.136,0.273,0.273,0.182,0.0,0.0
77,,unknown,metal,2.5,24.6,6.6,2.59,0.75,1.01,21.8,4.6,11.8,5.4,-0.13,0.18,0.24,0.62,4.35,1.42,0.59,5.0,0.0,0.0,0.11,0.239,0.56,0.092,0.0,0.0,0.0
75,,static,unknown,8.71,3.4,14.0,0.08,0.03,0.35,3.3,0.4,0.8,0.3,0.0,0.0,0.0,0.0,0.92,0.12,3.76,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,,static,metal,1.46,31.1,9.7,1.04,0.23,0.68,12.8,6.4,17.4,5.9,0.01,0.08,0.11,0.31,0.73,0.47,1.78,12.0,0.0,0.0,0.0,0.071,0.786,0.143,0.0,0.0,0.0
66,,vehicle,unknown,4.45,17.8,7.1,0.8,0.72,0.64,8.1,3.1,7.1,3.2,-0.03,0.2,0.3,0.47,1.59,2.37,10.42,67.0,0.0,0.0,0.132,0.14,0.43,0.263,0.035,0.0,0.0
61,,pedestrian,mid,3.82,19.0,6.7,1.66,0.76,0.68,18.0,3.2,9.1,4.1,-0.03,0.12,0.2,0.47,2.43,3.59,15.59,94.0,0.0,0.0,0.041,0.144,0.664,0.147,0.004,0.0,0.0
81,,unknown,mid,1.93,21.9,7.0,1.93,1.17,0.88,22.5,3.1,8.1,3.1,-0.06,0.1,0.18,0.53,1.56,0.86,1.49,11.0,0.0,0.0,0.0,0.238,0.726,0.016,0.02,0.0,0.0
83,,static,unknown,4.01,-39.1,7.5,0.66,0.3,0.16,2.5,1.6,3.6,2.2,-0.24,0.24,0.13,0.18,1.4,0.46,0.46,4.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0
86,,static,metal,0.56,-40.8,2.0,0.08,0.08,0.12,3.2,12.7,14.0,6.6,0.14,0.18,0.19,0.1,0.44,0.24,1.37,5.0,0.0,0.0,0.0,0.125,0.375,0.5,0.0,0.0,0.0
82,,static,unknown,8.55,-0.0,7.0,0.02,0.0,0.19,3.1,-0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.12,0.1,4.84,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,,static,unknown,6.15,23.0,15.7,0.06,0.0,0.21,2.8,-2.4,-1.6,0.3,0.0,0.0,0.0,0.0,0.25,0.08,0.61,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,,static,unknown,4.96,-41.8,5.6,0.47,0.45,0.5,2.5,1.0,1.7,1.3,-0.05,0.15,0.14,0.1,2.16,0.64,0.45,4.0,0.0,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0
93,,static,mid,0.89,-53.2,11.6,0.05,0.07,0.1,2.5,0.9,5.2,1.9,0.2,0.2,0.04,0.04,0.25,0.08,0.46,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,,static,unknown,4.29,-32.9,3.8,0.17,0.1,0.4,2.0,0.0,0.9,0.9,-0.08,0.08,0.08,0.03,1.08,0.34,0.59,5.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
78,,pedestrian,mid,2.04,-51.1,9.6,0.22,0.18,0.33,3.2,1.5,5.8,2.9,-0.23,0.26,0.23,0.12,0.57,0.86,13.01,37.0,0.0,0.0,0.145,0.556,0.239,0.06,0.0,0.0,0.0
91,,static,unknown,8.65,2.4,12.3,0.14,0.23,0.6,3.8,0.0,1.2,0.8,0.0,0.0,0.0,0.0,2.44,0.93,4.75,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,,static,mid,2.38,-41.1,3.4,0.05,0.03,0.2,2.0,5.3,5.3,3.6,0.12,0.12,0.04,0.08,0.0,0.0,0.17,4.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
84,,pedestrian,mid,1.27,26.4,8.8,1.65,1.27,0.52,16.7,3.1,9.1,3.7,-0.01,0.06,0.13,0.38,6.29,1.32,14.28,115.0,0.0,0.0,0.006,0.106,0.809,0.073,0.006,0.0,0.0
63,,static,unknown,7.78,21.7,9.4,0.88,0.45,0.69,9.8,6.0,7.0,2.6,-0.0,0.0,0.02,0.01,5.87,0.16,30.68,240.0,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0
97,,static,mid,1.06,13.6,10.2,1.9,1.54,0.65,17.4,1.1,7.7,3.8,-0.06,0.09,0.16,0.44,6.23,0.56,1.36,18.0,0.0,0.0,0.025,0.159,0.745,0.07,0.0,0.0,0.0
85,,static,mid,3.97,17.9,4.6,0.19,0.4,0.23,5.9,4.6,5.5,1.6,-0.01,0.06,0.16,0.17,6.03,0.38,15.33,118.0,0.0,0.0,0.017,0.083,0.809,0.079,0.011,0.0,0.0
101,,static,unknown,4.06,-49.9,3.3,0.34,0.26,0.46,2.5,1.1,3.8,1.9,-0.16,0.16,0.0,0.0,1.84,0.24,0.35,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,,static,mid,3.73,19.6,6.9,0.81,1.39,0.57,9.1,5.6,6.8,3.1,0.1,0.22,0.32,0.67,21.97,0.46,0.77,7.0,0.0,0.0,0.094,0.0,0.547,0.234,0.125,0.0,0.0
103,,pedestrian,unknown,5.41,16.5,10.3,0.11,0.48,0.37,2.3,1.0,5.4,2.0,0.19,0.38,0.38,0.45,26.93,1.04,1.23,6.0,0.0,0.0,0.143,0.0,0.0,0.643,0.214,0.0,0.0
98,,pedestrian,metal,1.32,-41.1,3.5,1.09,1.25,0.6,15.2,7.8,19.5,7.2,-0.05,0.27,0.33,0.58,25.47,1.52,2.7,27.0,0.0,0.0,0.102,0.307,0.263,0.314,0.015,0.0,0.0
106,,pedestrian,unknown,4.21,-36.9,8.3,0.04,0.03,0.02,2.0,3.4,3.4,1.2,0.32,0.32,0.0,0.0,0.0,0.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,,vehicle,metal,1.47,-9.4,5.4,1.1,1.7,0.43,12.0,7.8,18.5,7.7,0.17,0.26,0.27,0.58,54.13,3.68,1.88,7.0,0.0,0.0,0.036,0.095,0.286,0.56,0.024,0.0,0.0
108,,vehicle,metal,3.47,8.0,8.2,0.38,1.93,0.62,12.0,5.0,13.3,4.8,0.23,0.37,0.39,1.22,14.74,0.39,0.31,6.0,0.0,0.0,0.111,0.0,0.278,0.278,0.333,0.0,0.0
109,,pedestrian,unknown,5.62,14.1,9.3,0.28,0.48,0.42,2.5,3.9,5.7,2.7,0.3,0.3,0.21,0.41,12.66,0.49,0.54,8.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,0.0
99,,static,unknown,8.57,0.4,9.8,0.04,0.16,0.51,3.3,0.0,1.1,1.3,0.0,0.0,0.0,0.0,8.42,0.32,2.99,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,,pedestrian,metal,0.4,-36.5,17.8,0.44,0.42,0.22,4.9,4.3,13.1,5.8,-0.0,0.29,0.34,0.86,7.27,0.35,0.62,10.0,0.0,0.0,0.143,0.327,0.082,0.408,0.041,0.0,0.0
113,,pedestrian,mid,3.89,13.7,7.1,0.53,1.18,0.45,7.6,4.5,9.4,3.7,0.15,0.36,0.39,1.07,3.94,0.8,0.92,11.0,0.0,0.0,0.155,0.036,0.202,0.548,0.06,0.0,0.0
110,,static,metal,3.95,24.4,6.6,0.54,0.72,0.35,8.8,4.3,10.6,3.1,0.17,0.18,0.22,0.29,15.55,0.19,2.23,27.0,0.0,0.0,0.0,0.013,0.565,0.35,0.072,0.0,0.0
115,,static,unknown,8.55,-0.0,10.1,0.03,0.0,0.15,2.8,-0.2,0.1,0.2,0.0,0.0,0.0,0.0,2.29,0.26,1.24,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,,static,unknown,5.54,-41.8,9.8,0.07,0.0,0.34,2.0,0.6,0.6,0.6,0.0,0.0,0.0,0.0,4.05,0.11,0.36,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,,pedestrian,unknown,4.99,22.7,7.8,0.36,0.17,0.05,2.4,0.6,2.4,1.3,0.1,0.1,0.22,0.25,4.65,0.99,1.13,9.0,0.0,0.0,0.0,0.0,0.818,0.0,0.182,0.0,0.0
117,,unknown,mid,0.65,-45.9,13.1,0.23,0.57,0.26,3.5,-0.6,7.0,3.2,-0.09,0.09,0.11,0.08,13.92,0.66,0.98,14.0,0.0,0.0,0.0,0.429,0.571,0.0,0.0,0.0,0.0
119,,static,unknown,4.06,26.3,6.2,0.2,0.11,0.12,5.4,1.8,2.3,0.5,0.01,0.01,0.03,0.03,11.92,0.2,3.94,51.0,0.0,0.0,0.0,0.0,0.956,0.044,0.0,0.0,0.0
120,,static,mid,0.95,-39.2,4.2,0.47,0.94,0.32,5.6,0.5,4.3,2.6,0.05,0.06,0.11,0.12,17.4,0.34,3.82,50.0,0.0,0.0,0.0,0.043,0.736,0.221,0.0,0.0,0.0
122,,static,unknown,4.83,21.9,6.4,0.76,0.28,0.27,4.8,1.2,2.2,0.9,0.01,0.01,0.02,0.03,23.98,0.75,0.34,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,,static,unknown,5.49,-43.4,3.6,0.08,0.1,0.63,3.8,0.3,0.8,0.4,0.0,0.0,0.0,0.0,8.14,0.24,0.83,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,,static,fabric,1.97,-43.8,5.2,0.03,0.03,0.02,2.0,-0.3,0.5,0.8,0.0,0.0,0.0,0.0,1.06,0.07,0.52,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,,static,fabric,0.37,6.0,-26.7,0.17,0.55,0.23,3.7,-1.5,0.7,1.0,0.0,0.0,0.0,0.0,7.76,0.41,0.83,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,,static,metal,0.42,-15.4,0.1,0.25,0.63,0.38,5.5,-2.2,13.8,6.0,0.12,0.13,0.16,0.26,9.64,0.32,0.5,8.0,0.0,0.0,0.0,0.0,0.591,0.409,0.0,0.0,0.0
127,,static,unknown,8.55,-0.0,9.8,0.01,0.0,0.07,2.7,-0.5,-0.4,0.1,0.0,0.0,0.0,0.0,3.09,0.13,0.82,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,,static,unknown,7.95,22.2,8.9,0.67,0.33,0.38,7.7,5.6,6.2,2.5,0.0,0.0,0.0,0.0,6.74,0.31,11.29,137.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130,,static,unknown,5.52,-41.4,7.5,0.02,0.03,0.09,2.0,3.5,3.5,1.7,0.2,0.2,0.04,0.08,0.0,0.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,,static,fabric,1.99,-46.2,3.9,0.02,0.01,0.13,2.2,-2.5,0.5,1.4,-0.03,0.03,0.04,0.0,0.98,0.06,0.95,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,,static,unknown,8.68,1.8,13.7,0.02,0.0,0.07,2.0,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.33,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
129,,pedestrian,fabric,0.51,21.4,-17.1,0.32,0.54,0.28,4.9,-0.6,1.1,1.5,-0.01,0.05,0.12,0.17,4.5,0.55,5.72,64.0,0.0,0.0,0.013,0.096,0.841,0.051,0.0,0.0,0.0
131,,static,unknown,7.77,22.4,9.2,0.52,0.27,0.34,6.3,5.1,5.6,2.0,0.0,0.0,0.0,0.0,5.64,0.28,5.94,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,,static,fabric,0.56,5.8,-7.4,0.17,0.2,0.16,2.2,-1.9,0.4,1.3,0.0,0.0,0.0,0.0,3.93,0.24,1.45,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,,static,fabric,2.57,23.0,8.2,0.11,0.07,0.15,5.4,2.9,3.2,1.7,0.0,0.01,0.06,0.06,12.93,0.67,19.79,220.0,0.0,0.0,0.002,0.022,0.947,0.03,0.0,0.0,0.0
136,,static,mid,0.42,-29.0,-3.2,0.26,0.48,0.19,4.9,0.1,5.5,3.1,0.01,0.05,0.1,0.14,4.51,0.38,3.33,27.0,0.0,0.0,0.0,0.076,0.802,0.122,0.0,0.0,0.0
138,,unknown,metal,1.56,-25.9,8.1,1.31,1.32,0.5,12.5,2.7,11.7,4.5,-0.13,0.18,0.19,0.61,13.71,0.77,0.3,4.0,0.0,0.0,0.0,0.52,0.4,0.08,0.0,0.0,0.0
124,,unknown,unknown,5.51,12.0,9.1,0.18,0.25,0.13,5.4,2.1,3.0,1.0,-0.01,0.02,0.07,0.08,5.43,1.87,13.39,131.0,0.0,0.0,0.003,0.047,0.919,0.031,0.0,0.0,0.0
135,,static,unknown,8.58,0.5,10.5,0.02,0.04,0.16,2.3,-0.6,-0.3,0.5,0.0,0.0,0.0,0.0,0.34,0.08,4.67,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140,,static,mid,0.48,-27.1,-0.8,0.82,1.42,0.65,12.0,5.6,9.8,4.5,0.02,0.16,0.21,0.6,8.75,0.52,0.37,6.0,0.0,0.0,0.0,0.222,0.417,0.361,0.0,0.0,0.0
142,,static,mid,2.41,-40.0,6.4,0.07,0.05,0.05,2.3,2.9,8.2,3.5,0.07,0.21,0.21,0.19,1.38,0.05,0.44,6.0,0.0,0.0,0.0,0.429,0.0,0.571,0.0,0.0,0.0
141,,static,fabric,1.96,22.4,7.5,0.57,0.15,0.48,7.4,2.9,3.8,1.7,0.01,0.08,0.14,0.37,7.35,0.2,0.81,10.0,0.0,0.0,0.0,0.149,0.662,0.189,0.0,0.0,0.0
139,,static,fabric,3.79,23.7,7.0,0.86,0.58,0.43,7.1,2.4,3.1,1.1,0.02,0.09,0.19,0.51,3.82,0.35,2.35,23.0,0.0,0.0,0.024,0.073,0.75,0.091,0.061,0.0,0.0
144,,static,mid,2.07,18.1,8.5,0.92,0.63,0.37,9.0,2.9,8.1,2.4,0.05,0.14,0.25,0.28,2.47,0.28,1.24,14.0,0.0,0.0,0.024,0.111,0.659,0.079,0.127,0.0,0.0
145,,static,metal,1.54,-27.6,5.5,0.67,0.74,0.16,7.4,3.2,11.3,3.9,0.13,0.23,0.27,0.41,5.13,0.61,1.26,8.0,0.0,0.0,0.0,0.22,0.271,0.339,0.169,0.0,0.0
146,,static,unknown,4.01,25.4,6.5,0.95,0.46,0.48,6.8,2.7,4.5,1.2,0.04,0.07,0.17,0.41,4.71,0.2,0.37,4.0,0.0,0.0,0.0,0.074,0.778,0.074,0.074,0.0,0.0
149,,static,metal,3.77,24.8,6.6,0.32,0.93,0.32,7.5,2.6,12.8,3.5,-0.08,0.08,0.13,0.32,2.3,0.07,0.42,4.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0
143,,static,mid,0.64,-36.0,2.6,0.45,0.66,0.33,6.9,0.7,7.1,3.7,-0.04,0.1,0.17,0.37,8.58,0.31,4.94,32.0,0.0,0.0,0.005,0.221,0.676,0.086,0.014,0.0,0.0
150,,static,unknown,4.06,24.3,6.8,0.31,0.49,0.18,6.4,2.5,3.8,1.9,-0.02,0.05,0.13,0.26,6.72,0.3,2.94,20.0,0.0,0.0,0.0,0.164,0.805,0.0,0.031,0.0,0.0
151,,static,unknown,8.63,1.3,11.8,0.05,0.2,0.36,3.8,-0.3,1.6,0.9,0.0,0.0,0.0,0.0,5.44,0.51,2.6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152,,static,mid,0.51,-45.6,1.4,0.49,0.72,0.34,7.7,1.8,10.0,4.7,-0.01,0.09,0.16,0.32,6.42,0.18,2.9,22.0,0.0,0.0,0.024,0.142,0.68,0.154,0.0,0.0,0.0
153,,static,mid,3.98,25.9,6.6,0.59,0.38,0.39,7.4,2.2,6.6,2.2,0.04,0.07,0.12,0.2,13.68,0.23,1.51,14.0,0.0,0.0,0.0,0.078,0.689,0.233,0.0,0.0,0.0
137,,static,unknown,7.92,21.9,8.8,0.87,0.29,0.51,8.6,5.6,6.4,2.8,0.0,0.0,0.0,0.0,8.49,0.22,12.81,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,,static,fabric,1.86,19.9,9.8,0.15,0.17,0.11,5.7,2.9,3.9,1.9,-0.01,0.02,0.07,0.09,5.54,0.21,6.04,42.0,0.0,0.0,0.0,0.063,0.921,0.017,0.0,0.0,0.0
155,,static,fabric,2.0,-45.8,2.0,0.05,0.05,0.11,3.8,-1.2,0.5,1.2,0.0,0.0,0.0,0.0,0.58,0.03,2.02,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,,static,unknown,8.64,1.5,11.5,0.08,0.47,0.37,3.0,-0.4,-0.2,0.2,0.0,0.0,0.0,0.0,5.4,0.06,2.52,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,,static,fabric,3.87,27.6,5.6,0.07,0.24,0.06,5.2,2.1,3.0,1.2,0.01,0.01,0.05,0.07,4.11,0.03,1.8,18.0,0.0,0.0,0.0,0.0,0.946,0.054,0.0,0.0,0.0
158,,static,fabric,1.88,21.6,8.0,0.25,0.73,0.34,6.5,2.9,3.4,2.3,0.0,0.0,0.0,0.0,7.69,0.05,1.57,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
162,,static,unknown,8.67,3.2,11.6,0.06,0.34,0.33,5.2,-0.4,0.2,0.3,0.0,0.0,0.0,0.0,5.41,0.43,1.43,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,,static,mid,0.39,-18.9,-4.5,0.17,0.28,0.19,6.6,4.9,10.0,4.5,-0.02,0.07,0.16,0.26,3.31,0.29,5.9,54.0,0.0,0.0,0.034,0.079,0.834,0.053,0.0,0.0,0.0
164,,pedestrian,metal,1.93,-46.3,2.7,0.51,0.29,0.31,3.3,4.2,11.9,3.8,-0.08,0.36,0.38,0.7,4.12,0.15,0.47,6.0,0.0,0.0,0.3,0.2,0.0,0.5,0.0,0.0,0.0
