t,frame,x,y,z,doppler,snr_db,noise_db
1784028934.976,15,4.239,3.408,0.395,0.0,14.9,61.8
1784028934.976,15,7.504,-1.941,0.476,0.0,16.5,57.3
1784028934.976,15,1.155,0.11,0.204,0.243,44.0,47.5
1784028934.976,15,1.26,-0.04,0.113,0.325,35.8,49.7
1784028934.976,15,1.322,-0.169,0.228,0.406,23.2,52.8
1784028935.077,16,0.349,0.496,0.071,0.0,14.2,64.7
1784028935.077,16,1.951,-0.314,-0.351,0.0,11.4,69.1
1784028935.077,16,3.21,-0.829,-0.033,0.0,20.3,69.8
1784028935.077,16,3.172,3.599,-0.108,0.0,16.8,65.8
1784028935.077,16,4.374,3.238,0.353,0.0,15.4,61.2
1784028935.077,16,6.162,-1.592,0.259,0.0,11.6,58.7
1784028935.077,16,7.495,-1.941,0.598,0.0,14.2,57.3
1784028935.077,16,1.258,0.286,0.223,0.081,20.0,61.5
1784028935.077,16,1.297,0.169,0.342,0.162,26.2,52.3
1784028935.077,16,1.146,-0.076,0.416,0.243,33.2,48.5
1784028935.077,16,1.162,0.147,-0.124,0.325,35.6,47.6
1784028935.077,16,1.251,-0.082,0.377,0.325,32.2,50.5
1784028935.178,17,3.21,-0.829,0.039,0.0,20.5,70.7
1784028935.178,17,3.172,3.599,-0.114,0.0,17.4,65.2
1784028935.178,17,4.378,3.238,0.3,0.0,15.2,61.5
1784028935.178,17,7.542,-1.699,0.732,0.0,14.8,57.8
1784028935.178,17,1.17,-0.0,0.136,0.162,36.1,50.5
1784028935.178,17,1.293,-0.123,0.164,0.243,39.1,48.9
1784028935.279,18,0.368,0.477,0.099,0.0,12.5,64.8
1784028935.279,18,1.086,-1.73,-0.18,0.0,11.6,68.2
1784028935.279,18,1.983,-0.513,-0.096,0.0,11.6,68.2
1784028935.279,18,3.182,-0.933,-0.028,0.0,14.1,70.6
1784028935.279,18,3.172,3.599,-0.122,0.0,17.7,65.0
1784028935.279,18,4.372,3.238,0.38,0.0,15.1,61.5
1784028935.279,18,7.522,-1.952,0.774,0.0,11.5,57.8
1784028935.279,18,8.321,2.16,0.85,0.0,13.6,58.8
1784028935.279,18,1.221,-0.0,0.024,0.162,36.2,49.2
1784028935.279,18,1.334,-0.211,0.063,0.162,37.4,52.0
1784028935.279,18,1.484,-0.334,0.135,0.325,19.2,54.4
1784028935.38,19,3.21,-0.829,0.021,0.0,18.3,70.7
1784028935.38,19,3.173,3.599,-0.103,0.0,17.2,65.5
1784028935.38,19,4.366,3.238,0.441,0.0,15.3,61.2
1784028935.38,19,8.326,2.16,0.795,0.0,17.6,54.6
1784028935.38,19,1.221,-0.0,0.034,0.081,27.0,63.7
1784028935.38,19,1.328,0.169,0.193,0.162,30.9,51.9
1784028935.38,19,1.304,-0.296,-0.204,0.162,30.9,51.9
1784028935.38,19,0.907,1.276,0.123,0.243,15.2,54.9
1784028935.38,19,1.501,-0.442,-0.134,0.243,15.2,54.9
1784028935.48,20,0.349,0.496,0.072,0.0,14.0,64.7
1784028935.48,20,3.182,-0.933,0.024,0.0,18.8,70.3
1784028935.48,20,2.996,3.749,-0.025,0.0,17.8,65.0
1784028935.48,20,4.373,3.238,0.369,0.0,16.0,60.7
1784028935.48,20,8.331,2.16,0.741,0.0,12.8,59.1
1784028935.48,20,1.177,-0.038,0.325,0.081,21.0,63.7
1784028935.48,20,1.309,-0.254,0.227,0.162,36.7,49.9
1784028935.581,21,0.368,0.477,0.098,0.0,12.5,64.9
1784028935.581,21,3.181,-0.933,-0.072,0.0,16.0,70.5
1784028935.581,21,3.171,3.599,-0.149,0.0,17.7,65.1
1784028935.581,21,4.37,3.238,0.396,0.0,14.6,61.8
1784028935.581,21,8.343,2.16,0.59,0.0,12.5,59.7
1784028935.581,21,1.262,-0.04,0.084,0.081,28.7,62.4
1784028935.581,21,1.378,0.175,-0.138,0.081,24.0,63.4
1784028935.581,21,1.293,-0.218,0.479,0.081,24.0,63.4
1784028935.682,22,1.382,0.131,0.149,0.0,24.8,65.5
1784028935.682,22,3.182,-0.933,-0.039,0.0,16.0,70.7
1784028935.682,22,3.158,3.599,-0.322,0.0,17.2,65.5
1784028935.682,22,4.24,3.408,0.382,0.0,14.6,62.0
1784028935.682,22,8.338,2.16,0.666,0.0,14.2,58.9
1784028935.682,22,1.165,-0.038,0.366,0.081,19.5,63.7
1784028935.782,23,0.349,0.496,0.072,0.0,14.2,64.5
1784028935.782,23,1.261,-0.0,0.109,0.0,21.7,66.0
1784028935.782,23,1.372,0.131,0.22,0.0,25.2,65.1
1784028935.782,23,3.182,-0.933,-0.019,0.0,16.6,70.9
1784028935.782,23,3.174,3.599,0.048,0.0,18.0,64.8
1784028935.782,23,4.361,3.238,0.485,0.0,14.5,62.3
1784028935.782,23,8.34,2.16,0.64,0.0,14.8,59.2
1784028935.882,24,1.207,-0.079,0.37,0.0,20.8,66.0
1784028935.882,24,1.369,-0.262,0.08,0.0,23.8,65.8
1784028935.882,24,3.182,-0.933,-0.03,0.0,17.2,70.6
1784028935.882,24,3.172,3.599,0.117,0.0,17.2,65.6
1784028935.882,24,4.373,3.238,0.363,0.0,14.7,62.0
1784028935.882,24,8.343,2.16,0.592,0.0,15.5,58.5
1784028935.982,25,1.189,-0.04,0.43,0.0,20.7,66.3
1784028935.982,25,1.346,-0.175,0.326,0.0,26.1,65.4
1784028935.982,25,3.182,-0.933,-0.038,0.0,17.2,70.9
1784028935.982,25,2.988,3.749,0.214,0.0,18.2,64.6
1784028935.982,25,4.373,3.238,0.36,0.0,14.6,62.1
1784028935.982,25,8.337,2.16,0.669,0.0,14.5,59.7
1784028936.083,26,0.349,0.496,0.072,0.0,14.1,64.7
1784028936.083,26,1.381,-0.131,0.158,0.0,23.1,65.7
1784028936.083,26,3.182,-0.933,-0.029,0.0,16.8,71.3
1784028936.083,26,3.171,3.599,-0.137,0.0,17.5,65.3
1784028936.083,26,4.375,3.238,0.341,0.0,15.0,61.6
1784028936.083,26,8.338,2.16,0.667,0.0,15.3,59.2
1784028936.083,26,1.264,-0.0,0.046,-0.081,22.8,62.4
1784028936.184,27,1.204,-0.119,0.369,0.0,16.9,66.0
1784028936.184,27,1.371,-0.262,0.027,0.0,24.7,65.4
1784028936.184,27,3.182,-0.933,-0.024,0.0,17.3,70.8
1784028936.184,27,3.167,3.599,-0.214,0.0,17.4,65.3
1784028936.184,27,4.37,3.238,0.395,0.0,15.1,61.6
1784028936.184,27,8.338,2.16,0.666,0.0,15.5,59.1
1784028936.286,28,1.25,-0.04,0.194,0.0,24.6,66.3
1784028936.286,28,1.369,-0.218,0.164,0.0,22.4,66.7
1784028936.286,28,3.182,-0.933,-0.025,0.0,17.2,71.0
1784028936.286,28,2.994,3.749,-0.114,0.0,17.1,65.7
1784028936.286,28,4.237,3.408,0.41,0.0,15.1,61.6
1784028936.286,28,8.406,1.89,0.621,0.0,15.4,59.3
1784028936.387,29,1.251,-0.04,0.182,0.0,24.5,66.1
1784028936.387,29,1.361,0.131,0.282,0.0,20.1,66.8
1784028936.387,29,3.182,-0.933,-0.049,0.0,16.9,71.3
1784028936.387,29,3.158,3.599,-0.323,0.0,16.6,66.0
1784028936.387,29,4.372,3.238,0.375,0.0,15.0,61.7
1784028936.387,29,8.337,2.16,0.679,0.0,14.8,59.7
1784028936.488,30,1.302,-0.123,0.044,0.0,19.4,65.2
1784028936.488,30,1.364,0.044,0.292,0.0,18.6,66.2
1784028936.488,30,3.182,-0.933,-0.042,0.0,16.8,71.3
1784028936.488,30,2.996,3.749,0.011,0.0,16.5,66.2
1784028936.488,30,4.361,3.238,0.486,0.0,14.4,62.2
1784028936.488,30,8.406,1.89,0.631,0.0,15.6,58.9
1784028936.589,31,1.265,-0.0,0.021,0.0,19.2,66.3
1784028936.589,31,1.372,0.131,0.221,0.0,20.6,66.7
1784028936.589,31,3.182,-0.933,-0.02,0.0,16.5,71.4
1784028936.589,31,3.174,3.599,0.003,0.0,16.7,66.0
1784028936.589,31,4.367,3.238,0.434,0.0,14.9,61.7
1784028936.589,31,8.337,2.16,0.676,0.0,15.1,59.3
1784028936.689,32,1.255,-0.079,0.137,0.0,19.1,66.0
1784028936.689,32,1.346,0.131,0.346,0.0,20.9,65.9
1784028936.689,32,1.294,-0.305,-0.427,0.0,20.9,65.9
1784028936.689,32,3.182,-0.933,-0.018,0.0,16.5,71.1
1784028936.689,32,2.996,3.749,-0.008,0.0,16.8,65.9
1784028936.689,32,4.37,3.238,0.397,0.0,15.0,61.6
1784028936.689,32,8.352,2.16,0.459,0.0,14.6,59.6
1784028936.79,33,1.265,-0.04,-0.017,0.0,18.3,66.0
1784028936.79,33,1.401,-0.135,0.301,0.0,16.9,67.6
1784028936.79,33,3.182,-0.933,-0.007,0.0,16.6,70.6
1784028936.79,33,2.995,3.749,-0.043,0.0,16.7,66.1
1784028936.79,33,4.371,3.238,0.383,0.0,15.1,61.8
1784028936.79,33,8.415,1.89,0.49,0.0,15.0,58.7
1784028936.891,34,1.247,-0.04,0.21,0.0,23.3,66.2
1784028936.891,34,1.414,-0.27,0.025,0.0,13.7,68.7
1784028936.891,34,1.421,0.225,0.063,0.0,13.7,68.7
1784028936.891,34,3.182,-0.933,-0.011,0.0,16.2,70.9
1784028936.891,34,2.995,3.749,0.056,0.0,17.1,65.6
1784028936.891,34,4.242,3.408,0.362,0.0,12.9,63.9
1784028936.891,34,8.343,2.16,0.597,0.0,14.4,59.1
1784028936.992,35,1.246,-0.04,0.217,0.0,23.7,66.1
1784028936.992,35,1.385,-0.044,0.167,0.0,19.0,66.4
1784028936.992,35,3.182,-0.933,-0.011,0.0,16.3,70.5
1784028936.992,35,2.996,3.749,0.01,0.0,17.0,65.6
1784028936.992,35,4.371,3.238,0.383,0.0,14.6,62.2
1784028936.992,35,8.336,2.16,0.69,0.0,14.1,58.8
1784028937.093,36,1.262,-0.04,0.083,0.0,24.9,66.1
1784028937.093,36,1.405,-0.225,0.219,0.0,18.0,69.6
1784028937.093,36,3.182,-0.933,-0.026,0.0,16.1,70.4
1784028937.093,36,3.172,3.599,0.121,0.0,16.3,66.3
1784028937.093,36,4.377,3.238,0.313,0.0,13.5,63.0
1784028937.093,36,8.345,2.16,0.561,0.0,13.6,59.2
1784028937.197,37,1.249,-0.0,0.202,0.0,23.0,66.1
1784028937.197,37,1.349,-0.0,0.093,0.0,22.8,64.7
1784028937.197,37,1.394,-0.225,0.279,0.0,19.3,69.3
1784028937.197,37,3.191,-1.05,0.015,0.0,16.2,70.1
1784028937.197,37,3.168,3.599,-0.193,0.0,16.7,66.0
1784028937.197,37,4.38,3.238,0.272,0.0,13.4,63.3
1784028937.197,37,8.346,2.16,0.551,0.0,13.8,59.0
1784028937.297,38,1.218,-0.0,0.092,0.0,18.0,67.5
1784028937.297,38,1.388,-0.225,0.31,0.0,18.4,68.9
1784028937.297,38,1.313,0.225,-0.545,0.0,18.4,68.9
1784028937.297,38,3.191,-1.05,0.001,0.0,15.4,70.8
1784028937.297,38,3.153,3.599,-0.368,0.0,16.8,66.0
1784028937.297,38,4.362,3.238,0.484,0.0,14.5,62.2
1784028937.297,38,8.34,2.16,0.633,0.0,13.0,59.6
1784028937.398,39,1.262,-0.0,0.096,0.0,21.2,66.1
1784028937.398,39,1.418,-0.225,0.11,0.0,17.2,68.7
1784028937.398,39,1.195,-1.666,-0.009,0.0,11.5,68.4
1784028937.398,39,1.978,-0.513,-0.175,0.0,11.5,68.4
1784028937.398,39,3.191,-1.05,-0.009,0.0,15.9,70.5
1784028937.398,39,2.984,3.749,-0.262,0.0,17.2,65.5
1784028937.398,39,4.355,3.238,0.536,0.0,13.6,63.1
1784028937.398,39,8.345,2.16,0.56,0.0,14.0,58.5
1784028937.499,40,1.265,-0.0,0.003,0.0,20.9,66.3
1784028937.499,40,1.413,-0.225,0.162,0.0,20.2,67.8
1784028937.499,40,3.191,-1.05,0.007,0.0,16.1,70.2
1784028937.499,40,2.991,3.749,-0.159,0.0,16.8,65.9
1784028937.499,40,4.353,3.238,0.556,0.0,14.5,62.3
1784028937.499,40,8.348,2.16,0.527,0.0,13.3,59.2
1784028937.6,41,1.265,-0.0,-0.035,0.0,16.4,66.2
1784028937.6,41,1.342,0.169,0.029,0.0,15.3,64.8
1784028937.6,41,1.238,-0.296,0.459,0.0,15.3,64.8
1784028937.6,41,1.405,-0.18,0.256,0.0,17.7,67.5
1784028937.6,41,3.191,-1.05,-0.008,0.0,15.8,70.2
1784028937.6,41,3.169,3.599,-0.188,0.0,16.4,66.2
1784028937.6,41,4.355,3.238,0.54,0.0,14.8,61.8
1784028937.6,41,8.347,2.16,0.537,0.0,14.0,58.4
1784028937.7,42,1.22,0.038,0.036,0.0,13.4,67.6
1784028937.7,42,1.417,-0.225,0.124,0.0,20.2,67.9
1784028937.7,42,3.191,-1.05,-0.013,0.0,15.8,70.2
1784028937.7,42,3.17,3.599,0.163,0.0,16.5,66.1
1784028937.7,42,4.372,3.238,0.377,0.0,13.6,62.9
1784028937.7,42,8.35,2.16,0.487,0.0,13.6,58.9
1784028937.801,43,1.264,0.04,-0.038,0.0,17.2,66.1
1784028937.801,43,1.419,-0.225,0.096,0.0,16.7,68.3
1784028937.801,43,3.191,-1.05,-0.027,0.0,16.5,69.8
1784028937.801,43,3.168,3.599,0.207,0.0,16.7,66.0
1784028937.801,43,4.363,3.238,0.466,0.0,14.5,62.1
1784028937.801,43,8.347,2.16,0.536,0.0,13.8,58.7
1784028937.902,44,1.306,-0.082,0.002,0.0,22.1,65.0
1784028937.902,44,3.191,-1.05,0.001,0.0,16.7,69.6
1784028937.902,44,2.996,3.749,-0.011,0.0,16.3,66.3
1784028937.902,44,4.364,3.238,0.457,0.0,14.0,62.6
1784028937.902,44,7.44,-2.196,0.901,0.0,11.9,57.2
1784028937.902,44,8.349,2.16,0.505,0.0,13.5,59.1
1784028938.003,45,1.307,-0.041,0.053,0.0,20.8,65.1
1784028938.003,45,1.406,-0.18,0.252,0.0,18.7,66.7
1784028938.003,45,3.146,3.599,-0.422,0.0,16.7,66.0
1784028938.003,45,4.359,3.238,0.504,0.0,15.0,61.7
1784028938.003,45,8.341,2.16,0.628,0.0,13.9,58.7
1784028938.103,46,1.271,-0.164,0.266,0.0,19.4,65.0
1784028938.103,46,1.378,-0.18,0.376,0.0,20.9,66.6
1784028938.103,46,3.182,-0.933,-0.044,0.0,15.6,71.1
1784028938.103,46,3.166,3.599,-0.233,0.0,17.2,65.6
1784028938.103,46,4.38,3.238,0.269,0.0,14.3,62.3
1784028938.103,46,8.343,2.16,0.588,0.0,14.1,58.8
1784028938.205,47,1.219,-0.038,0.076,0.0,16.9,67.5
1784028938.205,47,1.402,-0.18,0.275,0.0,21.0,68.6
1784028938.205,47,3.182,-0.933,-0.023,0.0,15.8,71.0
1784028938.205,47,3.172,3.599,0.125,0.0,17.8,64.9
1784028938.205,47,4.25,3.408,0.242,0.0,14.5,62.3
1784028938.205,47,8.335,2.16,0.695,0.0,14.3,58.9
1784028938.306,48,1.263,-0.0,0.077,0.0,21.1,66.2
1784028938.306,48,1.411,-0.225,0.177,0.0,21.6,68.5
1784028938.306,48,3.182,-0.933,-0.022,0.0,15.7,71.1
1784028938.306,48,2.996,3.749,0.02,0.0,17.6,65.2
1784028938.306,48,4.372,3.238,0.371,0.0,15.8,60.9
1784028938.306,48,7.427,-2.196,1.002,0.0,11.3,57.5
1784028938.306,48,8.331,2.16,0.746,0.0,13.8,59.6
1784028938.408,49,1.255,-0.158,-0.003,0.0,15.9,66.2
1784028938.408,49,1.388,-0.225,0.31,0.0,22.7,66.8
1784028938.408,49,1.08,-1.73,-0.213,0.0,11.3,68.4
1784028938.408,49,1.982,-0.513,-0.115,0.0,11.3,68.4
1784028938.408,49,3.191,-1.05,-0.006,0.0,16.5,69.9
1784028938.408,49,2.996,3.749,0.013,0.0,17.0,65.7
1784028938.408,49,4.376,3.238,0.33,0.0,14.3,62.3
1784028938.408,49,8.343,2.16,0.594,0.0,14.2,58.7
1784028938.408,49,1.302,-0.123,-0.05,-0.081,19.1,61.4
1784028938.509,50,1.253,-0.0,0.172,0.0,23.3,66.0
1784028938.509,50,3.191,-1.05,0.034,0.0,16.1,70.1
1784028938.509,50,3.169,3.599,-0.177,0.0,17.3,65.4
1784028938.509,50,4.374,3.238,0.355,0.0,14.9,61.9
1784028938.509,50,8.346,2.16,0.555,0.0,11.8,59.3
1784028938.509,50,1.413,-0.18,0.211,-0.081,26.5,66.0
1784028938.609,51,3.21,-0.829,0.018,0.0,15.6,70.7
1784028938.609,51,3.174,3.599,0.019,0.0,17.6,65.1
1784028938.609,51,4.366,3.238,0.444,0.0,15.7,60.9
1784028938.609,51,6.168,-1.592,-0.002,0.0,11.2,58.5
1784028938.609,51,8.346,2.16,0.55,0.0,15.0,55.5
1784028938.609,51,1.401,-0.334,0.509,-0.162,19.1,56.7
1784028938.609,51,1.264,-0.04,0.045,-0.081,27.1,62.4
1784028938.609,51,1.41,-0.18,0.229,-0.081,22.2,66.6
1784028938.66,52,1.928,-0.502,-0.246,0.0,11.3,69.8
1784028938.66,52,3.21,-0.829,0.043,0.0,18.6,71.2
1784028938.66,52,3.174,3.599,-0.071,0.0,17.4,65.3
1784028938.66,52,4.377,3.238,0.316,0.0,14.9,61.8
1784028938.66,52,6.205,-1.393,0.356,0.0,11.6,58.6
1784028938.66,52,8.312,2.16,0.933,0.0,13.1,58.5
1784028938.66,52,1.405,-0.225,0.223,-0.162,26.2,57.8
1784028938.66,52,1.479,-0.239,0.295,-0.162,20.8,56.6
1784028938.66,52,1.264,-0.0,0.056,-0.081,30.1,62.3
1784028938.66,52,1.378,0.218,0.045,-0.081,23.5,63.9
1784028938.811,53,1.928,-0.502,-0.242,0.0,12.6,69.1
1784028938.811,53,3.21,-0.829,0.041,0.0,21.6,70.1
1784028938.811,53,3.172,3.599,-0.123,0.0,17.6,65.0
1784028938.811,53,4.371,3.238,0.384,0.0,15.2,61.4
1784028938.811,53,7.543,-1.699,0.726,0.0,14.1,58.0
1784028938.811,53,1.184,0.115,-0.277,0.081,20.6,63.7
1784028938.811,53,1.264,-0.0,0.049,-0.162,35.2,49.0
1784028938.811,53,1.371,-0.131,0.228,-0.162,32.4,55.2
1784028938.912,54,1.932,-0.439,-0.32,0.0,12.1,69.7
1784028938.912,54,3.21,-0.829,0.022,0.0,19.1,70.4
1784028938.912,54,3.172,3.599,-0.112,0.0,16.9,65.7
1784028938.912,54,4.368,3.238,0.426,0.0,15.2,61.6
1784028938.912,54,6.143,-1.592,0.549,0.0,11.9,58.9
1784028938.912,54,7.438,-2.184,0.456,0.0,14.5,58.0
1784028938.912,54,1.303,-0.123,0.004,-0.243,39.7,46.6
1784028938.912,54,1.308,0.254,0.231,-0.081,24.8,61.6
1784028939.016,55,1.073,-1.73,-0.245,0.0,11.9,67.8
