t,frame,x,y,z,doppler,snr_db,noise_db
1784032765.431,14,5.504,-5.77,0.924,0.0,13.1,64.8
1784032765.532,15,0.513,0.035,-0.24,0.0,13.7,63.2
1784032765.532,15,1.494,-0.191,-0.252,0.0,12.3,62.9
1784032765.532,15,1.537,0.894,-0.195,0.0,11.8,67.5
1784032765.532,15,1.642,0.96,-0.257,0.0,15.2,72.6
1784032765.532,15,2.787,1.614,0.219,0.0,21.3,73.9
1784032765.532,15,5.443,3.5,1.233,0.0,11.3,62.2
1784032765.532,15,6.485,3.839,1.474,0.0,14.8,63.7
1784032765.532,15,5.504,-5.77,0.923,0.0,12.7,65.2
1784032765.633,16,1.496,-0.191,-0.239,0.0,13.1,62.3
1784032765.633,16,1.535,0.894,-0.209,0.0,12.2,67.2
1784032765.633,16,1.644,0.96,-0.25,0.0,15.1,72.7
1784032765.633,16,2.788,1.614,0.217,0.0,21.9,73.3
1784032765.633,16,6.508,3.839,1.365,0.0,14.8,63.7
1784032765.633,16,5.226,-6.021,0.938,0.0,13.0,65.0
1784032765.734,17,1.496,-0.191,-0.242,0.0,12.7,62.6
1784032765.734,17,1.536,0.894,-0.205,0.0,12.4,67.0
1784032765.734,17,1.643,0.96,-0.253,0.0,15.1,72.7
1784032765.734,17,2.788,1.614,0.217,0.0,21.6,73.7
1784032765.734,17,5.463,3.5,1.142,0.0,11.4,62.1
1784032765.734,17,6.499,3.839,1.409,0.0,14.7,63.8
1784032765.734,17,5.504,-5.77,0.929,0.0,12.6,65.4
1784032765.835,18,0.543,0.038,-0.278,0.0,13.0,63.7
1784032765.835,18,1.495,-0.191,-0.245,0.0,12.2,63.0
1784032765.835,18,1.536,0.894,-0.2,0.0,12.3,67.0
1784032765.835,18,1.643,0.96,-0.254,0.0,15.2,72.6
1784032765.835,18,2.787,1.614,0.22,0.0,21.3,73.9
1784032765.835,18,5.327,3.706,1.137,0.0,11.5,62.3
1784032765.835,18,6.494,3.839,1.43,0.0,14.8,63.7
1784032765.835,18,5.511,-5.77,0.886,0.0,12.7,65.2
1784032765.936,19,1.48,-0.245,-0.464,0.0,12.6,62.8
1784032765.936,19,1.535,0.894,-0.206,0.0,12.1,67.2
1784032765.936,19,1.643,0.96,-0.252,0.0,15.3,72.5
1784032765.936,19,2.788,1.614,0.217,0.0,21.8,73.5
1784032765.936,19,6.498,3.839,1.412,0.0,15.0,63.5
1784032765.936,19,5.234,-6.021,0.896,0.0,12.9,65.0
1784032766.036,20,1.479,-0.245,-0.469,0.0,11.7,63.3
1784032766.036,20,1.536,0.894,-0.199,0.0,11.8,67.5
1784032766.036,20,1.643,0.96,-0.256,0.0,15.0,72.7
1784032766.036,20,1.153,-1.631,0.197,0.0,11.4,75.5
1784032766.036,20,2.725,1.715,0.239,0.0,21.6,73.7
1784032766.036,20,6.493,3.839,1.435,0.0,14.3,64.1
1784032766.036,20,5.504,-5.77,0.925,0.0,12.7,65.3
1784032766.137,21,1.498,-0.191,-0.228,0.0,12.3,62.9
1784032766.137,21,1.536,0.894,-0.205,0.0,12.3,67.1
1784032766.137,21,1.643,0.96,-0.254,0.0,15.5,72.3
1784032766.137,21,2.787,1.614,0.22,0.0,21.6,73.7
1784032766.137,21,5.464,3.5,1.138,0.0,11.5,62.2
1784032766.137,21,6.476,3.839,1.511,0.0,14.8,63.7
1784032766.137,21,5.506,-5.77,0.912,0.0,12.6,65.3
1784032766.238,22,1.492,-0.191,-0.265,0.0,12.9,62.4
1784032766.238,22,1.536,0.894,-0.2,0.0,12.2,67.1
1784032766.238,22,1.642,0.96,-0.257,0.0,15.0,72.7
1784032766.238,22,2.725,1.715,0.236,0.0,21.7,73.5
1784032766.238,22,6.499,3.839,1.408,0.0,15.1,63.4
1784032766.238,22,5.237,-6.021,0.876,0.0,12.7,65.2
1784032766.34,23,1.492,-0.191,-0.264,0.0,12.7,62.6
1784032766.34,23,1.536,0.894,-0.2,0.0,12.2,67.1
1784032766.34,23,1.643,0.96,-0.255,0.0,15.3,72.4
1784032766.34,23,1.154,-1.631,0.192,0.0,11.5,75.4
1784032766.34,23,2.725,1.715,0.241,0.0,21.7,73.6
1784032766.34,23,6.322,4.079,1.535,0.0,14.6,63.9
1784032766.34,23,5.508,-5.77,0.901,0.0,12.6,65.3
1784032766.441,24,1.5,-0.191,-0.213,0.0,13.1,62.2
1784032766.441,24,1.536,0.894,-0.2,0.0,12.8,66.5
1784032766.441,24,1.679,0.9,-0.236,0.0,15.4,72.4
1784032766.441,24,2.725,1.715,0.239,0.0,21.6,73.7
1784032766.441,24,5.439,3.5,1.252,0.0,11.3,62.1
1784032766.441,24,6.492,3.839,1.439,0.0,14.6,63.9
1784032766.441,24,5.501,-5.77,0.943,0.0,12.4,65.5
1784032766.491,25,1.493,-0.191,-0.257,0.0,12.4,62.8
1784032766.491,25,1.537,0.894,-0.197,0.0,12.4,66.8
1784032766.491,25,1.643,0.96,-0.256,0.0,15.4,72.3
1784032766.491,25,2.725,1.715,0.236,0.0,21.7,73.6
1784032766.491,25,6.498,3.839,1.412,0.0,15.1,63.3
1784032766.491,25,5.23,-6.021,0.919,0.0,12.6,65.3
1784032766.642,26,1.491,-0.191,-0.269,0.0,12.4,62.8
1784032766.642,26,1.536,0.894,-0.198,0.0,12.2,67.1
1784032766.642,26,1.643,0.96,-0.253,0.0,15.5,72.2
1784032766.642,26,1.154,-1.631,0.19,0.0,11.5,75.3
1784032766.642,26,2.724,1.715,0.244,0.0,21.7,73.6
1784032766.642,26,5.451,3.5,1.202,0.0,11.5,61.9
1784032766.642,26,6.488,3.839,1.458,0.0,14.3,64.1
1784032766.642,26,5.23,-6.021,0.918,0.0,12.7,65.2
1784032766.743,27,1.497,-0.191,-0.23,0.0,12.6,62.7
1784032766.743,27,1.536,0.894,-0.202,0.0,12.5,66.9
1784032766.743,27,1.643,0.96,-0.253,0.0,15.5,72.3
1784032766.743,27,2.725,1.715,0.238,0.0,21.6,73.7
1784032766.743,27,6.496,3.839,1.424,0.0,14.7,63.8
1784032766.743,27,5.51,-5.77,0.887,0.0,12.6,65.3
1784032766.793,28,1.491,-0.191,-0.271,0.0,12.3,62.9
1784032766.793,28,1.537,0.894,-0.196,0.0,12.5,66.8
1784032766.793,28,1.642,0.96,-0.259,0.0,15.5,72.2
1784032766.793,28,1.154,-1.631,0.194,0.0,11.5,75.4
1784032766.793,28,2.725,1.715,0.238,0.0,21.6,73.7
1784032766.793,28,5.458,3.5,1.166,0.0,11.3,62.0
1784032766.793,28,6.493,3.839,1.437,0.0,14.7,63.7
1784032766.793,28,5.513,-5.77,0.869,0.0,12.6,65.3
1784032766.893,29,1.489,-0.191,-0.28,0.0,12.8,62.4
1784032766.893,29,1.537,0.894,-0.194,0.0,12.4,66.9
1784032766.893,29,1.643,0.96,-0.254,0.0,15.4,72.4
1784032766.893,29,1.154,-1.631,0.194,0.0,11.4,75.5
1784032766.893,29,2.725,1.715,0.241,0.0,21.7,73.6
1784032766.893,29,6.494,3.839,1.431,0.0,15.1,63.4
1784032766.893,29,5.51,-5.77,0.892,0.0,12.6,65.2
1784032767.045,30,1.497,-0.191,-0.233,0.0,12.1,63.0
1784032767.045,30,1.536,0.894,-0.204,0.0,12.0,67.4
1784032767.045,30,1.643,0.96,-0.255,0.0,15.3,72.5
1784032767.045,30,2.787,1.614,0.221,0.0,21.6,73.6
1784032767.045,30,6.495,3.839,1.425,0.0,14.6,63.8
1784032767.045,30,5.237,-6.021,0.877,0.0,12.5,65.4
1784032767.095,31,1.494,-0.191,-0.252,0.0,12.0,63.0
1784032767.095,31,1.537,0.894,-0.197,0.0,12.0,67.4
1784032767.095,31,1.643,0.96,-0.255,0.0,15.4,72.4
1784032767.095,31,2.725,1.715,0.239,0.0,21.5,73.8
1784032767.095,31,6.494,3.839,1.432,0.0,14.4,64.0
1784032767.095,31,5.511,-5.77,0.883,0.0,12.5,65.3
1784032767.196,32,1.492,-0.191,-0.262,0.0,12.2,63.0
1784032767.196,32,1.535,0.894,-0.208,0.0,12.1,67.2
1784032767.196,32,1.643,0.96,-0.253,0.0,15.3,72.5
1784032767.196,32,2.725,1.715,0.239,0.0,21.7,73.5
1784032767.196,32,6.496,3.839,1.422,0.0,14.7,63.8
1784032767.196,32,5.515,-5.77,0.859,0.0,12.6,65.3
1784032767.347,33,1.485,-0.245,-0.449,0.0,12.4,62.8
1784032767.347,33,1.536,0.894,-0.2,0.0,12.1,67.2
1784032767.347,33,1.643,0.96,-0.254,0.0,15.4,72.4
1784032767.347,33,2.725,1.715,0.241,0.0,21.6,73.7
1784032767.347,33,6.487,3.839,1.465,0.0,14.6,63.9
1784032767.347,33,5.508,-5.77,0.903,0.0,12.6,65.3
1784032767.397,34,1.487,-0.245,-0.441,0.0,12.3,62.8
1784032767.397,34,1.536,0.894,-0.202,0.0,12.3,67.1
1784032767.397,34,1.644,0.96,-0.25,0.0,15.4,72.3
1784032767.397,34,2.787,1.614,0.22,0.0,21.6,73.7
1784032767.397,34,6.492,3.839,1.439,0.0,14.8,63.6
1784032767.397,34,5.234,-6.021,0.892,0.0,12.5,65.3
1784032767.498,35,1.478,-0.245,-0.472,0.0,12.9,62.4
1784032767.498,35,1.536,0.894,-0.202,0.0,12.2,67.1
1784032767.498,35,1.643,0.96,-0.252,0.0,15.3,72.5
1784032767.498,35,2.725,1.715,0.236,0.0,21.6,73.6
1784032767.498,35,6.495,3.839,1.426,0.0,14.6,63.9
1784032767.498,35,5.239,-6.021,0.866,0.0,12.5,65.3
1784032767.598,36,1.497,-0.143,-0.263,0.0,12.7,62.3
1784032767.598,36,1.536,0.894,-0.2,0.0,12.4,66.8
1784032767.598,36,1.643,0.96,-0.256,0.0,15.3,72.4
1784032767.598,36,1.154,-1.631,0.191,0.0,11.6,75.3
1784032767.598,36,2.725,1.715,0.242,0.0,21.7,73.6
1784032767.598,36,6.32,4.079,1.541,0.0,14.6,63.8
1784032767.598,36,5.508,-5.77,0.903,0.0,12.7,65.1
1784032767.699,37,1.492,-0.245,-0.426,0.0,13.3,61.8
1784032767.699,37,1.535,0.894,-0.205,0.0,12.9,66.4
1784032767.699,37,1.643,0.96,-0.253,0.0,15.4,72.4
1784032767.699,37,2.787,1.614,0.218,0.0,21.6,73.7
1784032767.699,37,6.495,3.839,1.426,0.0,14.8,63.7
1784032767.699,37,5.503,-5.77,0.931,0.0,12.5,65.3
1784032767.799,38,1.493,-0.191,-0.256,0.0,12.9,62.3
1784032767.799,38,1.536,0.894,-0.204,0.0,12.4,66.8
1784032767.799,38,1.643,0.96,-0.257,0.0,15.6,72.2
1784032767.799,38,2.725,1.715,0.235,0.0,21.5,73.7
1784032767.799,38,5.443,3.5,1.236,0.0,11.2,62.1
1784032767.799,38,6.493,3.839,1.436,0.0,15.1,63.3
1784032767.799,38,5.511,-5.77,0.885,0.0,12.5,65.3
1784032767.899,39,1.491,-0.143,-0.298,0.0,13.0,62.1
1784032767.899,39,1.536,0.894,-0.201,0.0,12.1,67.2
1784032767.899,39,1.642,0.96,-0.258,0.0,15.3,72.4
1784032767.899,39,1.155,-1.631,0.185,0.0,11.6,75.3
1784032767.899,39,2.725,1.715,0.238,0.0,21.7,73.6
1784032767.899,39,5.458,3.5,1.167,0.0,11.3,62.0
1784032767.899,39,6.335,4.079,1.48,0.0,14.4,64.0
1784032767.899,39,5.512,-5.77,0.88,0.0,12.5,65.3
1784032768.0,40,1.489,-0.191,-0.28,0.0,12.3,63.0
1784032768.0,40,1.537,0.894,-0.197,0.0,12.5,66.7
1784032768.0,40,1.643,0.96,-0.253,0.0,15.6,72.1
1784032768.0,40,1.154,-1.631,0.19,0.0,11.6,75.3
1784032768.0,40,2.725,1.715,0.237,0.0,21.6,73.6
1784032768.0,40,6.495,3.839,1.429,0.0,14.6,63.8
1784032768.0,40,5.508,-5.77,0.9,0.0,12.5,65.3
1784032768.101,41,1.489,-0.191,-0.279,0.0,12.3,62.9
1784032768.101,41,1.536,0.894,-0.202,0.0,12.5,66.8
1784032768.101,41,1.643,0.96,-0.257,0.0,15.6,72.2
1784032768.101,41,1.154,-1.631,0.19,0.0,11.6,75.3
1784032768.101,41,2.725,1.715,0.238,0.0,21.6,73.7
1784032768.101,41,5.471,3.5,1.105,0.0,11.3,62.2
1784032768.101,41,6.334,4.079,1.482,0.0,15.0,63.3
1784032768.101,41,5.51,-5.77,0.891,0.0,12.6,65.2
1784032768.201,42,1.49,-0.191,-0.275,0.0,12.8,62.4
1784032768.201,42,1.536,0.894,-0.198,0.0,12.7,66.5
1784032768.201,42,1.643,0.96,-0.254,0.0,15.5,72.2
1784032768.201,42,2.725,1.715,0.236,0.0,21.6,73.6
1784032768.201,42,5.477,3.5,1.075,0.0,11.3,62.2
1784032768.201,42,6.501,3.839,1.398,0.0,15.0,63.4
1784032768.201,42,5.503,-5.77,0.93,0.0,12.8,65.1
1784032768.302,43,1.489,-0.191,-0.281,0.0,11.9,63.4
1784032768.302,43,1.535,0.894,-0.21,0.0,12.2,67.1
1784032768.302,43,1.643,0.96,-0.255,0.0,15.7,72.1
1784032768.302,43,2.725,1.715,0.236,0.0,21.6,73.6
1784032768.302,43,5.47,3.5,1.11,0.0,11.5,61.9
1784032768.302,43,6.498,3.839,1.414,0.0,15.0,63.4
1784032768.302,43,5.508,-5.77,0.902,0.0,12.4,65.4
1784032768.403,44,1.49,-0.191,-0.276,0.0,12.3,63.0
1784032768.403,44,1.536,0.894,-0.202,0.0,12.4,66.9
1784032768.403,44,1.643,0.96,-0.256,0.0,15.3,72.4
1784032768.403,44,2.725,1.715,0.239,0.0,21.6,73.7
1784032768.403,44,5.451,3.5,1.199,0.0,11.3,62.2
1784032768.403,44,6.492,3.839,1.439,0.0,14.6,63.9
1784032768.403,44,5.23,-6.021,0.919,0.0,12.5,65.4
1784032768.504,45,1.49,-0.191,-0.275,0.0,12.4,62.9
1784032768.504,45,1.535,0.894,-0.207,0.0,12.0,67.3
1784032768.504,45,1.643,0.96,-0.254,0.0,15.2,72.5
1784032768.504,45,2.725,1.715,0.236,0.0,21.5,73.7
1784032768.504,45,5.467,3.5,1.124,0.0,11.4,62.1
1784032768.504,45,6.494,3.839,1.429,0.0,14.6,63.8
1784032768.504,45,5.51,-5.77,0.89,0.0,12.6,65.2
1784032768.606,46,1.487,-0.191,-0.289,0.0,12.5,62.7
1784032768.606,46,1.536,0.894,-0.204,0.0,12.1,67.2
1784032768.606,46,1.679,0.9,-0.234,0.0,15.3,72.5
1784032768.606,46,1.155,-1.631,0.189,0.0,11.5,75.4
1784032768.606,46,2.725,1.715,0.237,0.0,21.6,73.6
1784032768.606,46,6.33,4.079,1.502,0.0,14.6,63.8
1784032768.606,46,5.511,-5.77,0.885,0.0,12.7,65.1
1784032768.707,47,1.49,-0.191,-0.274,0.0,12.4,62.7
1784032768.707,47,1.599,0.151,0.166,0.0,11.6,62.6
1784032768.707,47,1.537,0.894,-0.19,0.0,12.3,66.9
1784032768.707,47,1.643,0.96,-0.256,0.0,15.3,72.4
1784032768.707,47,1.154,-1.631,0.191,0.0,11.6,75.3
1784032768.707,47,2.725,1.715,0.239,0.0,21.6,73.6
1784032768.707,47,5.481,3.5,1.056,0.0,11.3,62.2
1784032768.707,47,6.326,4.079,1.519,0.0,14.6,63.8
1784032768.707,47,5.511,-5.77,0.881,0.0,12.7,65.2
1784032768.808,48,1.49,-0.191,-0.276,0.0,12.9,62.1
1784032768.808,48,1.536,0.894,-0.202,0.0,12.2,67.1
1784032768.808,48,1.643,0.96,-0.254,0.0,15.2,72.6
1784032768.808,48,1.154,-1.631,0.192,0.0,11.5,75.4
1784032768.808,48,2.725,1.715,0.239,0.0,21.6,73.6
1784032768.808,48,5.482,3.5,1.049,0.0,11.3,62.0
1784032768.808,48,6.499,3.839,1.411,0.0,14.8,63.7
1784032768.808,48,5.508,-5.77,0.901,0.0,12.5,65.3
1784032768.909,49,1.494,-0.143,-0.284,0.0,12.7,62.1
1784032768.909,49,1.598,0.151,0.171,0.0,11.4,62.6
1784032768.909,49,1.536,0.894,-0.201,0.0,11.9,67.4
1784032768.909,49,1.643,0.96,-0.256,0.0,15.1,72.6
1784032768.909,49,1.155,-1.631,0.187,0.0,11.6,75.3
1784032768.909,49,2.725,1.715,0.24,0.0,21.6,73.7
1784032768.909,49,6.318,4.079,1.551,0.0,14.6,63.8
1784032768.909,49,5.508,-5.77,0.904,0.0,12.3,65.5
1784032769.01,50,1.491,-0.191,-0.271,0.0,12.6,62.5
1784032769.01,50,1.537,0.894,-0.191,0.0,12.0,67.2
1784032769.01,50,1.643,0.96,-0.254,0.0,15.0,72.7
1784032769.01,50,1.154,-1.631,0.193,0.0,11.5,75.4
1784032769.01,50,2.725,1.715,0.241,0.0,21.6,73.6
1784032769.01,50,5.499,3.5,0.955,0.0,11.3,62.2
1784032769.01,50,6.501,3.839,1.402,0.0,14.6,63.9
1784032769.01,50,5.504,-5.77,0.923,0.0,12.4,65.4
1784032769.11,51,1.481,-0.245,-0.462,0.0,11.9,63.0
1784032769.11,51,1.537,0.894,-0.195,0.0,12.1,67.2
1784032769.11,51,1.643,0.96,-0.256,0.0,15.2,72.5
1784032769.11,51,1.154,-1.631,0.191,0.0,11.5,75.4
1784032769.11,51,2.725,1.715,0.239,0.0,21.6,73.7
1784032769.11,51,5.478,3.5,1.071,0.0,11.3,62.5
1784032769.11,51,6.498,3.839,1.416,0.0,14.6,63.9
1784032769.11,51,5.509,-5.77,0.895,0.0,12.4,65.4
1784032769.211,52,1.497,-0.143,-0.264,0.0,12.3,62.8
1784032769.211,52,1.536,0.894,-0.201,0.0,12.1,67.1
1784032769.211,52,1.643,0.96,-0.256,0.0,15.2,72.5
1784032769.211,52,1.154,-1.631,0.191,0.0,11.4,75.5
1784032769.211,52,2.725,1.715,0.241,0.0,21.7,73.6
1784032769.211,52,5.472,3.5,1.1,0.0,11.4,62.1
1784032769.211,52,6.332,4.079,1.493,0.0,14.4,64.0
1784032769.211,52,5.51,-5.77,0.891,0.0,12.3,65.4
1784032769.311,53,1.49,-0.191,-0.276,0.0,12.0,63.0
1784032769.311,53,1.536,0.894,-0.203,0.0,11.7,67.6
1784032769.311,53,1.643,0.96,-0.255,0.0,15.3,72.5
1784032769.311,53,2.725,1.715,0.24,0.0,21.7,73.6
1784032769.311,53,6.485,3.839,1.473,0.0,14.8,63.7
1784032769.311,53,5.503,-5.77,0.934,0.0,12.4,65.4
1784032769.411,54,1.49,-0.191,-0.276,0.0,12.7,62.4
1784032769.411,54,1.537,0.894,-0.196,0.0,12.6,66.7
1784032769.411,54,1.642,0.96,-0.257,0.0,15.3,72.4
1784032769.411,54,1.154,-1.631,0.193,0.0,11.5,75.4
1784032769.411,54,2.725,1.715,0.239,0.0,21.6,73.7
1784032769.411,54,6.32,4.079,1.541,0.0,14.6,63.8
1784032769.411,54,5.514,-5.77,0.865,0.0,12.3,65.5
1784032769.512,55,1.492,-0.191,-0.265,0.0,12.7,62.4
1784032769.512,55,1.536,0.894,-0.201,0.0,12.6,66.6
1784032769.512,55,1.643,0.96,-0.257,0.0,15.4,72.3
1784032769.512,55,1.154,-1.631,0.194,0.0,11.5,75.4
1784032769.512,55,2.725,1.715,0.24,0.0,21.6,73.6
1784032769.512,55,6.487,3.839,1.462,0.0,14.8,63.7
1784032769.512,55,5.228,-6.021,0.93,0.0,12.4,65.5
1784032769.614,56,1.483,-0.245,-0.456,0.0,13.2,62.0
1784032769.614,56,1.537,0.894,-0.197,0.0,12.8,66.5
1784032769.614,56,1.642,0.96,-0.258,0.0,15.3,72.4
1784032769.614,56,1.155,-1.631,0.189,0.0,11.4,75.5
1784032769.614,56,2.725,1.715,0.24,0.0,21.7,73.6
1784032769.614,56,6.327,4.079,1.512,0.0,14.9,63.6
1784032769.614,56,5.24,-6.021,0.858,0.0,12.4,65.4
1784032769.714,57,1.481,-0.245,-0.46,0.0,13.5,61.9
1784032769.714,57,1.536,0.894,-0.199,0.0,12.8,66.4
1784032769.714,57,1.643,0.96,-0.257,0.0,15.3,72.4
1784032769.714,57,1.154,-1.631,0.192,0.0,11.4,75.5
1784032769.714,57,2.725,1.715,0.24,0.0,21.6,73.6
1784032769.714,57,6.325,4.079,1.521,0.0,15.0,63.5
1784032769.714,57,5.511,-5.77,0.883,0.0,12.5,65.3
1784032769.815,58,1.483,-0.245,-0.456,0.0,13.5,61.9
1784032769.815,58,1.536,0.894,-0.205,0.0,12.9,66.3
1784032769.815,58,1.643,0.96,-0.256,0.0,15.3,72.4
1784032769.815,58,2.725,1.715,0.239,0.0,21.7,73.5
1784032769.815,58,6.493,3.839,1.438,0.0,14.8,63.8
1784032769.815,58,5.506,-5.77,0.912,0.0,12.4,65.4
1784032769.916,59,1.478,-0.245,-0.472,0.0,12.3,63.0
1784032769.916,59,1.535,0.894,-0.208,0.0,12.3,66.9
1784032769.916,59,1.642,0.96,-0.258,0.0,15.2,72.5
1784032769.916,59,1.154,-1.631,0.19,0.0,11.4,75.5
1784032769.916,59,2.725,1.715,0.242,0.0,21.7,73.6
1784032769.916,59,6.328,4.079,1.508,0.0,14.6,63.8
1784032769.916,59,5.241,-6.021,0.849,0.0,12.4,65.4
1784032770.016,60,1.481,-0.245,-0.461,0.0,12.9,62.5
1784032770.016,60,1.537,0.894,-0.196,0.0,12.8,66.5
1784032770.016,60,1.643,0.96,-0.257,0.0,15.4,72.4
1784032770.016,60,2.725,1.715,0.24,0.0,21.6,73.6
1784032770.016,60,6.493,3.839,1.436,0.0,14.7,63.8
1784032770.016,60,5.24,-6.021,0.86,0.0,12.3,65.5
1784032770.118,61,1.478,-0.245,-0.47,0.0,12.7,62.8
1784032770.118,61,1.536,0.894,-0.203,0.0,12.3,66.9
1784032770.118,61,1.642,0.96,-0.258,0.0,15.3,72.5
1784032770.118,61,1.154,-1.631,0.191,0.0,11.4,75.5
1784032770.118,61,2.725,1.715,0.238,0.0,21.6,73.6
1784032770.118,61,6.328,4.079,1.509,0.0,14.7,63.7
