t,frame,x,y,z,doppler,snr_db
1783970448.688,37,1.956,-0.376,0.248,0.0,14.7
1783970448.688,37,2.676,-0.785,-0.14,0.0,13.5
1783970448.688,37,2.719,0.611,0.167,0.0,13.5
1783970448.688,37,5.611,-1.462,0.748,0.0,12.6
1783970448.688,37,6.305,0.601,1.008,0.0,13.1
1783970448.688,37,7.946,-1.813,1.511,0.0,11.7
1783970448.789,38,0.239,-0.251,-0.044,0.0,11.2
1783970448.789,38,1.956,-0.376,0.249,0.0,14.9
1783970448.789,38,2.704,-0.698,-0.001,0.0,13.8
1783970448.789,38,2.739,0.524,0.135,0.0,13.8
1783970448.789,38,5.621,-1.462,0.666,0.0,13.1
1783970448.789,38,6.311,0.601,0.972,0.0,13.3
1783970448.89,39,1.965,-0.314,0.258,0.0,15.3
1783970448.89,39,2.675,-0.785,-0.151,0.0,14.2
1783970448.89,39,2.719,0.611,0.182,0.0,14.2
1783970448.89,39,5.62,-1.462,0.676,0.0,13.9
1783970448.89,39,6.311,0.601,0.969,0.0,13.2
1783970448.89,39,0.226,-0.262,-0.046,-0.081,17.7
1783970448.991,40,1.956,-0.314,0.322,0.0,14.4
1783970448.991,40,2.677,-0.785,-0.124,0.0,14.2
1783970448.991,40,2.724,0.611,-0.038,0.0,14.2
1783970448.991,40,5.602,-1.462,0.813,0.0,13.7
1783970448.991,40,6.313,0.802,0.795,0.0,13.9
1783970448.991,40,0.178,-0.248,-0.011,-0.162,24.8
1783970449.092,41,1.951,-0.314,0.352,0.0,14.4
1783970449.092,41,2.507,-0.736,0.153,0.0,13.6
1783970449.092,41,2.7,-0.698,0.131,0.0,13.5
1783970449.092,41,2.742,0.524,0.067,0.0,13.5
1783970449.092,41,5.603,-1.462,0.807,0.0,13.7
1783970449.092,41,6.315,0.601,0.947,0.0,12.7
1783970449.194,42,1.958,-0.314,0.311,0.0,15.0
1783970449.194,42,2.489,-0.644,0.138,0.0,12.4
1783970449.194,42,2.701,-0.698,0.127,0.0,13.9
1783970449.194,42,2.725,0.611,-0.0,0.0,13.9
1783970449.194,42,5.603,-1.462,0.804,0.0,13.5
1783970449.194,42,6.34,0.601,0.754,0.0,13.5
1783970449.194,42,0.157,0.258,0.047,-0.243,14.3
1783970449.295,43,1.958,-0.314,0.309,0.0,14.8
1783970449.295,43,2.512,-0.563,0.026,0.0,11.5
1783970449.295,43,2.703,-0.698,0.068,0.0,13.3
1783970449.295,43,2.743,0.524,0.01,0.0,13.3
1783970449.295,43,5.602,-1.462,0.81,0.0,13.2
1783970449.295,43,6.354,0.601,0.633,0.0,11.9
1783970449.345,44,1.96,-0.314,0.294,0.0,14.7
1783970449.345,44,2.7,-0.698,-0.141,0.0,13.3
1783970449.345,44,2.724,0.611,0.046,0.0,13.3
1783970449.345,44,5.602,-1.462,0.813,0.0,13.0
1783970449.345,44,6.334,0.601,0.808,0.0,13.2
1783970449.497,45,0.272,-0.341,-0.004,0.0,11.6
1783970449.497,45,1.964,-0.314,0.269,0.0,14.8
1783970449.497,45,2.703,-0.698,-0.03,0.0,12.8
1783970449.497,45,2.724,0.611,0.068,0.0,12.8
1783970449.497,45,5.594,-1.462,0.864,0.0,13.1
1783970449.497,45,6.344,0.601,0.726,0.0,13.4
1783970449.599,46,0.272,-0.341,-0.01,0.0,13.5
1783970449.599,46,1.955,-0.314,0.33,0.0,14.5
1783970449.599,46,2.512,-0.563,-0.024,0.0,11.3
1783970449.599,46,2.704,-0.698,-0.018,0.0,12.8
1783970449.599,46,2.724,0.611,0.053,0.0,12.8
1783970449.599,46,5.6,-1.462,0.829,0.0,13.1
1783970449.599,46,6.311,0.601,0.969,0.0,13.5
1783970449.7,47,0.272,-0.341,0.004,0.0,13.2
1783970449.7,47,1.947,-0.314,0.373,0.0,14.8
1783970449.7,47,2.511,-0.563,0.067,0.0,12.1
1783970449.7,47,2.703,-0.698,-0.061,0.0,13.4
1783970449.7,47,2.724,0.611,0.033,0.0,13.4
1783970449.7,47,5.605,-1.462,0.794,0.0,13.5
1783970449.7,47,6.335,0.601,0.799,0.0,13.1
1783970449.75,48,0.272,-0.341,0.016,0.0,14.4
1783970449.75,48,1.949,-0.314,0.364,0.0,14.7
1783970449.75,48,2.511,-0.563,0.07,0.0,12.0
1783970449.75,48,2.703,-0.698,-0.07,0.0,13.3
1783970449.75,48,2.724,0.611,0.026,0.0,13.3
1783970449.75,48,5.598,-1.462,0.838,0.0,14.1
1783970449.75,48,6.33,0.601,0.836,0.0,14.3
1783970449.75,48,7.855,-2.061,1.431,0.0,11.6
1783970449.9,49,0.288,-0.327,0.014,0.0,15.0
1783970449.9,49,1.954,-0.314,0.334,0.0,13.9
1783970449.9,49,2.492,-0.644,0.04,0.0,11.9
1783970449.9,49,2.677,-0.785,-0.122,0.0,13.4
1783970449.9,49,2.725,0.611,0.011,0.0,13.4
1783970449.9,49,5.602,-1.462,0.809,0.0,14.0
1783970449.9,49,6.322,0.601,0.895,0.0,13.0
1783970450.001,50,0.288,-0.327,0.012,0.0,16.4
1783970450.001,50,1.958,-0.314,0.308,0.0,14.2
1783970450.001,50,2.492,-0.644,0.015,0.0,11.7
1783970450.001,50,2.676,-0.785,-0.137,0.0,13.3
1783970450.001,50,2.724,0.611,0.042,0.0,13.3
1783970450.001,50,5.601,-1.462,0.818,0.0,13.1
1783970450.001,50,6.313,0.601,0.958,0.0,12.9
1783970450.051,51,0.317,-0.36,0.009,0.0,16.4
1783970450.051,51,1.953,-0.314,0.341,0.0,13.9
1783970450.051,51,2.492,-0.644,0.018,0.0,11.8
1783970450.051,51,2.679,-0.785,-0.057,0.0,13.6
1783970450.051,51,2.724,0.611,0.046,0.0,13.6
1783970450.051,51,5.604,-1.462,0.797,0.0,13.1
1783970450.051,51,6.3,0.601,1.04,0.0,12.5
1783970450.202,52,0.317,-0.36,0.022,0.0,14.9
1783970450.202,52,1.953,-0.314,0.341,0.0,14.3
1783970450.202,52,2.511,-0.563,0.079,0.0,11.9
1783970450.202,52,2.679,-0.785,-0.038,0.0,13.4
1783970450.202,52,2.725,0.611,0.011,0.0,13.4
1783970450.202,52,5.558,-1.644,0.766,0.0,14.5
1783970450.202,52,6.328,0.601,0.855,0.0,12.4
1783970450.303,53,0.317,-0.36,0.023,0.0,15.5
1783970450.303,53,1.952,-0.314,0.348,0.0,14.4
1783970450.303,53,2.492,-0.644,0.047,0.0,11.9
1783970450.303,53,2.679,-0.785,-0.064,0.0,13.4
1783970450.303,53,2.724,0.611,0.052,0.0,13.4
1783970450.303,53,5.608,-1.462,0.769,0.0,13.6
1783970450.303,53,6.33,0.601,0.84,0.0,13.5
1783970450.353,54,0.317,-0.36,0.02,0.0,15.4
1783970450.353,54,1.95,-0.314,0.357,0.0,14.9
1783970450.353,54,2.492,-0.644,0.015,0.0,11.3
1783970450.353,54,2.678,-0.785,-0.079,0.0,12.9
1783970450.353,54,2.724,0.611,0.048,0.0,12.9
1783970450.353,54,5.605,-1.462,0.792,0.0,13.4
1783970450.353,54,6.32,0.601,0.911,0.0,13.6
1783970450.505,55,0.317,-0.36,0.019,0.0,14.9
1783970450.505,55,1.949,-0.314,0.36,0.0,15.0
1783970450.505,55,2.679,-0.785,-0.058,0.0,12.8
1783970450.505,55,2.724,0.611,0.032,0.0,12.8
1783970450.505,55,5.594,-1.462,0.866,0.0,13.5
1783970450.505,55,6.319,0.601,0.916,0.0,13.1
1783970450.555,56,0.299,-0.375,0.023,0.0,15.0
1783970450.555,56,1.948,-0.314,0.368,0.0,14.8
1783970450.555,56,2.678,-0.785,-0.076,0.0,12.8
1783970450.555,56,2.724,0.611,0.05,0.0,12.8
1783970450.555,56,5.602,-1.462,0.812,0.0,13.2
1783970450.555,56,6.311,0.601,0.97,0.0,12.9
1783970450.656,57,0.317,-0.36,0.009,0.0,14.2
1783970450.656,57,1.949,-0.314,0.359,0.0,14.7
1783970450.656,57,2.679,-0.785,-0.035,0.0,13.2
1783970450.656,57,2.725,0.611,-0.002,0.0,13.2
1783970450.656,57,5.614,-1.462,0.728,0.0,14.0
1783970450.656,57,6.326,0.601,0.864,0.0,12.9
1783970450.757,58,0.298,-0.375,0.031,0.0,13.8
1783970450.757,58,1.959,-0.314,0.305,0.0,14.5
1783970450.757,58,2.492,-0.644,0.06,0.0,11.9
1783970450.757,58,2.679,-0.785,0.056,0.0,13.0
1783970450.757,58,2.724,0.611,-0.046,0.0,13.0
1783970450.757,58,5.55,-1.644,0.818,0.0,14.0
1783970450.757,58,6.319,0.601,0.919,0.0,12.7
1783970450.859,59,0.298,-0.375,0.034,0.0,13.4
1783970450.859,59,1.957,-0.314,0.314,0.0,14.4
1783970450.859,59,2.491,-0.644,0.066,0.0,12.0
1783970450.859,59,2.699,-0.698,0.149,0.0,12.9
1783970450.859,59,2.725,0.611,-0.022,0.0,12.9
1783970450.859,59,5.551,-1.644,0.817,0.0,14.0
1783970450.859,59,6.321,0.601,0.901,0.0,13.2
1783970450.961,60,0.298,-0.375,0.031,0.0,14.4
1783970450.961,60,1.957,-0.314,0.313,0.0,14.3
1783970450.961,60,2.492,-0.644,0.048,0.0,11.6
1783970450.961,60,2.7,-0.698,0.132,0.0,12.7
1783970450.961,60,2.725,0.611,0.005,0.0,12.7
1783970450.961,60,5.595,-1.462,0.859,0.0,13.5
1783970450.961,60,6.346,0.601,0.702,0.0,13.4
1783970451.062,61,0.317,-0.36,0.021,0.0,14.2
1783970451.062,61,1.961,-0.314,0.289,0.0,14.2
1783970451.062,61,2.679,-0.785,-0.012,0.0,12.7
1783970451.062,61,2.724,0.611,-0.027,0.0,12.7
1783970451.062,61,5.602,-1.462,0.813,0.0,14.3
1783970451.062,61,6.339,0.601,0.766,0.0,13.3
1783970451.164,62,0.317,-0.36,0.021,0.0,12.8
1783970451.164,62,1.96,-0.314,0.295,0.0,14.3
1783970451.164,62,2.703,-0.698,0.075,0.0,12.7
1783970451.164,62,2.743,0.524,-0.019,0.0,12.7
1783970451.164,62,5.6,-1.462,0.829,0.0,14.4
1783970451.164,62,6.327,0.601,0.859,0.0,12.5
1783970451.265,63,0.317,-0.36,0.02,0.0,13.3
1783970451.265,63,1.957,-0.314,0.314,0.0,14.4
1783970451.265,63,2.679,-0.785,0.033,0.0,12.7
1783970451.265,63,2.743,0.524,-0.002,0.0,12.7
1783970451.265,63,5.603,-1.462,0.804,0.0,13.8
1783970451.265,63,6.34,0.601,0.76,0.0,12.8
1783970451.366,64,0.317,-0.36,0.022,0.0,13.3
1783970451.366,64,1.955,-0.314,0.326,0.0,14.5
1783970451.366,64,2.492,-0.644,0.064,0.0,11.4
1783970451.366,64,2.699,-0.698,0.155,0.0,12.8
1783970451.366,64,2.725,0.611,0.019,0.0,12.8
1783970451.366,64,5.604,-1.462,0.8,0.0,13.6
1783970451.366,64,6.344,0.601,0.726,0.0,13.2
1783970451.466,65,0.317,-0.36,0.023,0.0,13.4
1783970451.466,65,1.957,-0.314,0.313,0.0,14.4
1783970451.466,65,2.491,-0.644,0.069,0.0,11.4
1783970451.466,65,2.698,-0.698,0.167,0.0,12.9
1783970451.466,65,2.725,0.611,0.013,0.0,12.9
1783970451.466,65,5.595,-1.462,0.859,0.0,13.3
1783970451.466,65,6.332,0.601,0.824,0.0,13.3
1783970451.566,66,0.317,-0.36,0.023,0.0,13.8
1783970451.566,66,1.959,-0.314,0.303,0.0,14.5
1783970451.566,66,2.699,-0.698,0.16,0.0,12.5
1783970451.566,66,2.743,0.524,-0.008,0.0,12.5
1783970451.566,66,5.594,-1.462,0.863,0.0,13.8
1783970451.566,66,6.311,0.601,0.971,0.0,13.1
1783970451.667,67,0.298,-0.375,0.033,0.0,13.2
1783970451.667,67,1.959,-0.314,0.304,0.0,14.7
1783970451.667,67,2.701,-0.698,0.127,0.0,12.4
1783970451.667,67,2.743,0.524,0.008,0.0,12.4
1783970451.667,67,5.599,-1.462,0.831,0.0,13.5
1783970451.667,67,6.328,0.601,0.856,0.0,12.5
1783970451.768,68,0.298,-0.375,0.03,0.0,13.6
1783970451.768,68,1.957,-0.314,0.318,0.0,14.5
1783970451.768,68,2.701,-0.698,0.124,0.0,12.3
1783970451.768,68,2.725,0.611,0.005,0.0,12.3
1783970451.768,68,5.599,-1.462,0.835,0.0,13.5
1783970451.768,68,6.348,0.601,0.685,0.0,13.0
1783970451.869,69,0.298,-0.375,0.031,0.0,13.8
1783970451.869,69,1.957,-0.314,0.315,0.0,14.6
1783970451.869,69,2.7,-0.698,0.133,0.0,12.4
1783970451.869,69,2.725,0.611,0.001,0.0,12.4
1783970451.869,69,5.598,-1.462,0.842,0.0,13.5
1783970451.869,69,6.353,0.601,0.638,0.0,13.1
1783970451.971,70,0.316,-0.36,0.025,0.0,13.4
1783970451.971,70,1.958,-0.314,0.309,0.0,14.6
1783970451.971,70,2.7,-0.698,0.136,0.0,12.6
1783970451.971,70,2.743,0.524,-0.002,0.0,12.6
1783970451.971,70,5.59,-1.462,0.891,0.0,13.8
1783970451.971,70,6.334,0.401,0.923,0.0,12.7
1783970452.072,71,0.298,-0.375,0.032,0.0,13.8
1783970452.072,71,1.96,-0.314,0.294,0.0,14.6
1783970452.072,71,2.7,-0.698,0.139,0.0,12.3
1783970452.072,71,2.725,0.611,0.003,0.0,12.3
1783970452.072,71,5.593,-1.462,0.87,0.0,13.7
1783970452.072,71,6.325,0.601,0.877,0.0,12.7
1783970452.173,72,0.298,-0.375,0.03,0.0,14.6
1783970452.173,72,1.963,-0.314,0.276,0.0,14.4
1783970452.173,72,2.701,-0.698,0.116,0.0,12.3
1783970452.173,72,2.725,0.611,-0.013,0.0,12.3
1783970452.173,72,5.595,-1.462,0.86,0.0,13.5
1783970452.173,72,6.337,0.601,0.782,0.0,12.7
1783970452.274,73,0.317,-0.36,0.018,0.0,15.1
1783970452.274,73,1.963,-0.314,0.278,0.0,14.6
1783970452.274,73,2.701,-0.698,0.112,0.0,12.4
1783970452.274,73,2.724,0.611,-0.037,0.0,12.4
1783970452.274,73,5.593,-1.462,0.87,0.0,13.9
1783970452.274,73,6.331,0.601,0.829,0.0,12.6
1783970452.375,74,0.299,-0.375,0.018,0.0,15.5
1783970452.375,74,1.959,-0.314,0.304,0.0,14.3
1783970452.375,74,2.7,-0.698,0.135,0.0,12.6
1783970452.375,74,2.724,0.611,-0.034,0.0,12.6
1783970452.375,74,5.604,-1.462,0.797,0.0,13.9
1783970452.375,74,6.327,0.601,0.864,0.0,12.4
1783970452.477,75,0.299,-0.375,0.009,0.0,15.6
1783970452.477,75,1.955,-0.314,0.327,0.0,14.3
1783970452.477,75,2.679,-0.785,0.025,0.0,12.2
1783970452.477,75,2.725,0.611,-0.012,0.0,12.2
1783970452.477,75,5.601,-1.462,0.821,0.0,13.8
1783970452.477,75,6.316,0.601,0.935,0.0,12.5
1783970452.578,76,0.317,-0.36,0.002,0.0,15.8
1783970452.578,76,1.955,-0.314,0.329,0.0,14.0
1783970452.578,76,2.679,-0.785,0.014,0.0,12.2
1783970452.578,76,2.725,0.611,-0.013,0.0,12.2
1783970452.578,76,5.601,-1.462,0.817,0.0,13.6
1783970452.578,76,6.316,0.601,0.94,0.0,11.8
1783970452.68,77,0.317,-0.36,-0.007,0.0,14.7
1783970452.68,77,1.957,-0.314,0.319,0.0,13.9
1783970452.68,77,2.68,-0.785,-0.0,0.0,12.3
1783970452.68,77,2.724,0.611,-0.026,0.0,12.3
1783970452.68,77,5.597,-1.462,0.848,0.0,13.7
1783970452.68,77,6.331,0.601,0.833,0.0,12.8
1783970452.782,78,0.317,-0.36,-0.015,0.0,14.0
1783970452.782,78,1.958,-0.314,0.31,0.0,14.1
1783970452.782,78,2.679,-0.785,-0.028,0.0,12.7
1783970452.782,78,2.725,0.611,-0.008,0.0,12.7
1783970452.782,78,5.591,-1.462,0.887,0.0,13.9
1783970452.782,78,6.346,0.601,0.707,0.0,12.4
1783970452.882,79,0.317,-0.36,-0.017,0.0,13.5
1783970452.882,79,1.957,-0.314,0.316,0.0,14.3
1783970452.882,79,2.679,-0.785,-0.026,0.0,12.5
1783970452.882,79,2.725,0.611,-0.019,0.0,12.5
1783970452.882,79,5.599,-1.462,0.835,0.0,13.9
1783970452.882,79,6.339,0.601,0.767,0.0,13.2
1783970452.982,80,0.317,-0.36,-0.019,0.0,13.5
1783970452.982,80,1.957,-0.314,0.315,0.0,14.2
1783970452.982,80,2.679,-0.785,-0.019,0.0,12.8
1783970452.982,80,2.725,0.611,-0.023,0.0,12.8
1783970452.982,80,5.586,-1.462,0.917,0.0,13.4
1783970452.982,80,6.338,0.601,0.778,0.0,13.2
